orthographic_normalization,simplification,note
étoffe ; de laine ; espagnolette ; lisse,étoffe ; espagnolette,
étoffe ; de laine ; étamine ; burette,étoffe ; étamine,
étoffe ; de laine ; serge ; de Minorque,,
étoffe ; de laine ; serge ; imprimée,étoffe ; serge ; imprimée,
étoffe ; de laine ; serge ; diverse,étoffe ; serge ; divers,
étoffe ; de laine ; en satin ; turc,étoffe ; de laine ; en satin ; turc,
étoffe ; de laine ; en satin,étoffe ; de laine ; en satin,
étoffe ; de laine ; en raz ; de castor,étoffe ; de laine ; en raz ; de castor,
étoffe ; de laine ; espagnolette ; simple,étoffe ; espagnolette,
étoffe ; de laine ; espagnolette ; croisée,étoffe ; espagnolette,
étoffe ; de laine ; en croisé,étoffe ; de laine ; en croisé,
étoffe ; de laine ; en cachemire,étoffe ; de laine ; en cachemire,
étoffe ; de laine ; duroil,étoffe ; de laine ; duroil,
étoffe ; de laine ; droguet,étoffe ; de laine ; droguet,
étoffe ; de laine ; dauphine,étoffe ; de laine ; dauphine,
étoffe ; de laine ; dareau,étoffe ; de laine ; dareau,
étoffe ; de laine ; crêpe,étoffe ; de laine ; crêpe,
étoffe ; de laine ; couterie,étoffe ; de laine ; couterie,
étoffe ; de laine ; chaleur,étoffe ; de laine ; chaleur,
étoffe ; de laine ; catalogne,étoffe ; de laine ; catalogne,
étoffe ; de laine ; camelot ; écru,étoffe ; de laine ; camelot,
étoffe ; de laine ; camelot ; large,étoffe ; de laine ; camelot,
étoffe ; de laine ; camelot ; faille,étoffe ; de laine ; camelot,
étoffe ; de laine ; camelot ; étroit,étoffe ; de laine ; camelot,
étoffe ; de laine ; callemande ; étroite,étoffe ; de laine ; callemande,
étoffe ; de laine ; callemande ; large,étoffe ; de laine ; callemande,
étoffe ; de laine ; callemande ; noire,étoffe ; de laine ; callemande ; noire,
étoffe ; de laine ; cadeligue,étoffe ; de laine ; cadeligue,
étoffe ; de laine ; bluteau,étoffe ; de laine ; bluteau,
étoffe ; de laine ; bergopsum,étoffe ; de laine ; bergopsum,
étoffe ; de laine ; bêche,étoffe ; de laine ; bêche,
étoffe ; de laine ; baye,étoffe ; de laine ; baye,
étoffe ; de laine ; barreau,étoffe ; de laine ; barreau,
étoffe ; de laine ; amer,étoffe ; de laine ; amer,
étoffe ; de laine ; Itaine,étoffe ; de laine ; Itaine,
étoffe ; de fleuret et laine,étoffe ; de fleuret et laine,
étoffe ; de fleuret et coton,étoffe ; de fleuret et coton,
étoffe ; de fil et laine ; en trippe,étoffe ; de fil et laine ; en tripe,
étoffe ; de fil et laine ; molleton,étoffe ; de fil et laine ; molleton,
étoffe ; de fil et coton ; velours,étoffe ; de fil et coton ; velours,
étoffe ; de fil et coton ; en drap,étoffe ; de fil et coton ; en drap,
étoffe ; de coton et tapisserie,étoffe ; de coton et tapisserie,
étoffe ; de coton et pellerie,étoffe ; de coton et pellerie,
étoffe ; de coton et mercerie,étoffe ; de coton et mercerie,
étoffe ; de coton et chapeau,étoffe ; de coton et chapeau,
étoffe ; de coton et bonneterie,étoffe ; de coton et bonneterie,
étoffe ; de coton et laine,étoffe ; de coton et laine,
étoffe ; de coton ; satinette,étoffe ; de coton ; satinette,
étoffe ; de coton ; grannette,,
étoffe ; de coton ; éternelle,étoffe ; de coton ; éternelle,
étoffe ; de coton ; velverette,étoffe ; de coton ; velverette,
étoffe ; de coton ; molleton,étoffe ; de coton ; molleton,
étoffe ; de coton ; en drap ; teint,étoffe ; de coton ; en drap ; teint,
étoffe ; de coton ; en drap ; imprimé,étoffe ; de coton ; en drap ; imprimé,
étoffe ; de coton ; en drap,étoffe ; de coton ; en drap,
étoffe ; de coton ; diverse,étoffe ; de coton ; diverse,
étoffe ; de coton ; drap ; de bourbon ; peint,étoffe ; de coton ; drap ; de bourbon ; peint,
étoffe ; cotonnelle,étoffe ; cotonnelle,
étoffe ; de coton ; brillant ; blanc,étoffe ; de coton ; brillant ; blanc,
étoffe ; mêlée de soie ; à ?,étoffe ; mêlée de soie ; à ?,
étoffe ; de Pékin,étoffe ; de Pékin,
étoffe ; Lampas,étoffe ; Lampas,
étoffe ; étrangère,étoffe ; étrangère,
étoffe ; diverse,étoffe ; diverse,
étoffe ; de bourre de soie,étoffe ; de bourre de soie,
étoffe ; de poil et laine,étoffe ; de laine et poil,
étoffe ; de poil,étoffe ; de poil,
étoffe ; Cirsaka,étoffe ; Cirsaka,
étoffe ; mêlée de soie ; au 6e,étoffe ; mêlée de soie ; au 6e,
étoffe ; mêlée de soie ; au 4/5e,étoffe ; mêlée de soie ; au 4/5e,
étoffe ; soie ; or ; et argent,,
étoffe ; soie ; et or,,
étoffe ; soie ; et fils,,
étoffe ; soie ; et filoselle,,
étoffe ; or ; et soie,,
étoffe ; or ; argent ; et soie,,
étoffe ; de laine ; fil grossier,étoffe ; de laine ; fil grossier,
étoffe ; de soie ; et laine,,
étoffe ; mêlée de soie ; argent et soie,étoffe ; mêlée de soie ; argent et soie,
étoffe ; de soie et fil,étoffe ; de soie et fil,
étoffe ; de soie et laine,étoffe ; de soie et laine,
étoffe ; de soie ; or ; et argent,,
étoffe ; de laine ; à poil long,étoffe ; de laine ; à poil long,
étoffe ; de laine ; avec soie,,
étoffe ; or et soie,étoffe ; or et soie,
étoffe ; de fil et coton,étoffe ; de fil et coton,
étoffe ; avec un brin de soie,,
étoffe ; auquan,étoffe ; auquan,
étoffe ; soie et argent,étoffe ; soie et argent,
étoffe ; laine ; et soie,,
étoffe ; de laine ; étamine,étoffe ; étamine,
étoffe ; étamine,étoffe ; étamine,
étoffe ; virez,étoffe ; virez,
étoffe ; velours d'Greek,,
étoffe ; velours,étoffe ; velours,
étoffe ; tricot,étoffe ; tricot,
étoffe ; soie or et argent,,
étoffe ; soie et or faux,,
étoffe ; soie et or,étoffe ; soie et or,
étoffe ; soie et laine,,
étoffe ; soie et fleuret,,
étoffe ; soie ; soie et or,étoffe ; soie et or,
étoffe ; soie ; soie et coton,étoffe ; soie ; soie et coton,
étoffe ; soie ; des Indes,étoffe ; de soie ; des Indes,
étoffe ; soie ; crêpe,étoffe ; soie ; crêpe,
étoffe ; soie,étoffe ; soie,
étoffe ; de laine ; serge ; noire,étoffe ; de laine ; serge ; noire,
étoffe ; de laine ; serge,étoffe ; serge,
étoffe ; de laine ; serge ; Bilcourt,étoffe ; serge ; Bilcourt,
étoffe ; serge ; d'Aumale ; imprimée,,
étoffe ; serge ; d'Aumale,,
étoffe ; serge,étoffe ; serge,
étoffe ; satin,étoffe ; satin,
étoffe ; riche en or et argent,étoffe ; riche en or et argent,
étoffe ; riche en or,,
étoffe ; de castor ; raz,étoffe ; de castor ; raz,
étoffe ; de laine ; prunelle,étoffe ; de laine ; prunelle,
étoffe ; de soie ; prunelle,étoffe ; de soie ; prunelle,
étoffe ; poil et laine,étoffe ; poil et laine,
étoffe ; poil,étoffe ; poil,
étoffe ; de laine ; peluche,étoffe ; de laine ; peluche,
étoffe ; peluche ; commune,étoffe ; peluche ; commune,
étoffe ; de laine et poil ; panne,étoffe ; de laine et poil ; panne,
"étoffe ; or, argent et soie","étoffe ; or, argent et soie",
étoffe ; noire,étoffe ; noire,
étoffe ; mêlée de soie ; au fil,étoffe ; mêlée de soie ; au fil,
étoffe ; mêlée ; buraille,étoffe ; mêlée ; buraille,
étoffe ; mêlée de soie ; herbage,étoffe ; mêlée de soie ; herbage,
étoffe ; mêlée ; au quart,,
etoffe ; mélangée ; diverse,etoffe ; mélangée ; diverse,
étoffe ; mélangée ; de soie,étoffe ; mélangée ; de soie,
etoffe ; mélangée,etoffe ; mélangée,
étoffe ; fil et laine ; moquette,étoffe ; fil et laine ; moquette,
étoffe ; de laine ; molleton,étoffe ; de laine ; molleton,
étoffe ; mitée ; mi soie,étoffe ; mitée ; mi soie,
étoffe ; mi soie,étoffe ; mi soie,
étoffe ; mêlée de soie ; velours de ?,,
étoffe ; mêlée de soie,étoffe ; mêlée de soie,
étoffe ; mêlée de soie ; velours d'Utrecht,étoffe ; mêlée de soie ; velours d'Utrecht,
étoffe ; mêlée de soie ; velours d'Greek,,
étoffe ; mêlée de soie ; velours d'Breck,,
étoffe ; mêlée de soie ; siamoise,toile ; de fil de coton ; siamoise,
étoffe ; mêlée de soie ; papeline,étoffe ; mêlée de soie ; papeline,
étoffe ; mêlée de soie ; grisette,étoffe ; mêlée de soie ; grisette,
étoffe ; mêlée de soie ; greek,étoffe ; mêlée de soie ; greek,
étoffe ; mêlée de soie ; fleuret et soie,étoffe ; mêlée de soie ; fleuret et soie,
étoffe ; mêlée de soie ; ?,étoffe ; mêlée de soie,
étoffe ; mêlée de soie ; velours d'otreck,,
étoffe ; mêlée de soie ; tripe de velours,étoffe ; mêlée de soie ; tripe de velours,
étoffe ; mêlée de soie ; velours de Gênes,étoffe ; mêlée de soie ; velours de Gênes,
étoffe ; mêlée de soie ; ripe de velours,étoffe ; mêlée de soie ; ripe de velours,
étoffe ; mêlée de soie ; peluche,étoffe ; mêlée de soie ; peluche,
étoffe ; mêlée de soie ; panne,étoffe ; mêlée de soie ; panne,
étoffe ; mêlée de soie ; à peu de soie,,
étoffe ; mêlée de soie ; soie et fil,étoffe ; mêlée de soie ; soie et fil,
étoffe ; mêlée de soie ; coton et soie,étoffe ; mêlée de soie ; coton et soie,
étoffe ; mêlée ; mi soie,étoffe ; mêlée ; mi soie,
étoffe ; mêlée de soie ; mi soie,étoffe ; mêlée de soie ; mi soie,
étoffe ; mêlée de soie ; au quart,étoffe ; mêlée de soie ; au quart,
étoffe ; manchette,étoffe ; manchette,
étoffe ; fleuret et soie,,
étoffe ; flanelle,étoffe ; de laine ; flanelle,
étoffe ; finette,étoffe ; finette,
étoffe ; fil et soie,,
étoffe ; fil et coton,étoffe ; fil et coton,
étoffe ; de laine ; espagnolette,étoffe ; espagnolette,
étoffe ; taffetas,étoffe ; de soie ; taffetas,
étoffe ; droguet,étoffe ; droguet,
étoffe ; dorure ; d'or et d'argent ; fin,étoffe ; dorure ; d'or et d'argent ; fin,
étoffe ; dorure ; d'or et d'argent ; faux,étoffe ; dorure ; d'or et d'argent ; faux,
étoffe ; dorure ; d'or et d'argent,étoffe ; dorure ; d'or et d'argent,
étoffe ; dorure ; d'or ; faux,étoffe ; dorure ; d'or faux,
étoffe ; dorure ; d'or,étoffe ; dorure ; d'or,
étoffe ; dorure ; d'argent,étoffe ; dorure ; d'argent,
étoffe ; des îles,,
étoffe ; de poil ; laineuse,étoffe ; de poil ; linnieuse,
"étoffe ; de soie, or et argent",,
étoffe ; de soie en dorure,étoffe ; de soie en dorure,
étoffe ; de soie et d'argent,,
étoffe ; de soie ; soucy,étoffe ; de soie ; soucy,
étoffe ; de soie ; ?,étoffe ; de soie,
étoffe ; de soie ; raz de St Mans,étoffe ; de soie ; raz de St Mans,
étoffe ; de soie ; raz de St Cyr,,
étoffe ; de soie ; raz de Saint Maur,étoffe ; de soie ; raz de Saint Maur,
étoffe ; de soie ; à peu de soie,étoffe ; de soie ; à peu de soie,
étoffe ; de soie ; panine,étoffe ; de soie ; panine,
étoffe ; de soie ; droguet,étoffe ; de soie ; droguet,
étoffe ; de soie ; de Levant,étoffe ; de soie ; du Levant,
étoffe ; de soie ; crêpe,étoffe ; de soie ; crêpe,
etoffe ; de soie ; brodée,étoffe ; de soie ; brodée,
étoffe ; de soie ; bourre,,
étoffe ; de soie ; au quart,,
étoffe ; de soie ; de Saint Bours,étoffe ; de soie ; de Saint Bours,
étoffe ; de soie ; morenine,,
étoffe ; de soie ; damas,étoffe ; de soie ; damas,
étoffe ; de soie ; voile,étoffe ; de soie ; voile,
étoffe ; de soie ; velours,étoffe ; de soie ; velours,
étoffe ; de soie ; taffetas,étoffe ; de soie ; taffetas,
étoffe ; de soie ; satin,étoffe ; de soie ; satin,
etoffe ; de soie ; en dorure,étoffe ; de soie en dorure,
étoffe ; de soie ; diverse,étoffe ; de soie ; diverse,
étoffe ; de soie ; des Indes,étoffe ; de soie ; des Indes,
étoffe ; de soie ; basin ; brodé,étoffe ; de soie ; basin ; brodé,
étoffe ; de poil ; philipichine,étoffe ; de poil ; philipichine,
étoffe ; de poil ; nina,étoffe ; de poil ; nina,
étoffe ; de poil ; linnieuse,étoffe ; de poil ; linnieuse,
étoffe ; de poil ; ligature,étoffe ; de poil ; ligature,
étoffe ; de poil ; tanillas,étoffe ; de poil ; tanillas,
étoffe ; de poil ; panne,étoffe ; de poil ; panne,
étoffe ; de poil ; de catalogne,étoffe ; de poil ; de catalogne,
étoffe ; de poil ; bouras,étoffe ; de poil ; bouras,
étoffe ; de poil ; barracan,,
étoffe ; de poil ; allemande,étoffe ; de poil ; allemande,
étoffe ; de laine et coton,étoffe ; de coton et laine,
étoffe ; de laine ; teinte,étoffe ; teint,
étoffe ; de laine ; serge ; d'Aumale,,
étoffe ; de laine ; serge ; voile,étoffe ; serge ; voile,
étoffe ; de laine ; serge ; drapée,étoffe ; serge ; étoffeée,
étoffe ; de laine ; serge ; ?,étoffe ; serge,
étoffe ; de laine ; panne,étoffe ; de laine ; panne,
étoffe ; de laine ; en serge ; Bilcourt,étoffe ; serge ; Bilcourt,
étoffe ; de laine ; en sarain,étoffe ; de laine ; en sarain,
étoffe ; de laine ; en molleton ; imprimé,,
étoffe ; de laine ; diverse,étoffe ; de laine ; diverse,
étoffe ; de laine ; dite bayette,étoffe ; de laine ; bayette,
étoffe ; de laine ; barat,étoffe ; de laine ; burat,
étoffe ; de laine ; barracan,,
étoffe ; de laine ; Turc,étoffe ; Turc,
étoffe ; de laine ; Maroc,étoffe ; Maroc,
étoffe ; de laine ; ?,étoffe ; de laine,
étoffe ; de fleuret et soie,étoffe ; de fleuret et soie,
étoffe ; de fleuret,étoffe ; de fleuret,
étoffe ; de filoselle ; de soie,étoffe ; de filoselle ; de soie,
étoffe ; de fil,étoffe ; de fil,
étoffe ; de coton ; divers,étoffe ; de coton ; divers,
étoffe ; de coton ; velours,étoffe ; de coton ; velours ; imprimé,
étoffe ; de coton ; cotonné,étoffe ; de coton ; cotonné,
étoffe ; de coton ; ?,étoffe ; de coton,
étoffe ; de coton,étoffe ; de coton,
étoffe ; de chanvre,étoffe ; de chanvre,
étoffe ; de capiton,étoffe ; de capiton,
étoffe ; d'or et d'argent ; fin,,
étoffe ; d'or et d'argent ; faux,,
étoffe ; d'or et d'argent,étoffe ; d'or,
étoffe ; d'herbe,étoffe ; d'herbe,
étoffe ; d'argent,étoffe ; d'argent,
étoffe ; d'Amiens ; façonnée,,
étoffe ; crêpe,étoffe ; crêpe,
étoffe ; coton et soie,,
étoffe ; cartignette,étoffe ; cartignette,
étoffe ; cannelle,étoffe ; canelle,
étoffe ; de laine ; camelot,étoffe ; de laine ; camelot,
étoffe ; camelot,étoffe ; de laine ; camelot,
étoffe ; de laine ; callemande,étoffe ; de laine ; callemande,
étoffe ; de laine ; burat,étoffe ; de laine ; burat,
etoffe ; brodée et brochée,etoffe ; brodée et brochée,
etoffe ; bourrée ; de soie,etoffe ; bourrée ; de soie,
étoffe ; au sixième,,
etoffe ; au quart,étoffe ; au 1/4 de soie,
étoffe ; de poil ; serge de Rome,,
étoffe ; de poil ; prunelle,étoffe ; de poil ; prunelle,
étoffe ; de poil ; polini,étoffe ; de poil ; polini,
étoffe ; de poil ; lampareille,étoffe ; de poil ; lampareille,
étoffe ; de poil ; camelot,étoffe ; de poil ; camelot,
étoffe ; de poil ; callemande,étoffe ; de poil ; callemande,
étoffe ; de poil ; ?,étoffe ; de poil,
étoffe ; de filoselle,étoffe ; de filoselle,
étoffe ; de fil et laine,étoffe ; de fil et laine,
étoffe ; au ? de soie,étoffe ; mêlée de soie ; à ?,
étoffe ; au sixième de soie,,
étoffe ; argent et soie,,
étoffe ; à peu de soie,,
étoffe ; à peu,,
étoffe ; de soie ; serge,étoffe ; serge de soie,
étoffe ; impériale,étoffe ; impériale,
étoffe ; façonnée,étoffe ; façonnée,
étoffe ; au quart de soie,étoffe ; au 1/4 de soie,
étoffe ; de soie ; de crêpe,étoffe ; de soie ; de crêpe,
étau,,
etendelle,etendelle,
étendelle,,
étendard,,
etaya,etaya,
étau ; de fer,étau ; de fer,
étatchas,,
étamine ; soie ; et laine,,
étamine ; de mi soie,étamine ; de mi soie,
étamine ; avec un brin de soie,,
étamine ; avec soie,étamine ; avec soie,
étamine ; à peu de soie,,
étamine ; à pavillon,étamine ; à pavillon,
étamine ; virée,,
étamine ; soie et laine,,
étamine ; rayée,étamine ; rayée,
étamine ; mi soie,,
étamine ; de laine,étamine ; de laine,
étamine ; de Reims,étamine ; de Reims,
étamine ; de Noyau,étamine ; de Noyau,
étamine ; de Nogent,étamine ; de Nogent,
étamine ; du Mans,étamine ; du Mans,
étamine ; de Acims,étamine ; de Acims,
étamine ; d'Auvergne,étamine ; d'auvergne,
étamine ; d'Amiens,étamine ; d'Amiens,
étamine ; d'Agen,étamine ; d'agen,
étamine ; buraite,étamine ; buraite,
étamine ; au quart de soie,,
étamine ; à bluteau,étamine ; à bluteau,
étamette par aune,,
étamette,étamette,
étamine ; des prise,étamine ; des prise,
étalchasse,étalchasse,
étais en bois,étais en bois,
étain ; en canette,,
étain ; en blues,,
étain ; non ouvré,étain,
étain ; en verge,etain ; en verge,
étain ; en lingot,étain ; en lingot,
étain ; en barre ou en bloc,étain ; en barre ou en bloc,
étain ; divers,étain ; divers,
étain ; de malgue,,
étain ; brut,étain ; brut,
étain ; en saumon,,
étain ; pour soudure,étain ; pour soudure,
étain ; fin,étain ; fin,
étain ; en feuille,étain ; en feuille,
étain ; en cannette,étain ; en cannette,
étain ; en bassin,étain ; en bassin,
étain ; en baguette,étain ; en baguette,
étain ; des Indes,étain ; des Indes,
étain ; de glace,étain ; de glace,
étain ; de Melac,étain ; de Melac,
étain ; d'Angleterre,étain ; d'Angleterre,
étain ; battu,étain ; battu,
esturgeon ; salé,esturgeon ; salé,
esturgeon ; mariné,esturgeon ; mariné,
estrasse ; de soie,estrasse ; de soie,
estrasse ; de Savoie,estrasse ; de Savoie,
estorax,,
étoffe ; de soie,étoffe ; de soie,
estère de jonc,estère de jonc,
estampe et gravure,estampe et gravure,
estampe ; sur toile,,
estampe ; sur papier,,
estampe ; en feuille,estampe ; en feuille,
estampe,estampe,
étain ; ouvré,,
estagnon,estagnon,
essieu ; de fer,essieu ; de fer,
essence et huile ; de térébenthine,drogue ; térébenthine ; essence et huile,
essence ; de thym,essence ; de thym,
essence ; diverse,essence,
essence ; de vitriol,drogue ; essence de vitriol,
essence ; de térébenthine,drogue ; térébenthine ; essence,
essence ; de rose,essence ; de rose,
essence ; de paruce,essence ; de paruce,
essence ; de muscade,épicerie ; muscade ; essence,
essence ; de girofle,essence ; de girofle,
essence ; de citron,essence ; de citron,
essence ; de cannelle,essence ; de cannelle,
essence ; d'anis,essence ; d'anis,
essence ; au bruit ; aromatique,essence ; au bruit ; aromatique,
essence,essence,
essence ; de jasmin,essence ; de jasmin,
esquine,esquine,
esprot,,
esprit ; de sel ; d'ammoniac,,
essence ; de bergamote,essence ; de bergamote,
esprit ; de souffre,esprit ; de souffre,
esprit ; de vin,esprit ; de vin,
esprit ; de sel,esprit ; de sel,
esprit ; de romarin,esprit ; de romarin,
esprit ; de myrrhe,esprit ; de myrrhe,
esprit ; de lavande,esprit ; de lavande,
esprit ; de fleur d'orange,esprit ; de fleur d'orange,
esprit ; de fil,esprit ; de fil,
esprit ; de coton,esprit ; de coton,
esprit ; de corne de cerf,esprit ; de corne de cerf,
esprit ; de citron,esprit ; de citron,
esprit ; de cèdre,esprit ; de cèdre,
esprit ; de bergamote,esprit ; de bergamote,
esprit ; de vitriol,esprit ; de vitriol,
esprit ; de nitre,esprit ; de nitre,
esprit ; de coclearia,esprit ; de coclearia,
esprit ; d'absinthe,esprit ; d'absinthe,
esprit,esprit,
esponton,,
espar ; de différentes longueurs,,
espar ; de 8 à 9 pieds,,
espar ; de 14 pieds,,
espar ; marmoyéée ; en argent,,
espar ; de nitriol,,
espar ; petit,,
espar ; ordinaire,,
espar ; double,,
espar ; de 45 pieds,,
espar ; de 40 à 45 pieds,,
espar ; de 35 pieds,,
espar ; de 28 pieds,,
espar ; de 25 à 26 pieds,,
espar ; de 10 à 15 pieds,,
espar ; simple,,
espar ; divers,,
espar ; de sapin,,
espar ; de différente longueur,,
espar ; de 55 pieds,,
espar ; de 40 pieds,,
espar ; de 40 à 50 pieds,,
espar ; de 35 à 46 pieds,,
espar ; de 30 pieds,,
espar ; de 30 a 40 pieds,,
espar ; de 25 à 30 pieds,,
espar ; de 24 à 36 pieds,,
espar ; de 20 pieds,,
espar ; de 20 a 30 pieds,,
espar ; de 20 à 26 pieds,,
espar ; de 20 à 25 pieds,,
espar ; de 18 pieds,,
espar ; de 18 à 36 pieds,,
espar ; de 18 à 20 pieds,,
espar ; de 15 à 20 pieds,,
espar ; de 12 à 15 pieds,,
espar ; de 10 pieds,,
espar; 6 à 8 pouces,,
espar,,
espadrille,espadrille,
espagnolette ; à fleur,,
