marchandises_simplification,sitc18_rev3,imprimatur,status,beforeitems,afteritems,obsolete,urgent
ruban de fil,6d,,ambiguous,,[Riubans ; de fil] [Ruban ; De fil] [Ruban ; de Fil] [Ruban ; de fil] [Ruban de Fil] [Ruban de fil] [Ruban à Fil] [Rubans ; De fil] [Rubans ; de fil] [Rubans ; de fils] [Rubans de Fil] [Rubans de fil] [Rubans; de fil] [ruban de fil],no,
ruban de fil blanc,6h,,ambiguous,,[Ruban ; de fil ; blanc],no,
ruban de fil d'argent et d'or,6i,,new,,,no,
ruban de fil de laine,6e,,new,,,no,
ruban de fil en laine,6e,,new,,,no,
ruban de fil et de laine,6e,,new,,,no,
ruban de fil et de soie,6f,,new,,,no,
ruban de fil et fleuret,6i,,new,,,no,
ruban de fil fleuret et laine de soie,6f,,new,,,no,
ruban de fil teint,6h,,ambiguous,,[Ruban ; de fil ; teint],no,
ruban de filoselle,6f,,ambiguous,,[Ruban ; de filoselle] [Ruban ; de filozelle] [Ruban ; filozelle] [Ruban de filozelle] [Rubans ; de filozelle] [Rubans; de filozelle],no,
ruban de flearn et de soie,6f,,new,,,no,
ruban de fleuret,6f,,ambiguous,,[Ruban ; de fleuret] [Ruban ; e fleuret] [Ruban de fleuret] [Rubans ; De fleuret] [Rubans ; de fleuret] [Rubans ; de fleurets] [Rubans; de fleurets] [Ruban de fleuret;] [Ruban ; de fleures] [Ruban de fleuret; De velours] [Rubans de fleuret] [Rubans ; De fleures],no,
ruban de fleuret de soie,6f,,new,,,no,
ruban de fleurs,6f,,new,,,no,
ruban de laine,6e,,ambiguous,,[Ruban ; de Laine] [Ruban ; de laine] [Ruban ; de leine] [Ruban de Laine] [Ruban de laine] [Rubans ; De laine] [Rubans ; de laine] [Rubans de laine] [Rubans; de laine] [Ruban de fluret],no,
ruban de laine et de soie,6f,,new,,,no,
ruban de lin,6d,,,,,no,
ruban de Padoue,6i,,new,,,no,
ruban de soie,6f,,ambiguous,,[Bonneterie ; de soye ; ruban] [Ruban ; De soye] [Ruban ; de Soye] [Ruban ; de soie] [Ruban ; de soye] [Ruban de Soye] [Ruban de soye] [Rubans ; De soye] [Rubans ; de soie] [Rubans ; de soye] [Rubans de soie] [Rubans de soye] [Rubans; de soye] [ruban ; de soye] [Soieries ; Rubans] [rubans ; soye] [Ruban de soie] [Soieries ; rubans],no,
ruban de velours,6i,,new,,,no,
ruban dorure d'argent,6k,,ambiguous,,[Ruban ; dorure ; d'argent] [Ruban ; dorure ; d'argt] [Ruban ; en dorure ; d'argent] [Rubans ; dorure ; d'argent] [Rubans; dorure; d'argent],no,
ruban dorure d'argent et d'or,6k,,new,,,no,
ruban dorure d'argent faux et d'or faux,6k,,new,,,no,
ruban dorure d'argent fin et d'or fin,6k,,new,,,no,
ruban dorure d'or,6k,,ambiguous,,[Ruban ; dorure ; d'or] [Ruban ; en dorure ; d'or] [Rubans ; dorure ; d'or] [Rubans; dorure; d'or],no,
ruban en dorure,6k,,new,,,no,
ruban et passementerie ; de soie,6f,,existing,,,yes,
ruban et passementerie de soie,6f,,ambiguous,,[Rubans et passementerie de soie],no,
ruban et passementerie divers,6i,,ambiguous,,[Rubans et passementerie de diverses matières],no,
ruban et tresse et agrément d'or et d'argent,9b,,new,,,no,
ruban fleuret et de soie,6f,,new,,,no,
ruban mi soie,6i,,ambiguous,,[Ruban ; mi soye] [Ruban ; misoye] [Ruban ; my soye] [Rubans ; My soye] [Rubans ; mi soie] [Rubans ; mi soye] [Rubans; mi soye] [ruban ; mi soye],no,
ruban or charger,6j,,new,,,no,
ruban pour vêtement,6i,,new,,,yes,
ruban velouté,6i,,ambiguous,,[Rubans ; velouté] [Rubans veloutés],no,
rubanerie de soie,6f,,ambiguous,,[Rubannerie de soie],no,
rubanerie et passementerie diverses celles de soie et dorure exceptées,6i,,new,,,no,
rubanerie ordinaire,6i,,ambiguous,,[Rubannerie ordinaire] [Rubannerie ordinaires] [Rubannerie diverse ordinaire],no,
rubannerie,6i,,new,,,no,
rubannerie commune,6i,,new,,,no,
rubannerie de soie,6f,,new,,,no,
rubea ; major,2,,existing,,,yes,
rubea major,2,,new,,,no,
rubia tinctorum,2,,new,,,no,
rubia tintorum,2,,existing,,,yes,
ruche,6b,,existing,,,yes,
ruche ; à miel,6b,,existing,,,yes,
ruche ; à mouche,6b,,existing,,,yes,
ruche à miel,6b,,ambiguous,,[Ruches ; à miel] [Ruches à miel],no,
ruche à mouche,6b,,ambiguous,,[Ruches ; à mouche],no,
ruches de pin,6b,,new,,,no,
rudon,,,new,,,no,
rusque,,,new,,,no,
rusque ; de chêne,2,,existing,,,yes,
rusque ; de pin,2,,existing,,,yes,
rusque de chêne,2,,ambiguous,,[Rusques ; de chesne],no,
rusque de pin,2,,ambiguous,,[Rusque ; de pin] [Rusque de pin] [Rusques ; de pin] [rusque de pin],no,
russel de laine,,,,,,no,
sabatine,???,,ambiguous,[Sabatines],[Sabatines],no,
sable,2,,ambiguous,[Sable] [sable],[Sable] [sable],no,
sable ; de mer,2,,existing,,,yes,
sable à fondeur,2,,new,,,no,
sable à mouler,2,,new,,,no,
sable blanc,2,,new,,,no,
sable de mer,2,,ambiguous,,[Sable ; de mer],no,
sable de verre,2,,new,,,yes,
sablerie,2,,new,,,no,
sableuée,5,,ambiguous,,[Drogues ; Composées pour ma médecine ; Sableuée],no,
sablier,2,,ambiguous,[Sabliers],[Sabliers],yes,
sablières de cuivre,6j,,new,,,no,
sabliers en compas,,,new,,,no,
sabot,2,,ambiguous,[Ouvrages ; de bois ; en sabots] [Ouvrages ; de bois ; sabots] [Sabot] [Sabots] [sabots],[Sabot] [Sabots] [sabots],no,
sabot ; de bœuf,2,,existing,,,yes,
sabot ; de carne,2,,existing,,,yes,
sabot de bœuf,2,,ambiguous,,[Onglons ; de beuf] [Onglons ; de bœuf] [Onglons ; de bœufs] [Onglons de beuf] [onglons de beuf] [onglons de bœuf],no,
sabot de bouc,2,,new,,,yes,
sabot de renne,2,,new,,,yes,
sabots,2,,ambiguous,,[Ouvrages ; de bois ; en sabots] [Ouvrages ; de bois ; sabots],no,
sabots de bœuf,,,,,,no,
sabots de bois,,,,,,no,
sabre,8,,ambiguous,[Sabre] [Sabres] [Sabres ; de traitte],[Sabre] [Sabres] [Sabres ; de traitte] [Sabres de traitte] [Sabres de traite],no,
sabres,8,,ambiguous,,[Armes ; blanche ; satres] [Armes ; blanches ; sabres] [Armes ; blanches sabres] [Armes (sabres)] [Armes blanches (sabres)] [Armes ; blanches; sabres] [Armes blanches sabres] [Sabres divers] [Armes ; sabres],no,
sabres de traite,8,,new,,,no,
sabres de traite et sabres,8,,new,,,no,
sabres garnis d'argent,8,,new,,,no,
sabres montés en cuivre doré,8,,new,,,no,
sabres ordinaires,8,,new,,,no,
sachet,6,,ambiguous,[Sachets],[Sachets],no,
sachet d'odeur,5,,existing,,,yes,
sachets,,,,,,no,
sachets d'odeur,5,,new,,,no,
sacquin,,,new,,,no,
sacs,6d,,new,,,no,
sacs à café,6d,,new,,,no,
sacs à café neufs,6d,,new,,,no,
sacs à café vides,6d,,new,,,no,
sacs à café vieux,6d,,new,,,no,
sacs ayant servi et de toile,6d,,new,,,no,
sacs de lin,6d,,new,,,no,
sacs de poluard,,,,,,no,
sacs de toile,6d,,ambiguous,,[Sac de toile] [Sacs ; de toile] [Sacs de Toile] [Sacs de toile] [sacs de toile] [Toiles en sac] [Sacs de toille] [Toile en sacs] [Toiles en sacs] [Toile en sucre] [Toile ; en sacs],no,
sacs de toile et vides,6d,,new,,,no,
sacs de toile et vieux,6d,,new,,,no,
sacs de toile vieux,6d,,new,,,no,
sacs de toille,6d,,ambiguous,,[Sacs ; de toille],no,
sacs vides,,,,,,no,
sacs vieux,,,,,,no,
saffle,2,,ambiguous,[Saffle] [Saffles] [Safflé],[Saffle] [Saffles] [Safflé] [saffre] [Saffre],no,
saffranum,2,,new,,,no,
saffreau,,,new,,,no,
safisaigne,,,new,,,no,
safran,2,,ambiguous,,[Drogues ; Medecinales en plantes ; Saffran] [Drogues ; Médecinales en plantes ; Saffran] [Drogue ; pour la peinture et la teinture ; saffranum] [Drogues ; pour la peinture et la teinture ; saffranum] [Drogues ; Pour la teinture ; Saffranum] [Drogueries ; safran] [Drogues ; safran] [Saffran] [Safran] [saffran] [safran] [///Drogues Médicinales///Safran] [///Drogues midicinales///Safran] [///Drogues médicinales///Safran] [Drogueries ; médécinales ; safran] [Drogues ; Médécinales ; Saffran] [Drogues ; médicinales ; saffran] [Drogues ; médécinales ; Safran] [Drogues ; médécinales ; saffran] [Drogues ; médécinales ; safran] [Drogueries médicinales safran] [Drogueries ; safranum] [Drogues ; pour la peinture et la teinture ; saffranon] [Sasfran] [Drogues; Médicinales; Saffran] [Safffran] [3///Matières premières///Saffranum] [Drogues ; medicinales ; saffran] [Drogues ; pour peinture et teinture ; saffranon],no,
safran ; du gatinoir,2,,existing,,,yes,
safran d'Espgne,2,,new,,,no,
safran de Gâtinais,2,,new,,,no,
safran du Gâtinais,2,,new,,,no,
safran orange,2,,new,,,yes,
safran valeur,2,,new,,,no,
safranum,2,,ambiguous,,[Drogueries ; pour la peinture et la teinture ; safranum] [Drogueries ; pour peinture et teinture ; safranum] [Saffranum] [Safranon] [Safranum] [Drogues ; médicinale ; remèdes ; saffranon] [Saffranon] [Saframan] [saffranon] [safranon] [saffranum] [Saffranons],no,
safranum et tournesol,2,,new,,,no,
sagapemun,,,new,,,no,
sagapenum,,,new,,,no,
sagati de laine,6e,,,,,no,
sagne,2,,ambiguous,[Sagne] [sagne],[Sagne] [sagne],no,
sagon,5,,ambiguous,,[Drogues ; diverses ; sagon],no,
sagou,2,,ambiguous,[Sagou] [Sagoul] [Sagout],[Sagou] [Sagoul] [Sagout] [sago] [Sagous],no,
sagou des Indes,2,,new,,,no,
sagu,2,,existing,,,yes,
sailphre,,,new,,,no,
sain,9a,,ambiguous,[Sain] [Sayn],[Sain] [Sayn],no,
saindoux,4,,ambiguous,[Sain doux] [Saindoux] [Sayndoux] [Sein doux] [Seindoux] [Seïndoux],[Sain doux] [Saindoux] [Sayndoux] [Sein doux] [Seindoux] [Seïndoux] [Sain-doux] [Graisses (saindoux)] [Graisse dite saindoux],no,
saisie de fer,6j,,ambiguous,,[Quincaillerie ; de fer ; saisie],no,
salage,???,,ambiguous,[Salage],[Salage],no,
salaisons,,,new,,,no,
salamouris,5,,ambiguous,,[Drogues ; metallique ; salamouris],no,
salamporis,,,new,,,no,
salemporis,6g,,ambiguous,,[salemporir] [Salemporis] [Salemporil] [Satemporis] [Salempores] [Salampoir] [Salémporie] [Salémporis] [salemporie] [Salamporis] [salémporede],no,
salemporis ; blanc,6g,,existing,,,yes,
salemporis ; bleu,6g,,existing,,,yes,
salemporis blanc,,,new,,,no,
salemporis blanc et bleu,,,,,,no,
salemporis bleu,,,new,,,no,
salemporis bleu et rouge,,,,,,no,
salemporis commun,,,,,,no,
salicor,2,,existing,,,yes,
salicore,,,,,,no,
salière de cristal,,,new,,,no,
salin,8,,ambiguous,[Salin] [Salins],[Salin] [Salins],no,
saloir,8,,ambiguous,[Saloir],[Saloir],no,
saloir ; de bois,8,,existing,,,yes,
saloirs de bois,8,,ambiguous,,[Saloirs ; de bois],no,
salpêtre,2,,ambiguous,[Salpestre] [Salpetre] [Salpètre] [Salpétre] [Salpêtre] [Selpetre] [Selpêtre] [salpetre] [salpétre] [salpêtre] [selpetre] [selpêtre],[Salpestre] [Salpetre] [Salpètre] [Salpétre] [Salpêtre] [Selpetre] [Selpêtre] [salpetre] [salpétre] [salpêtre] [selpetre] [selpêtre],no,
salpêtre crû,,,,,,no,
salpêtre des Indes,2,,new,,,no,
salpêtre et soufre,2,,new,,,no,
salpêtre raffiné,,,,,,no,
"salpêtre, crû",2,,existing,,,yes,
"salpêtre, raffiné",2,,existing,,,yes,
salsafras,,,new,,,no,
salsepareille,0a,,ambiguous,[Salespareilles] [Salpareille] [Salse pareille] [Salsepaille] [Salsepareille] [Salspareille] [Solsepareille] [salsepareille],[Salespareilles] [Salpareille] [Salse pareille] [Salsepaille] [Salsepareille] [Salspareille] [Solsepareille] [salsepareille] [Drogues ; Medecinales en plantes ; Salsepareille] [Drogues ; Médecinales en plantes ; Salsepareille] [///Drogues Médicinales///Salsepareille] [///Drogues midicinales///Salsepareille] [///Drogues médicinales///Salsepareille] [Drogueries ; médécinales ; salsepareille] [Drogues ; Médécinales ; Salsepareille] [Drogues ; médecinales ; salsepareille] [Drogues ; médécinales ; Salsepareille] [Drogues ; médécinales ; salsepareille] [Drogueries ; médecinales ; salsepareille] [Drogues; Médicinales; Salsepareille] [Drogues ; médicinales ; salsepareille] [Drogues ; medicinales ; salsepareille] [Salesepareille] [Drogueries médicinales salsepareille],no,
sanas,6g,,ambiguous,[Sanas],[Sanas],no,
sanctuaire,,,new,,,no,
sandale,8,,ambiguous,[Sandale] [sandales],[Sandale] [sandales] [Sandalle],no,
sandance,,,new,,,no,
sandarac,5,,ambiguous,,[Sandarac] [Sandarak] [Sang d'arac] [Sang d'avac] [sandarac] [sandaraque],no,
sang,2,,ambiguous,[Sang],[Sang],no,
sang ; de dragon,2,,existing,,,yes,
sang de bouquetin,2,,new,,,no,
sang de dragon,2,,ambiguous,,[Sang ; de dragon] [Sang de Dragon] [Sang de dragon] [sang de dragon],no,
sang de dragon commun,2,,new,,,no,
sang dragon,2,,ambiguous,,[Drogues ; Composées pour ma médecine ; Sang dragon] [Drogues ; composées Pour medecine ; Sang dragon] [Sang-dragon],no,
sang dragon fin,2,,new,,,no,
sangle,8,,ambiguous,[Sangles] [sangles],[Sangles] [sangles],no,
sangles de chanvre,,,new,,,no,
sangles pour malets,,,new,,,no,
sanglier,,,existing,,,yes,
sangsues,0a,,new,,,no,
sanguine,5,,ambiguous,[Sanguine] [Sangunie] [sanguine] [sauguine],[Sanguine] [Sangunie] [sanguine] [sauguine] [Drogues ; Pour la peinture ; Sanguine] [Drogue ; pour la peinture et la teinture ; sanguine] [Drogues ; pour la peinture et la teinture ; sanguine],no,
sanitaire,8,,ambiguous,[Santnaires],[Santnaires],no,
santal,2,,ambiguous,[Santal] [sandal],[Santal] [sandal] [Sandal],no,
santal ; blanc,2,,existing,,,yes,
santal ; citrin,2,,existing,,,yes,
santal ; moulu,2,,existing,,,yes,
santal blanc,2,,ambiguous,,[Santal ; blanc] [Sandal ; blanc],no,
santal Blanc,2,,ambiguous,,[Santal Blanc],no,
santal citrin,2,,ambiguous,,[Santal ; citrin] [sandal sitrin] [Santal citrin],no,
santal moulu,2,,ambiguous,,[sandal moulu] [Sandal moulu],no,
santal rouge,,,new,,,no,
sapan,2,,ambiguous,,[Drogues ; médicinales ; sapan],no,
sapeline,???,,ambiguous,[Sapeline],[Sapeline],no,
sapien violet,???,,ambiguous,,[sapien Violet],no,
sapin,2,,ambiguous,[Sapin] [Sapins],[Sapin] [Sapins],no,
sapin ; à bâtir,2,,existing,,,yes,
sapin ; à faire belle,2,,existing,,,yes,
sapin ; à faire comble,2,,existing,,,yes,
sapin ; à faire échelle,2,,existing,,,yes,
sapin ; à faire gaffe,2,,existing,,,yes,
sapin ; anspects,2,,existing,,,yes,
sapin à bâtir,2,,ambiguous,,[sapins ; a batir],no,
sapin à faire aviron,2,,new,,,no,
sapin à faire chevrons,2,,new,,,no,
sapin à faire comble,2,,ambiguous,,[Sapins ; a fre combles] [Sapins ; à f. comble] [Sapins ; à faire comble] [Sapins ; à fre comble] [Sapins ; à fre.couble] [Sapins; à faire comble] [Sapins ; à faire ; combles] [Sapin ; a faire combles] [Sapin ; à faire ; comble] [Sapin ; à faire ; combles] [Sapins ; à faire ; comble] [Sapins ; a faire comble],no,
sapin à faire échelle,2,,ambiguous,,[Sapins ; a fre echelle] [Sapins ; à f. échelle] [Sapins ; à faire ; Echelle] [Sapins ; à faire ; echelle] [Sapins ; à faire échelle] [Sapins ; à fre echelle] [Sapins ; à fre. ...chelle] [Sapins; à faire échelle] [Sapins ; à fre.belle] [Sapins ; a faire echelle] [Sapin ; a faire echelle] [Sapin ; à faire ; echelle] [Sapin ; à faire échelle] [Sapin ; à faire ; échelle],no,
sapin à faire gaffe,2,,ambiguous,,[Sapin a faire gaffe] [Sapin a faire gaffes] [Sapins ; à f.goffe] [Sapins ; à faire gaffe] [Sapins ; à faire gasfe] [Sapins a faire gaffe] [Sapins ; a faire gaffes],no,
sapin à faire manches de pioches,2,,new,,,no,
sapin à pioches,2,,new,,,no,
sapin anspects,2,,,,,no,
sapin comble,2,,new,,,no,
sapin en bloc,2,,new,,,yes,
sapin petit,2,,,,,no,
saquins,,,new,,,no,
sardinals,,,new,,,no,
sardine,0a,,ambiguous,[Sardine] [Sardines] [Sardinne] [sardines],[Sardine] [Sardines] [Sardinne] [sardines] [Sardinnes],no,
sardines,0a,,new,,,no,
sardines à l'huile,0a,,new,,,no,
sardines apprêtées,0a,,new,,,no,
sardines confites,0a,,new,,,no,
sardines confites au vinaigre,0a,,new,,,no,
sardines confites dans l'huile,0a,,new,,,no,
sardines fraîches,0a,,new,,,no,
sardines marinées et salées,0a,,new,,,no,
sardines pressées,0a,,new,,,no,
sardines pressées et salé,0a,,new,,,no,
sardines salées,0a,,new,,,no,
sareaux de toile,,,new,,,yes,
sarge,6e,,ambiguous,[Sarge],[Sarge],no,
sarge ; de poitou,6e,,existing,,,yes,
sarge ; de Saint-Mexant,6e,,existing,,,yes,
sarge ; de soie,6f,,existing,,,yes,
sarge ; fil et laine,6i,,existing,,,yes,
sarge de poitou,6e,,ambiguous,,[Sarge de poitou],no,
sarge de Saint-Mexant,6e,,ambiguous,,[Sarge de Saint-Mexant] [Sarge de Saint-maixan],no,
sarge de soie,6f,,ambiguous,,[Sarge de soye],no,
sarge du Languedoc,,,new,,,no,
sargette fine,,,new,,,no,
sargue,,,new,,,no,
sargue de fil et de laine,6i,,new,,,no,
sarions d'Eparts,0a,,ambiguous,,[Sarions d'Eparts],no,
sassafras,2,,new,,,no,
sasses,???,,ambiguous,,[sas] [sasses] [Sasses],no,
satin,6f,,ambiguous,[Satin] [satin] [Sorte de satin],[Satin] [satin] [Sorte de satin],no,
satin ; brodé ; en or,6f,,existing,,,yes,
satin ; de Chine,6f,,existing,,,yes,
satin ; de Florence et Gênes,6f,,existing,,,yes,
satin ; gris,6f,,existing,,,yes,
satin brodé en or,6f,,ambiguous,,[Satin ; brodé ; en or],no,
satin de Chine,6f,,ambiguous,,[Satin ; de la Chine],no,
satin de Florence et de Gênes,6f,,new,,,no,
satin de laine,6e,,,,,,
satin de laine de Roubaix,6e,,,,,,
satin de laine turc,6e,,,,,,
satin de laine turc et serge,6e,,,,,,
satin de retour,6f,,,,,,
satin de soie,6f,,,,,,
satin et serge,6i,,,,,,
satin gris,6f,,ambiguous,,[Satin gris],no,
satin uni et rayé,6f,,new,,,no,
satinade,6f,,new,,,no,
satinette,6i,,,,,,
satinette de coton,6g,,,,,,
satinette de laine,6e,,,,,,
satissoie,,,new,,,no,
saturne,???,,ambiguous,[Saturne],[Saturne],no,
saucisse,0a,,ambiguous,[Saucisses] [Saussisses],[Saucisses] [Saussisses],no,
saucisse de Boulogne,0a,,new,,,yes,
saucisses,,,,,,no,
saucisses de Boulogne,,,,,,no,
saucisson,0a,,ambiguous,[Saucisson] [Saucissons] [saucisson] [saucissons],[Saucisson] [Saucissons] [saucisson] [saucissons],no,
saucissons,0a,,new,,,no,
saucissons salées,0a,,ambiguous,,[Chairs salées ; chair de porc ; saucisson] [Chair salée ; Saucisson] [Chair salée ; Saucissons] [Chairs ; salées ; saucissons] [Chair ; salée ; saucissons] [Chairs salées saucissons],no,
sauge,2,,ambiguous,[Sauge] [saude],[Sauge] [saude],no,
saule de fer,6j,,ambiguous,,[Fer ; en saule],no,
saulx,6,,ambiguous,,[Saulx],no,
saumon,0a,,ambiguous,[Saumon] [Saumons] [saumon],[Saumon] [Saumons] [saumon] [Poissons ; saumon] [Poisson ; saumon] [Poissons; Saumon],no,
saumon ; frais,0a,,existing,,,yes,
saumon ; fumé,0a,,existing,,,yes,
saumon ; mariné,0a,,existing,,,yes,
saumon d'Ecosse,0a,,new,,,no,
saumon en daube,0a,,new,,,yes,
saumon frais,0a,,ambiguous,,[Saumon ; frais] [Saumons ; frais] [Saumons; frais] [saumons frais] [Saumon frais] [Saumons frais] [Saumon fraix],no,
saumon fumé,0a,,ambiguous,,[Saumon ; fumé] [Saumon ; fumée] [Saumon ; fumés] [Saumon fumé] [Saumons ; fumés] [Saumons fumés] [Saumons; fumés] [saumon fumé] [saumons fumés] [Saumon fumés],no,
saumon madré,0a,,new,,,no,
saumon mariné,0a,,ambiguous,,[Saumons ; mariné] [Saumons ; marinés],no,
saumon marinées et salées,0a,,new,,,no,
saumon salé,0a,,ambiguous,,[Poisson ; saumon ; salé] [Saumon ; salé] [Saumon salez] [Saumon ; salés] [Poisson salé saumon] [Poisson saumon salé] [Poissons de mer; Saumon salé] [Saumon Salé] [Saumon Sallé] [Saumons salé] [Saumons ; Salés] [Saumon salés] [Saumons ; salé] [Saumon SAL...] [Saumon sallé] [Saumons ; salez] [saumon salé] [Saumons ; salés] [Saumon salé] [Saumons; salés] [Saumon ; sallé] [Poissons salé ; saumon salé] [Saumons ; salée] [Poissons; Saumon salé],no,
saumon séché,0a,,new,,,no,
saumonée,,,new,,,no,
saumoule,,,new,,,no,
saumure,5,,ambiguous,[Saumare] [Saumure] [saumure] [saumures],[Saumare] [Saumure] [saumure] [saumures] [Saumurre],no,
saumure salée,0a,,ambiguous,,[Chairs ; salées ; saumure],no,
sauphas,,,new,,,no,
sauvagines,,,new,,,no,
savine,,,new,,,no,
savon,5,,ambiguous,[Sauvon] [Savon] [Savons] [savon],[Sauvon] [Savon] [Savons] [savon] [///Industrie étrangère///Savons] [///Industrie Etrangère///Savons] [///Industrie générale///Savons] [///Industrie Générale///Savons],no,
savon ; blanc,5,,existing,,,yes,
savon ; d'Alicante,5,,existing,,,yes,
savon ; de Marseille,5,,existing,,,yes,
savon ; marbré,5,,existing,,,yes,
savon ; noir,5,,existing,,,yes,
savon ; vert,5,,existing,,,yes,
savon blanc,5,,ambiguous,,[Savon ; blanc] [Savon blanc] [Savon; blanc] [Savon blan],no,
savon blanc et marbré,5,,new,,,yes,
savon d'Alicante,5,,ambiguous,,[Savon ; d'Alican] [Savon ; d'Alicante] [Savon ; d'alicant] [Savon ; d'alicante] [Savon d'alican] [Savon; d'Alicante] [Savon d'alicante],no,
savon d'Espagne,5,,new,,,yes,
savon de Gênes,5,,new,,,no,
savon de Marseille,5,,ambiguous,,[Savon ; de Marseille],no,
savon de retour,5,,new,,,no,
savon et cuir,5,,existing,,,yes,
savon et pruneaux,5,,new,,,yes,
savon et sucre,5,,new,,,yes,
savon et vert-de-gris,5,,new,,,yes,
savon madré,5,,new,,,no,
savon marbré,5,,ambiguous,,[Savon ; marbré] [Savon; marbré] [Savon ; marbre],no,
savon mol,5,,new,,,no,
savon noir,5,,ambiguous,,[Savon ; noir] [Savon Noir] [Savon noir] [Savon; noir] [savon noir],no,
savon vert,5,,ambiguous,,"[Savon vert] [Savon, verd] [Savon. verd]",no,
savonnette,5,,ambiguous,[Savonette] [Savonettes] [Savonnette] [Savonnettes] [savonetes] [savonettes] [savonnette],[Savonette] [Savonettes] [Savonnette] [Savonnettes] [savonetes] [savonettes] [savonnette],no,
savonnette ; de senteur,5,,existing,,,yes,
savonnettes de senteur,5,,ambiguous,,[Savonettes d'odeur] [Savonettes de Senteur] [Savonettes de senteur] [Savonnetes de Senteur] [Savonnettes de Senteur] [Savonnettes de senteur] [Savonnettes d'odeur],no,
saxafras,0b,,existing,,,yes,
saye,,,new,,,yes,
saye blanche,,,new,,,yes,
saye blanche sans apprêt,,,new,,,yes,
saye de Bruges,,,new,,,yes,
saye de Liège,,,new,,,yes,
saye teinte,,,new,,,yes,
saye teinte aune,,,new,,,yes,
sayessa,???,,ambiguous,[Sayessa],[Sayessa],no,
sayette fin,,,new,,,yes,
