simplification_classification,nbr_occurences_simpl,coton_classification,obsolete,nbr_occurences_coton
sirop de raffinerie,3,not raw cotton,non,549530
sirop de sucre,256,not raw cotton,non,549530
sirop de sucre candi,1,not raw cotton,non,549530
sirop de vinaigre,9,not raw cotton,non,549530
sirop de violette,2,not raw cotton,non,549530
sirop des Indes,70,not raw cotton,non,549530
sirop et sucre,9,not raw cotton,non,549530
sirop fin,31,not raw cotton,non,549530
sirop fin et mélasse,3,not raw cotton,non,549530
sirop fins et sucre,9,not raw cotton,non,549530
sirop médicinal,1,not raw cotton,non,549530
sirop mélasse,23,not raw cotton,non,549530
sirop terré,1,not raw cotton,non,549530
sistes condales,1,not raw cotton,non,549530
sistresaye,15,not raw cotton,non,549530
sivadille,12,not raw cotton,non,549530
slatille des Indes,4,not raw cotton,non,549530
slin de laine,1,not raw cotton,non,549530
smalte,1,not raw cotton,non,549530
soberton,1,not raw cotton,non,549530
socle de fer,1,not raw cotton,non,549530
socreton,5,not raw cotton,non,549530
socrotour,1,not raw cotton,non,549530
socs,1,not raw cotton,non,549530
socs de charrues,6,not raw cotton,non,549530
socs de fer,3,not raw cotton,non,549530
soie,527,not raw cotton,non,549530
soie à broder,2,not raw cotton,non,549530
soie à coudre,305,not raw cotton,non,549530
soie à coudre teinte,1,not raw cotton,non,549530
soie à tricoter,1,not raw cotton,non,549530
soie apprêtée,391,not raw cotton,non,549530
soie ardasse,2,not raw cotton,non,549530
soie ardassine,1,not raw cotton,non,549530
soie blanche,3,not raw cotton,non,549530
soie blanche à l'aune,1,,non,4126
soie blanche sans apprêt,1,not raw cotton,non,549530
soie blanche sans apprêt à l'aune,1,,non,4126
soie bourre cardée en feuilles et ouates,1,not raw cotton,non,549530
soie bourre écrue,1,not raw cotton,non,549530
soie bourre écrue en masse,2,not raw cotton,non,549530
soie bourre écrue et teinte,1,not raw cotton,non,549530
soie bourre écrue filée moulinée,1,not raw cotton,non,549530
soie bourre écrue filée non moulinée,1,not raw cotton,non,549530
soie bourre en masse teinte,1,not raw cotton,non,549530
soie bourre filée fleuret écru,1,not raw cotton,non,549530
soie bourre filée fleuret teint,1,not raw cotton,non,549530
soie bourre filée-fleuret en masse,1,not raw cotton,non,549530
soie bourre fleuret écru et teint,1,not raw cotton,non,549530
soie brousse,1,not raw cotton,non,549530
soie Canton,1,not raw cotton,non,549530
soie cendre,1,,non,4126
soie cocon,1,not raw cotton,non,549530
soie cocons perus,1,not raw cotton,non,549530
soie commune,2,not raw cotton,non,549530
soie crue,451,not raw cotton,non,549530
soie crue organsine,1,not raw cotton,non,549530
soie de Bruges,1,not raw cotton,non,549530
soie de charrues,1,not raw cotton,non,549530
soie de Chypre,1,not raw cotton,non,549530
soie de fleuret,1,not raw cotton,non,549530
soie de la chaîne,1,not raw cotton,non,549530
soie de laine,1,not raw cotton,non,549530
soie de Liège,1,not raw cotton,non,549530
soie de Nankin,39,not raw cotton,non,549530
soie de porcs,174,not raw cotton,non,549530
soie de porcs ???,2,not raw cotton,non,549530
soie de porcs et soie de sanglier,91,not raw cotton,non,549530
soie de porcs étrangère,2,not raw cotton,non,549530
soie de porcs ouvré,2,not raw cotton,non,549530
soie de Provence,2,not raw cotton,non,549530
soie de sanglier,6,not raw cotton,non,549530
soie de toile,4,not raw cotton,non,549530
soie de toile vieille,2,not raw cotton,non,549530
soie de Zagora,1,,non,4126
soie des Indes,6,not raw cotton,non,549530
soie des pays étrangers,1,not raw cotton,non,549530
soie dite filoselle,1,not raw cotton,non,549530
soie dite fleuret,1,not raw cotton,non,549530
soie du Bengale,2,not raw cotton,non,549530
soie écrue,11,not raw cotton,non,549530
soie écrue moulinée,1,not raw cotton,non,549530
soie écrue moulinée doupion,1,not raw cotton,non,549530
soie en bourre,1,not raw cotton,non,549530
soie en cocon,6,not raw cotton,non,549530
soie en cocons et en estrasse,1,not raw cotton,non,549530
soie en estrasse,5,not raw cotton,non,549530
soie en étoupes,4,not raw cotton,non,549530
soie en fleuret,5,not raw cotton,non,549530
soie en masses,1,not raw cotton,non,549530
soie en peluches,6,not raw cotton,non,549530
soie en rames,15,not raw cotton,non,549530
soie en strasse,1,not raw cotton,non,549530
soie en suaze,1,not raw cotton,non,549530
soie étoupes,6,not raw cotton,non,549530
soie exportée de Marseille,1,not raw cotton,non,549530
soie fleuret ???,1,not raw cotton,non,549530
soie floche,1,not raw cotton,non,549530
soie galette,1,not raw cotton,non,549530
soie grège,32,not raw cotton,non,549530
soie grège ???,1,not raw cotton,non,549530
soie grège autre que doupion,1,not raw cotton,non,549530
soie grège de Provence,1,not raw cotton,non,549530
soie grège doupion,3,not raw cotton,non,549530
soie grège écrue,1,not raw cotton,non,549530
soie grège écrue doupion,1,not raw cotton,non,549530
soie grège par Marseille,1,not raw cotton,non,549530
soie limeneas,1,,non,4126
soie lorce,1,not raw cotton,non,549530
soie mauresque,8,not raw cotton,non,549530
soie mêlée,0,not raw cotton,oui,549530
soie mêlée à l'aune,1,,non,4126
soie moulinée,3,not raw cotton,non,549530
soie moulinée autre que doupion,1,not raw cotton,non,549530
soie moulinée doupion,3,not raw cotton,non,549530
soie ouvrée,41,not raw cotton,non,549530
soie par Collonges et Strasbourg,1,not raw cotton,non,549530
soie par Marseille,3,not raw cotton,non,549530
soie plate,4,not raw cotton,non,549530
soie siamoise,2,not raw cotton,non,549530
soie tamis,1,not raw cotton,non,549530
soie tanier,1,not raw cotton,non,549530
soie tapis,3,not raw cotton,non,549530
soie teinte,22,not raw cotton,non,549530
soie torse,1,,non,4126
soie trame ???,1,not raw cotton,non,549530
soie tricoter,1,not raw cotton,non,549530
soie tripoline,1,not raw cotton,non,549530
soierie,182,not raw cotton,non,549530
soierie brodée,1,not raw cotton,non,549530
soierie confinant,2,not raw cotton,non,549530
soierie de fil à fleurs,1,not raw cotton,non,549530
soierie de lin,1,not raw cotton,non,549530
soierie de Lyon,4,not raw cotton,non,549530
soierie de toile,1,not raw cotton,non,549530
soierie de Tours,1,not raw cotton,non,549530
soierie des Indes,1,not raw cotton,non,549530
soierie et coton des Indes,1,not raw cotton,non,549530
soierie et dorure,12,not raw cotton,non,549530
soierie et dorure fine,13,not raw cotton,non,549530
soierie fleuret,1,not raw cotton,non,549530
soins,1,not raw cotton,non,549530
solas,1,not raw cotton,non,549530
soles,1,not raw cotton,non,549530
soles marinées,1,,non,4126
soliveaux,110,not raw cotton,non,549530
soliveaux d'acajou,1,not raw cotton,non,549530
soliveaux de 10 à 12 pieds et de sapin,2,not raw cotton,non,549530
soliveaux de 10 pieds et de sapin,5,not raw cotton,non,549530
soliveaux de 12 pieds et de sapin,9,not raw cotton,non,549530
soliveaux de 14 à 16 pieds et de 4 pouces de carré,1,not raw cotton,non,549530
soliveaux de 14 pieds et de sapin,2,not raw cotton,non,549530
soliveaux de 15 à 20 pieds et de sapin,2,not raw cotton,non,549530
soliveaux de 15 pieds,1,not raw cotton,non,549530
soliveaux de 15 pieds et de sapin,3,not raw cotton,non,549530
soliveaux de 17 pieds et de sapin,2,not raw cotton,non,549530
soliveaux de 18 à 20 pieds,1,not raw cotton,non,549530
soliveaux de 18 à 20 pieds et de sapin,2,not raw cotton,non,549530
soliveaux de 18 pieds,1,not raw cotton,non,549530
soliveaux de 18 pieds et de sapin,5,not raw cotton,non,549530
soliveaux de 20 à 22 pieds,1,not raw cotton,non,549530
soliveaux de 20 à 25 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de 20 à 30 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de 20 pieds et de sapin,10,not raw cotton,non,549530
soliveaux de 21 à 22 pieds et dde sapin,1,not raw cotton,non,549530
soliveaux de 22 pieds et de sapin,5,not raw cotton,non,549530
soliveaux de 24 pieds,1,not raw cotton,non,549530
soliveaux de 24 pieds et de sapin,4,not raw cotton,non,549530
soliveaux de 25 pieds et de sapin,5,not raw cotton,non,549530
soliveaux de 26 pieds et de sapin,5,not raw cotton,non,549530
soliveaux de 29 à 30 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de 30 pieds et de sapin,3,not raw cotton,non,549530
soliveaux de 34 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de 36 pieds et de sapin,3,not raw cotton,non,549530
soliveaux de 50 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de 6 à 7 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de 9 à 18 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de 9 pieds et de sapin,1,not raw cotton,non,549530
soliveaux de bois,3,not raw cotton,non,549530
soliveaux de bois de nache,1,not raw cotton,non,549530
soliveaux de châtaigner,1,not raw cotton,non,549530
soliveaux de chêne,32,not raw cotton,non,549530
soliveaux de chêne de 10 pieds,2,not raw cotton,non,549530
soliveaux de chêne de 12 à 15 pieds,1,not raw cotton,non,549530
soliveaux de chêne de 13 pieds,1,not raw cotton,non,549530
soliveaux de chêne de 15 à 20 pieds,1,not raw cotton,non,549530
soliveaux de chêne de 16 pieds,1,not raw cotton,non,549530
soliveaux de chêne de 18 pieds,2,not raw cotton,non,549530
soliveaux de chêne de 24 pieds,1,not raw cotton,non,549530
soliveaux de cyprès,1,not raw cotton,non,549530
soliveaux de hêtre,4,not raw cotton,non,549530
soliveaux de sapin,109,not raw cotton,non,549530
soliveaux de sapin de 16 pieds,1,not raw cotton,non,549530
soliveaux de sapin de 28 pieds,2,not raw cotton,non,549530
soliveaux de sapin de 5 pieds,1,not raw cotton,non,549530
soliveaux de sapin de 6 pieds,1,not raw cotton,non,549530
soliveaux petits,2,not raw cotton,non,549530
soliveaux petits et de sapin,1,not raw cotton,non,549530
solives,3,not raw cotton,non,549530
solives de 16 à 20 pieds,1,not raw cotton,non,549530
solives de sapin,1,not raw cotton,non,549530
solles ou langues,1,not raw cotton,non,549530
sommiers bruts et pour Mannem,2,not raw cotton,non,549530
sommiers de bois,2,not raw cotton,non,549530
sommiers de chêne,1,not raw cotton,non,549530
sommiers façonnés et de chêne,1,not raw cotton,non,549530
sommiers ou corps d'arbre de sapin,1,not raw cotton,non,549530
son,142,not raw cotton,non,549530
son d'Espagne,1,not raw cotton,non,549530
son de farine,1,not raw cotton,non,549530
son et vesse de fer,1,not raw cotton,non,549530
sonde,6,not raw cotton,non,549530
sonde d'argent,1,not raw cotton,non,549530
sonde ou soude,1,not raw cotton,non,549530
sonnettes,27,not raw cotton,non,549530
sonnettes de bronze,1,not raw cotton,non,549530
sonnettes de fonte,1,not raw cotton,non,549530
soquet,1,not raw cotton,non,549530
sorbet,7,not raw cotton,non,549530
sortes,1,not raw cotton,non,549530
sotas,1,not raw cotton,non,549530
soucade,3,not raw cotton,non,549530
soucis,53,not raw cotton,non,549530
soucis de soie,1,not raw cotton,non,549530
soucis pour mouchoirs,1,not raw cotton,non,549530
soucoupes de faïence,1,not raw cotton,non,549530
soucoupes et tasses de faïence,2,not raw cotton,non,549530
soucoupes vernies,1,not raw cotton,non,549530
soucrillon,2,not raw cotton,non,549530
soucrillon en gerbes,1,not raw cotton,non,549530
soude de toute sorte,6,not raw cotton,non,549530
soude soufre,1,not raw cotton,non,549530
soudes,859,not raw cotton,non,549530
soudes et natron et salin,40,not raw cotton,non,549530
soudes et potasse,23,not raw cotton,non,549530
soudes et tartre,1,not raw cotton,non,549530
soudure,10,not raw cotton,non,549530
soudure de cuivre,1,not raw cotton,non,549530
soufflets,45,not raw cotton,non,549530
soufflets à bouche,2,not raw cotton,non,549530
soufflets à feu,11,not raw cotton,non,549530
soufflets à forge,10,not raw cotton,non,549530
soufflets à poudre,3,not raw cotton,non,549530
soufflets à tirer,1,not raw cotton,non,549530
soufflets à tirer le vin,7,not raw cotton,non,549530
soufflets à tirer le vin au clair,1,not raw cotton,non,549530
soufflets à tirer le vin au clair et sa garniture,1,not raw cotton,non,549530
soufflets à tirer vin au clair,1,,non,4126
soufflets d'hermine,1,not raw cotton,non,549530
soufflets de bois,1,not raw cotton,non,549530
soufflets de cheminée,7,not raw cotton,non,549530
soufflets de fer,1,,non,4126
soufflets de forge,20,not raw cotton,non,549530
soufflets de maréchal,2,not raw cotton,non,549530
soufflets petits,5,not raw cotton,non,549530
soufflets pour orgues,2,not raw cotton,non,549530
soufre,1237,not raw cotton,non,549530
soufre ???,1,not raw cotton,non,549530
soufre à canons,1,not raw cotton,non,549530
soufre brut,7,not raw cotton,non,549530
soufre en canons,57,not raw cotton,non,549530
soufre en canons épuré,1,not raw cotton,non,549530
soufre en fanon,12,not raw cotton,non,549530
soufre en fleurs,17,not raw cotton,non,549530
soufre en mèche,1,not raw cotton,non,549530
soufre épuré,7,not raw cotton,non,549530
soufre raffiné,3,not raw cotton,non,549530
soufre sublimé en poudre,8,not raw cotton,non,549530
soufre vif,1,not raw cotton,non,549530
souliers,835,not raw cotton,non,549530
souliers à dessus de soie pour femme,5,not raw cotton,non,549530
souliers anglais,1,not raw cotton,non,549530
souliers blancs,3,not raw cotton,non,549530
souliers brodés,22,not raw cotton,non,549530
souliers brodés d'argent,4,not raw cotton,non,549530
souliers brodés d'argent et d'or,8,not raw cotton,non,549530
souliers brodés d'argent et de soie,1,not raw cotton,non,549530
souliers brodés d'or,1,,non,4126
souliers brodés et pour femme,11,not raw cotton,non,549530
souliers communs,23,not raw cotton,non,549530
souliers couverts en callemande et pour femme,1,not raw cotton,non,549530
souliers couverts en étoffe,3,not raw cotton,non,549530
souliers couverts en étoffes et pour femme,5,not raw cotton,non,549530
souliers couverts en soie et pour femme,8,not raw cotton,non,549530
souliers d'enfant,6,not raw cotton,non,549530
souliers d'étoffe de soie,7,not raw cotton,non,549530
souliers d'homme,20,not raw cotton,non,549530
souliers de chanvre,1,not raw cotton,non,549530
souliers de corde,2,not raw cotton,non,549530
souliers de cordonnier,12,not raw cotton,non,549530
souliers de cordonnier pour femme,6,not raw cotton,non,549530
souliers de cordonnier pour homme,12,not raw cotton,non,549530
souliers de cordonnier vieux,1,not raw cotton,non,549530
souliers de cuir,49,not raw cotton,non,549530
souliers de cuir couverts en soie pour femme,5,not raw cotton,non,549530
souliers de cuir et pour femme,3,not raw cotton,non,549530
souliers de cuir et pour homme,5,not raw cotton,non,549530
souliers de cuir et pour homme et femme,1,not raw cotton,non,549530
souliers de cuir pour homme,6,not raw cotton,non,549530
souliers de cuir pour homme et femme,5,not raw cotton,non,549530
souliers de dame,1,not raw cotton,non,549530
souliers de maroquin,3,not raw cotton,non,549530
souliers de soie,13,not raw cotton,non,549530
souliers enfant,1,not raw cotton,non,549530
souliers neufs,12,not raw cotton,non,549530
souliers pantoufles et galoches,2,not raw cotton,non,549530
souliers par paires,2,not raw cotton,non,549530
souliers petits,2,not raw cotton,non,549530
souliers pour enfant,12,not raw cotton,non,549530
souliers pour femme,40,not raw cotton,non,549530
souliers pour homme,77,not raw cotton,non,549530
souliers pour homme et femme,2,not raw cotton,non,549530
souliers vieux,4,not raw cotton,non,549530
souline étoffe des Indes,1,not raw cotton,non,549530
soupières de faïence,1,not raw cotton,non,549530
souquets de mâts,1,not raw cotton,non,549530
southoy,1,not raw cotton,non,549530
soutien,1,not raw cotton,non,549530
soux de grabanite,1,not raw cotton,non,549530
soux en feuilles,1,not raw cotton,non,549530
soyette de fil,1,not raw cotton,non,549530
spalme,3,not raw cotton,non,549530
spalte,1,not raw cotton,non,549530
spardilles,7,not raw cotton,non,549530
spart brut,3,not raw cotton,non,549530
spart brut et presle,2,not raw cotton,non,549530
sparterie,9,not raw cotton,non,549530
sparterie brute en auf jonc et roseau,26,not raw cotton,non,549530
spath,1,not raw cotton,non,549530
spéculation,1,not raw cotton,non,549530
spermaceti,59,not raw cotton,non,549530
sperme,1,not raw cotton,non,549530
sperme de baleine,14,not raw cotton,non,549530
spermecely,1,not raw cotton,non,549530
sphères,1,,non,4126
spiante,1,not raw cotton,non,549530
