goods_simpl_classification,nbr_occurences_simpl,sitc_classification,imprimatur,obsolete,nbr_occurences_sitc
tabatières d'écaille,53,8,x,non,59809
tabatières d'écaille à charnière d'or,1,8,,non,59809
tabatières d'écaille à pitons d'argent,1,8,,non,59809
tabatières d'écaille garnies d'argent,1,8,,non,59809
tabatières d'écaille incrustées d'argent,1,8,,non,59809
tabatières d'écaille incrustées d'argent et d'or,2,8,,non,59809
tabatières d'écaille incrustées d'or,1,8,,non,59809
tabatières d'écaille unie,3,8,x,non,59809
tabatières d'émail,1,8,,non,59809
tabatières d'olivier,52,8,,non,59809
tabatières d'or,11,8,,non,59809
tabatières d'os,1,8,x,non,59809
tabatières de bergamote,12,8,,non,59809
tabatières de bois,49,8,x,non,59809
tabatières de bois blanc,1,8,,non,59809
tabatières de bois d'olivier,7,8,,non,59809
tabatières de bois verni,1,8,x,non,59809
tabatières de buis,3,8,,non,59809
tabatières de carton,77,8,,non,59809
tabatières de coco,1,8,,non,59809
tabatières de composition,2,8,x,non,59809
tabatières de corne,82,8,x,non,59809
tabatières de cuir,1,8,,non,59809
tabatières de cuivre,1,8,,non,59809
tabatières de cuivre jaune,1,8,,non,59809
tabatières de fer-blanc,7,8,x,non,59809
tabatières de forme,1,8,x,non,59809
tabatières de nacre,1,8,,non,59809
tabatières de paille,9,8,,non,59809
tabatières de pinsbeck,3,8,x,non,59809
tabatières de vermeil,1,8,,non,59809
tabatières émaillées,1,8,,non,59809
tabatières enrichies,5,8,,non,59809
tabatières garnies d'or,1,8,x,non,59809
tabatières unies,1,8,x,non,59809
tabatières vernies,3,8,x,non,59809
tabernacle,3,8,x,non,59809
tabernacle de marbre,1,8,x,non,59809
tabernacle doré,1,8,x,non,59809
table en plomb,62,6j,,non,39131
tableaux,540,8,x,non,59809
tableaux à bordures dorées,3,8,x,non,59809
tableaux à cadres dorés,3,8,x,non,59809
tableaux à l'huile,1,8,x,non,59809
tableaux anciens,1,8,x,non,59809
tableaux avec leurs cadres,2,8,,non,59809
tableaux communs,21,8,x,non,59809
tableaux communs et sur toile,7,8,x,non,59809
tableaux communs et vieux,1,8,x,non,59809
tableaux d'optique,2,8,x,non,59809
tableaux de famille,4,8,,non,59809
tableaux de papier peint,1,8,,non,59809
tableaux et thèses,1,???,,non,4790
tableaux fins et sur toile,1,8,x,non,59809
tableaux grossiers,3,8,,non,59809
tableaux portraits,1,8,,non,59809
tableaux sans bordures,2,8,x,non,59809
tableaux sans bordures et sur toile,2,8,x,non,59809
tableaux sur bois,1,8,,non,59809
tableaux sur toile,17,8,,non,59809
tableaux vieux,4,8,x,non,59809
tables,4,8,x,non,59809
tables à café,1,8,,non,59809
tables à cannelle,1,8,,non,59809
tables à écrire,1,8,x,non,59809
tables à jouer,6,8,x,non,59809
tables à thé,6,8,x,non,59809
tables d'acajou,1,8,x,non,59809
tables d'ardoises,13,8,x,non,59809
tables de bois,24,8,x,non,59809
tables de bois peintes,2,8,,non,59809
tables de bois petites,1,8,x,non,59809
tables de chêne,2,8,,non,59809
tables de marbre,142,8,x,non,59809
tables de marbre avec leurs pieds,1,8,x,non,59809
tables de marbre et à pieds dorés,2,8,x,non,59809
tables de marbre ouvré,1,8,,non,59809
tables de marbre petites,2,8,x,non,59809
tables de noyer,1,8,,non,59809
tables de nuit,2,8,,non,59809
tables de quadrilles,3,8,x,non,59809
tables de sapin,17,8,x,non,59809
tables de sapin en forme de commonde,1,8,,non,59809
tables de sapin peinte,2,8,,non,59809
tables de sapin peintes,11,8,,non,59809
tables de sapin vernies,2,8,,non,59809
tables de toilette,1,8,,non,59809
tables de verre,47,8,x,non,59809
tables en feuilles,1,???,,non,4790
tables en marbre,24,8,,non,59809
tables fermées,1,8,,non,59809
tables jacinthes,1,9b,,non,6225
tables peintes,8,8,x,non,59809
tables vernies,13,8,x,non,59809
tabletterie,7,8,,non,59809
tabletterie et porcelaine,1,8,,non,59809
tablettes anisées,1,5,x,non,49562
tablettes d'ardoise,3,6k,x,non,17039
tablier,4,8,,non,59809
tablier brodé,4,8,x,non,59809
tablier brodé et de taffetas,1,8,x,non,59809
tablier de peau de chamois,1,8,x,non,59809
tablier de quadrilles,1,8,x,non,59809
tablier de taffetas,4,8,x,non,59809
tablier de toile peinte,3,8,,non,59809
tablier peint,2,8,x,non,59809
tabourets,1,8,x,non,59809
tabourets d'enfant,1,8,x,non,59809
tacelle de fer,1,???,,non,4790
taffetas,216,6f,x,non,12147
taffetas à la bonne femme,1,6f,,non,12147
taffetas blanc,2,6f,x,non,12147
taffetas bleu,3,6f,x,non,12147
taffetas broché,1,6f,,non,12147
taffetas chiné,1,6f,x,non,12147
taffetas cirés de soie,1,6f,,non,12147
taffetas crin,1,6f,,non,12147
taffetas d'Angleterre,4,6f,x,non,12147
taffetas d'Avignon,2,6f,x,non,12147
taffetas de Florence,2,6f,x,non,12147
taffetas de Léon,1,6f,,non,12147
taffetas de Lyon,1,6f,x,non,12147
taffetas de Pékin,2,6f,,non,12147
taffetas de soie,34,6f,x,non,12147
taffetas foulard,1,6f,,non,12147
taffetas foulas,7,6g,x,non,11410
taffetas lustré,1,6f,,non,12147
taffetas noir,3,6f,x,non,12147
taffetas petit,3,6f,,non,12147
taffetas rayé,3,6f,,non,12147
tafia,333,1,x,non,29116
tafia par Dunkerque et étranger,1,1,x,non,29116
taillanderie,5,6j,x,non,39131
taille de bois à couvrir,1,6b,x,non,17579
taillole de coton,2,6h,,non,16365
taillole de laine,4,6e,,non,11419
talaris,5,9a,,non,1068
talc,5,2,x,non,73883
talc de Venise,2,2,,non,73883
talons de bois,34,8,,non,59809
talons de bois et forme de bois,1,8,,non,59809
talons de cuir,1,8,,non,59809
tamarin,300,0a,x,non,80056
tamarin confit dans le sucre,4,0a,,non,80056
tamarin en gousse,38,0a,,non,80056
tamarin gousse entière,5,0a,,non,80056
tamarin gras,1,0a,x,non,80056
tamarindy,2,???,,non,4790
tambours,11,7,x,non,8907
tambours à sucre,5,7,,non,8907
tambours d'acier,1,7,,non,8907
tambours d'enfant,1,8,,non,59809
tambours de fer,35,7,x,non,8907
tambours de fer pour moulins à sucre,1,7,,non,8907
tambours de forme,1,7,,non,8907
tambours de moulins à sucre,0,7,,oui,8907
tambours pour moulins à sucre,1,7,,non,8907
tamis,58,8,x,non,59809
tamis à faire et faits,1,8,,non,59809
tamis à sucre,2,8,,non,59809
tamis à tabac,1,8,x,non,59809
tamis de crin,4,8,x,non,59809
tamis de fil de laiton,3,8,,non,59809
tamis de soie,1,8,,non,59809
tamis de toile de crin,1,8,,non,59809
tan,3,???,,non,4790
tanabare ???,1,???,,non,4790
tanches,1,0a,,non,80056
tanelles,1,6j,,non,39131
tanier de laine,1,6e,x,non,11419
tanis de soie,43,???,x,non,4790
tanjebs,5,6g,x,non,11410
tanquets de terre,1,???,,non,4790
tapetal,1,???,,non,4790
tapette,1,6j,,non,39131
tapette à mouches,1,6j,,non,39131
tapis,115,6i,x,non,21622
tapis à côtes et à nœuds de laine,2,6e,,non,11419
tapis à petit point,1,6i,,non,21622
tapis autres qu'à côtes et à nœuds de laine,1,6i,,non,21622
tapis brodés,1,6i,,non,21622
tapis brodés en soie,1,6f,,non,12147
tapis brodés en surface et de drap,1,6i,,non,21622
tapis courtepointe,1,6i,,non,21622
tapis courtepointe de toile peinte,1,6h,,non,16365
tapis d'Angleterre,1,6i,,non,21622
tapis d'Aubusson,10,6i,x,non,21622
tapis d'Auvergne,12,6i,x,non,21622
tapis d'indienne,17,6i,x,non,21622
tapis de billard,1,8,x,non,59809
tapis de chitte,1,???,,non,4790
tapis de coton,1,6g,x,non,11410
tapis de coton et de fil,2,6i,x,non,21622
tapis de fil et de laine,2,6i,x,non,21622
tapis de Guinée,2,6i,,non,21622
tapis de laine,109,6e,x,non,11419
tapis de laine à côtes et à nœuds,1,6e,,non,11419
tapis de laine d'Aubusson,3,6e,,non,11419
tapis de laine d'Auvergne,1,6e,,non,11419
tapis de laine simples,4,6e,,non,11419
tapis de moquette,9,6e,x,non,11419
tapis de palampoux,1,???,,non,4790
tapis de Perse,1,6e,,non,11419
tapis de pieds,4,6i,,non,21622
tapis de pure laine,3,6e,,non,11419
tapis de Rouen,1,6e,,non,11419
tapis de satin,1,6i,,non,21622
tapis de satin blanc brodé,1,6i,,non,21622
tapis de satin brodé,4,6i,,non,21622
tapis de soie,1,6f,,non,12147
tapis de table,2,6i,x,non,21622
tapis de table pièces,1,6i,,non,21622
tapis de toile cirée,1,6h,x,non,16365
tapis de toile peinte,10,6h,x,non,16365
tapis de toile rayée,1,6h,,non,16365
tapis de Turquie,9,6i,x,non,21622
tapis de velours,7,6f,x,non,12147
tapis des Indes,7,6i,x,non,21622
tapis divers,18,6i,x,non,21622
tapis du Caire,3,6e,,non,11419
tapis du Levant,2,6e,,non,11419
tapis et courtepointe,1,6i,,non,21622
tapis et tapisserie,1,6i,,non,21622
tapis fabrique de Tournai,1,6i,,non,21622
tapis fil teint,1,6i,x,non,21622
tapis gros point,1,6i,,non,21622
tapis indienne,1,6i,,non,21622
tapis peints,7,6i,,non,21622
tapis peints brodés,1,6e,,non,11419
tapis vieux de renvoi,1,6i,,non,21622
tapisserie,112,6i,,non,21622
tapisserie à l'Aubusson,4,6i,x,non,21622
tapisserie aux aiguilles,3,6i,x,non,21622
tapisserie commune,21,6i,x,non,21622
tapisserie d'Amiens,2,6i,x,non,21622
tapisserie d'Anvers,1,6i,x,non,21622
tapisserie d'Aubusson,112,6i,x,non,21622
tapisserie d'Aubusson tenture,2,6i,x,non,21622
tapisserie d'Audenarde,12,6i,x,non,21622
tapisserie d'Auvergne,104,6i,x,non,21622
tapisserie d'Auvergne tentures,1,6i,,non,21622
tapisserie d'Elbeuf,13,6i,x,non,21622
tapisserie d'oudenarde,1,6i,,non,21622
tapisserie d'ouvrage,1,6i,,non,21622
tapisserie de Bayonne,1,6i,,non,21622
tapisserie de Beauvais,1,6i,x,non,21622
tapisserie de Bergame,12,6i,x,non,21622
tapisserie de Bruxelles,1,6i,x,non,21622
tapisserie de Bruxelles et autres,5,6i,,non,21622
tapisserie de coton,1,6g,,non,11410
tapisserie de coton imprimé,1,6g,,non,11410
tapisserie de coutil,1,6i,,non,21622
tapisserie de coutil peinte,1,6i,,non,21622
tapisserie de cuir doré,12,6a,x,non,20783
tapisserie de fil et de laine,3,6i,x,non,21622
tapisserie de fil peint,1,6i,x,non,21622
tapisserie de fil teint,2,6i,,non,21622
tapisserie de filoselle,1,6f,x,non,12147
tapisserie de Flandre avec argent et or,1,6i,x,non,21622
tapisserie de haut lieu vieille,1,6i,,non,21622
tapisserie de haute lice,13,6i,x,non,21622
tapisserie de haute lice en tenture,2,6i,,non,21622
tapisserie de Hongrie,3,6i,x,non,21622
tapisserie de la Marche,1,6i,x,non,21622
tapisserie de laine,7,6e,x,non,11419
tapisserie de laine d'Aubusson,1,6e,,non,11419
tapisserie de moquette,33,6e,x,non,11419
tapisserie de papier peau,1,9c,x,non,11345
tapisserie de papier peint,1,6c,x,non,4970
tapisserie de point de Hongrie,3,6i,x,non,21622
tapisserie de Rouen,104,6i,x,non,21622
tapisserie de toile cirée,1,6h,x,non,16365
tapisserie de toile peinte,4,6i,,non,21622
tapisserie de verdure,4,6i,x,non,21622
tapisserie de verdure tentures,1,6i,,non,21622
tapisserie des Gobelins,21,6i,x,non,21622
tapisserie du Dauphiné,1,6i,,non,21622
tapisserie fausse et de toile,1,6i,x,non,21622
tapisserie filoselle et laine,1,6i,x,non,21622
tapisserie fine coutil,1,6i,x,non,21622
tapisserie hachée et de laine,2,6e,x,non,11419
tapisserie peinte,15,6i,x,non,21622
tapisserie peinte ??? toile,1,6i,x,non,21622
tapisserie peinte de Hongrie,4,6i,x,non,21622
tapisserie peinte sur coutil,2,6i,,non,21622
tapisserie peinte sur toile,1,6h,,non,16365
tapisserie peinte tentures,1,6i,,non,21622
tapisserie pièce,1,6i,,non,21622
tapisserie point de Hongrie,3,6i,x,non,21622
tapisserie pour chaises,1,6i,x,non,21622
tapisserie pur ??? coutil,1,6i,x,non,21622
tapisserie simple,1,6i,,non,21622
tapisserie sur toile,2,6h,x,non,16365
tapisserie tontisse,3,6i,,non,21622
tapisserie verdure,2,6i,x,non,21622
tapisserie vieille,8,6i,x,non,21622
tapsel,173,6g,x,non,11410
tapsel des Indes,3,6g,,non,11410
tapsel étoffe,1,6g,,non,11410
tapsel étroite,1,6g,,non,11410
tapsel grand,4,6g,,non,11410
tapsel large,1,6g,x,non,11410
tapsel longue et large,1,6g,,non,11410
taques de cheminée,1,6j,,non,39131
tarnatanes,3,6g,,non,11410
tars,1,???,,non,4790
tartagogne,1,???,,non,4790
tartre,821,2,x,non,73883
tartre blanc,7,2,,non,73883
tartre brut,3,2,,non,73883
tartre de lie de vin désséchée,2,2,,non,73883
tartre de lie de vin liquide,1,2,,non,73883
tartre de potasse de soude et de potasse,2,2,,non,73883
tartre de soude et de potasse,1,5,,non,49562
tartre émétique,3,2,,non,73883
tartre en pierre,1,2,,non,73883
tartre en poussière,1,2,,non,73883
tartre et lie de vin,22,2,,non,73883
tartre et térébenthine,2,2,,non,73883
tartre glan,1,2,x,non,73883
tartre rouge,7,2,,non,73883
tartre térébenthine,4,2,,non,73883
tartre vitriolé,1,2,,non,73883
tase rouge,1,???,,non,4790
tasseaux,1,6b,,non,17579
tasses,3,6k,,non,17039
tasses de coco,1,9c,,non,11345
tasses de coraux garnies d'argent,1,8,,non,59809
tasses de faïence,2,6k,,non,17039
tasses de terre blanche,1,6k,,non,17039
tasses de vermillon,4,6k,,non,17039
tatie,1,???,,non,4790
taulier pour canon,1,8,,non,59809
taupine,3,6i,,non,21622
taupine de coton et de soie,2,6f,x,non,12147
taureaux,56,0a,x,non,80056
taureaux et vaches,2,0a,x,non,80056
tavelle,32,6i,x,non,21622
tavelle de fil et de laine,1,6i,x,non,21622
tavelle de laine,1,9c,x,non,11345
tavelle passement,1,9c,,non,11345
tayolles,70,8,x,non,59809
tayolles de coton,8,8,x,non,59809
tayolles de coton et de fil,1,6h,,non,16365
tayolles de coton et de soie,1,6f,,non,12147
tayolles de fil,1,6d,,non,8013
tayolles de laine,10,6e,x,non,11419
tayolles de soie,5,6f,x,non,12147
tegers de cuivre,1,???,,non,4790
teinture,44,5,x,non,49562
teinture cerise,2,5,x,non,49562
teinture commune,1,5,,non,49562
teinture d'herbes,1,5,,non,49562
teinture jaune,1,5,,non,49562
teinture pour les filets,1,5,,non,49562
teinture préparée,1,5,,non,49562
tejenes de cuivre,1,???,,non,4790
télescope,9,8,x,non,59809
télescope de bois uni,1,8,,non,59809
télescope de cuivre poli,1,8,,non,59809
temparille,1,???,,non,4790
tenaille,3,6j,x,non,39131
tenaille de fer,2,6j,x,non,39131
tenaille grossière,2,6j,x,non,39131
tendeurs pour voile,3,6j,,non,39131
tenelle d'espars,1,???,,non,4790
tenevie,1,???,,non,4790
tentes,2,8,x,non,59809
tentes canonnières,1,8,x,non,59809
tentes et voile,1,9b,x,non,6225
tentes et voile en rolles ou pièces,2,9b,x,non,6225
tepaye des Indes,1,6f,,non,12147
tepays,10,6f,,non,12147
tepis,0,???,,oui,4790
terc,4,???,,non,4790
térébenthine,561,5,x,non,49562
térébenthine commune,2,5,x,non,49562
térébenthine compacte,45,5,x,non,49562
térébenthine d' ???,1,5,x,non,49562
térébenthine de bergamote,1,5,,non,49562
térébenthine de Venise,6,5,x,non,49562
térébenthine en essence et en huile et en pâte,19,5,,non,49562
térébenthine en pâte,19,5,x,non,49562
térébenthine essence,50,5,x,non,49562
térébenthine grosse,1,5,,non,49562
térébenthine liquide,44,5,x,non,49562
terendine,5,???,,non,4790
terixe,1,???,,non,4790
ternilles,1,???,,non,4790
terraille,258,6k,,non,17039
terraille blanche,18,6k,,non,17039
terraille commune,47,6k,,non,17039
terraille de brin ???,1,6k,,non,17039
terraille de Gênes,4,6k,,non,17039
terraille de Gênes noire,2,6k,,non,17039
terraille de grès,18,6k,,non,17039
terraille de terre,4,6k,,non,17039
terraille grise,1,6k,,non,17039
terraille grosse,2,6k,,non,17039
terraille grossière,1,6k,,non,17039
terraille minime,1,6k,,non,17039
terraille noire,14,6k,,non,17039
terraillon de grès,1,6k,,non,17039
terraque,1,???,,non,4790
terrasse,1,9c,x,non,11345
terre,63,2,x,non,73883
terre ?,1,2,x,non,73883
terre à baril,0,2,x,oui,73883
terre à bâtir,9,2,x,non,73883
terre à brûler,1,2,,non,73883
terre à ciment,20,2,x,non,73883
terre à cimenter,2,2,,non,73883
terre à faïence,24,2,x,non,73883
terre à faïence commune,1,2,,non,73883
terre à fouler,1,2,x,non,73883
terre à fouler et à potier,1,2,x,non,73883
terre à foulon,45,2,x,non,73883
terre à nettoyer,1,2,,non,73883
terre à piment,1,2,,non,73883
terre à pipes,23,2,x,non,73883
terre à porcelaine,5,2,,non,73883
terre à poterie,1,2,x,non,73883
terre à potier,133,2,x,non,73883
terre à pots à sucre,1,2,,non,73883
terre à raffiner le sucre,1,2,x,non,73883
terre à sucre,69,2,,non,73883
terre à teindre,1,2,x,non,73883
terre blanche,11,2,x,non,73883
terre ciselée,1,???,,non,4790
terre commune,1,2,x,non,73883
terre d'émeri,3,2,x,non,73883
terre d'ombre,167,2,x,non,73883
terre d'ombre de Cologne et de rocou,1,2,x,non,73883
terre d'ombre et terre pour la peinture,4,2,x,non,73883
terre d'orfèvre,4,2,x,non,73883
terre de Bologne,1,2,x,non,73883
terre de Boulogne,1,2,x,non,73883
terre de ciment,8,2,x,non,73883
terre de Cologne,6,2,x,non,73883
terre de corail,2,2,,non,73883
terre de creusets,2,2,x,non,73883
terre de cristal,1,2,,non,73883
terre de foulon,4,2,x,non,73883
terre de graide,1,2,x,non,73883
terre de grès,10,2,x,non,73883
terre de Hongrie,1,2,x,non,73883
terre de marne,6,2,x,non,73883
terre de marne et argile,7,2,,non,73883
terre de marne et engrais,17,2,x,non,73883
terre de mine,3,2,x,non,73883
terre de monnaie,1,2,x,non,73883
terre de mulardeau,1,2,x,non,73883
terre de myrthe,1,2,x,non,73883
terre de pipes,27,2,x,non,73883
terre de plomb,30,2,x,non,73883
terre de poil,1,2,,non,73883
terre de porcelaine,182,2,x,non,73883
terre de pouzzolane,1,2,x,non,73883
terre de rocou,5,2,x,non,73883
terre de Rome,1,2,x,non,73883
terre de Rouen,1,2,x,non,73883
terre de satine,2,2,,non,73883
terre de Vérone,7,2,x,non,73883
terre de Vérone verte,1,2,,non,73883
terre de verrerie,3,2,x,non,73883
terre dite souda,1,2,x,non,73883
terre du Faubourg Saint-Antoine,1,2,x,non,73883
terre du Limousin,2,2,x,non,73883
terre glaise,7,2,x,non,73883
terre grasse,37,2,x,non,73883
terre houille,1,2,x,non,73883
terre jaune,19,2,x,non,73883
terre maganaise,3,2,x,non,73883
terre maganaize,1,2,x,non,73883
terre manganèse,12,2,x,non,73883
terre noire,1,2,x,non,73883
terre pour le goudron,1,2,x,non,73883
terre pour pipes et à potier,1,2,,non,73883
terre pour teinture,1,2,,non,73883
terre pour verrerie,2,2,x,non,73883
terre pourrie,3,2,x,non,73883
terre pouzolanne,8,2,x,non,73883
terre pouzzolane,3,2,x,non,73883
terre rouge,33,2,x,non,73883
terre sigillée,21,2,x,non,73883
terre vernie,1,2,,non,73883
terre verte,16,2,x,non,73883
terrementil,1,???,,non,4790
terrerie,18,6k,x,non,17039
terrerie blanche,1,6k,,non,17039
terrerie de grès,2,6k,,non,17039
terrier de fer,2,6j,,non,39131
terrine,1,6k,,non,17039
terrine de grès,1,6k,,non,17039
têtes à perruques,4,8,,non,59809
têtes brodées et de basin,1,8,,non,59809
têtes de cabillaud,1,0a,,non,80056
têtes de carabé,1,2,,non,73883
têtes de choux,3,0a,x,non,80056
têtes de clou de girofle,1,0b,,non,24735
têtes de clous,1,6j,x,non,39131
têtes de cuir et en poil,18,6a,,non,20783
têtes de cuivre en poêle,1,6j,,non,39131
têtes de girofle,8,0b,,non,24735
têtes de morue,4,0a,x,non,80056
têtes de morue des Indes,1,0a,x,non,80056
têtes de pavot,1,0b,,non,24735
thé,1772,0b,x,non,24735
thé ???,2,0b,x,non,24735
the bou,1,0b,x,non,24735
thé bou,44,0b,x,non,24735
thé cambou,12,0b,,non,24735
thé des entrepôts,1,0b,,non,24735
thé des Indes,14,0b,x,non,24735
thé en fleurs blanc,1,0b,,non,24735
thé et porcelaine,1,9b,x,non,6225
thé étranger,1,0b,x,non,24735
thé étranger par Strasbourg,1,0b,x,non,24735
thé filé,1,0b,x,non,24735
thé haysswen,3,0b,,non,24735
thé impérial,11,0b,,non,24735
thé ordinaire,1,0b,,non,24735
thé par Dunkerque,1,0b,x,non,24735
thé par Pontarlier et Saint-Louis,1,0b,x,non,24735
thé pékan,5,0b,,non,24735
thé roux,6,0b,,non,24735
thé saotchaon,1,0b,x,non,24735
thé saoul,3,0b,,non,24735
thé souchon,6,0b,,non,24735
thé tonkay,1,0b,x,non,24735
thé vert,38,0b,x,non,24735
thé vert commun,2,0b,x,non,24735
thé vert saoul,6,0b,,non,24735
théières,3,6k,x,non,17039
théières d'étain,11,6j,x,non,39131
théières de cuivre,5,6j,x,non,39131
théières de fer-blanc,1,6j,x,non,39131
théières de métal,2,6j,x,non,39131
théières de terre noire,1,6k,x,non,17039
theloc,1,???,,non,4790
thepays,6,6f,,non,12147
thériaque,150,5,x,non,49562
thériaque de Venise,1,5,x,non,49562
thermomètre,2,8,x,non,59809
thon,7,0a,x,non,80056
thon à l'huile,3,0a,x,non,80056
thon frais,29,0a,x,non,80056
thon mariné,440,0a,x,non,80056
thon mariné au vinaigre,2,0a,,non,80056
thon mariné et salé,9,0a,x,non,80056
thon salé,113,0a,x,non,80056
thon sec,1,0a,,non,80056
thon thonine,24,0a,,non,80056
thonine,69,0a,x,non,80056
thonine salée,1,0a,x,non,80056
tierçon en jarre,1,???,,non,4790
tierçons de bois,1,6b,,non,17579
tierçons en bottes,1,6b,,non,17579
tiers à tonneau,1,???,x,non,4790
tiges de bottes,1,9c,,non,11345
tigois,1,???,,non,4790
tilles à tonnelier,1,6b,,non,17579
tilleul,3,2,,non,73883
timbres,1,8,x,non,59809
timon,1,7,,non,8907
