marchandises_norm_ortho,marchandises_simplification
roues ferrées,roues ferrée
roues neuves,roues neuve
roues non ferrées,roues non ferrées
rouets,rouets
rouets à filer,rouets à filer
rouets de moulins,rouets de moulins
rouets petits,rouets petits
rouge,rouge
rouge à peindre,rouge à peindre
rouge annatto colorant,rouge Annatto colorant
rouge brun,rouge brun
rouge clair,rouge clair
rouge commun,rouge commun
rouge commun en poudre,rouge commun en poudre
rouge d'Angleterre,rouge d'Angleterre
rouge d'Espagne,rouge d'Espagne
rouge de Perse,rouge de Perse
rouge de Perse et de rosse,rouge de Perse et de rosse
rouge de poudre,rouge en poudre
rouge de rosse,rouge de rosse
rouge des Indes,rouge d'Inde
rouge en pierres,rouge en pierre
rouge en poudre,rouge en poudre
rouge fin,rouge fin
rouge gras,rouge gras
rouge grode,rouge grode
rouge gros,rouge gros
rouge perse et de rosse,rouge perse et de rosse
rouleau rôles,rouleau rôles
roulette de bois commun à trois rouets,roulette de bois commun à trois rouets
rousols,rousols
roussettes,roussettes
ruban,ruban
ruban à fil,ruban de fil
ruban à perruques,ruban à perruques
ruban argent et soie,ruban d'argent et de soie
ruban au quart,ruban au quart
ruban au quart de soie,ruban au quart de soie
ruban d'argent,ruban d'argent
ruban d'étoupes de chanvre,ruban d'étoupes de chanvre
ruban d'étoupes de lin,ruban d'étoupes de lin
ruban d'or,ruban d'or
ruban d'or et d'argent,ruban d'argent et d'or
ruban de coutil,ruban de coutil
ruban de crin,ruban de crin
ruban de diverses matières,ruban
ruban de fil,ruban de fil
ruban de fil blanc,ruban de fil blanc
ruban de fil blanc mêlé d'argent faux,ruban d'argent faux et de fil blanc
ruban de fil en laine,ruban de fil en laine
ruban de fil et fleuret,ruban de fil et fleuret
ruban de fil et laine,ruban de fil et de laine
ruban de fil fleuret et laine de soie,ruban de fil fleuret et laine de soie
ruban de fil or et argent,ruban de fil d'argent et d'or
ruban de fil teint,ruban de fil teint
ruban de filoselle,ruban de filoselle
ruban de fleuret,ruban de fleuret
ruban de fleuret de soie,ruban de fleuret de soie
ruban de fleurs,ruban de fleurs
ruban de laine,ruban de laine
ruban de lin,ruban de lin
ruban de Padoue,ruban de Padoue
ruban de soie,ruban de soie
ruban de soie et argent,ruban d'argent et de soie
ruban de soie et de laine,ruban de laine et de soie
ruban de soie et fleuret,ruban fleuret et de soie
ruban de soie or et argent,ruban d'argent et d'or et de soie
ruban de soie or et argent faux,ruban d'argent faux et d'or faux et de soie
ruban de velours,ruban de velours
ruban divers,ruban
ruban dorure d'argent,ruban dorure d'argent
ruban dorure d'or,ruban dorure d'or
ruban dorure or et argent,ruban dorure d'argent et d'or
ruban dorure or et argent faux,ruban dorure d'argent faux et d'or faux
ruban dorure or et argent fin,ruban dorure d'argent fin et d'or fin
ruban en argent,ruban d'argent
ruban en dorure,ruban en dorure
ruban en dorure d'argent,ruban dorure d'argent
ruban en dorure d'or,ruban dorure d'or
ruban en dorure or et argent,ruban dorure d'argent et d'or
ruban en or,ruban d'or
ruban et passementerie de diverses matières,ruban et passementerie divers
ruban et passementerie de soie,ruban et passementerie de soie
ruban fil de laine,ruban de fil de laine
ruban fil en laine,ruban de fil de laine
ruban fil et laine,ruban de fil et de laine
ruban filoselle,ruban de filoselle
ruban laine et fil,ruban de fil et de laine
ruban mi soie,ruban mi soie
ruban or argent et soie,ruban d'argent et d'or et de soie
ruban or charger,ruban or charger
ruban or et argent,ruban d'argent et d'or
ruban soie,ruban de soie
ruban soie et fil,ruban de fil et de soie
ruban soie et flearn,ruban de flearn et de soie
ruban soie et or,ruban d'or et de soie
ruban soie or et argent,ruban d'argent et d'or et de soie
ruban tresse et agrément or et argent,ruban et tresses et agrément d'or et d'argent
ruban velouté,ruban velouté
rubanerie de soie,rubanerie de soie
rubanerie diverse,ruban
rubanerie diverse ordinaire,rubanerie ordinaire
rubanerie et passementerie de diverses matières celles de soie et dorures exceptées,rubanerie et passementerie diverses celles de soie et dorure exceptées
rubanerie et passementerie diverses celles de soie et dorure exceptées,rubanerie et passementerie diverses celles de soie et dorure exceptées
rubanerie ordinaire,rubanerie ordinaire
rubanerie ordinaire celle en dorure fine et de soie exceptée,rubanerie et passementerie diverses celles de soie et dorure exceptées
rubanerie passementerie diverse celle de soie exceptée,rubanerie et passementerie diverses celles de soie et dorure exceptées
rubea major,rubea major
rubia tinctorum,rubia tinctorum
ruches,ruches
ruches à miel,ruches
ruches à mouches,ruches
ruches de pin,ruches de pin
rudon,rudon
rusque,rusque
rusque de chêne,rusque de chêne
rusque de pin,rusque de pin
sabatines,sabatines
sable,sable
sable à fondeur,sable à fondeur
sable à mouler,sable à mouler
sable blanc,sable blanc
sable de mer,sable de mer
sable de verre,sable de verre
sablerie,sablerie
sabliers en compas,sabliers en compas
sabots,sabots
sabres,sabres
sabres de traite,sabres de traite
sabres de traite et autres,sabres de traite et sabres
sabres divers,sabres
sabres et poignards de traite,poignards de traite et sabre
sabres garnis en argent,sabres garnis d'argent
sabres montés en cuivre doré,sabres montés en cuivre doré
sachets,sachets
sachets d'odeur,sachets d'odeur
sacquin,sacquin
sacs,sacs
sacs à café,sacs à café
sacs à café vieux,sacs à café vieux
sacs à poudre,sacs à café neufs
sacs à vide,sacs vides
sacs de cuir à tabac,sacs à café vides
sacs de peau d'ours,sacs à café vieux
sacs de poluard,sacs de poluard
sacs de toile,sacs de toile
sacs de toile ayant servi,sacs ayant servi et de toile
sacs de toile vides,sacs de toile et vides
sacs de toille,sacs de toile
sacs divers,sacs
sacs neufs à café,sacs à café neufs
sacs vides,sacs
sacs vides à café,sacs à café vides
sacs vides de toile,sacs de toile et vides
sacs vieux,sacs vieux
sacs vieux à café,sacs à café vieux
sacs vieux de toile,sacs de toile vieux
saffle,saffle
saffranum,saffranum
saffreau,saffreau
safisaigne,safisaigne
safran,safran
safran d'Espgne,safran d'Espgne
safran de Gâtinais,safran de Gâtinais
safran du Gâtinais,safran du Gâtinais
safran orange,safran orange
safran valeur,safran
safranum,safranum
safranum et tournesol,safranum et tournesol
sagapemun,sagapemun
sagapenum,sagapenum
sagne,sagne
sagou,sagou
sailphre,sailphre
sain,sain
saindoux,saindoux
salage,salage
salaisons,salaisons
salamporis,salamporis
salé et mariné anchois,anchois salé et mariné
salemporis,salemporis
salemporis blanc,salemporis blanc
salemporis bleu,salemporis bleu
salemporis bleu et blanc,salemporis blanc et bleu
salemporis bleu et rouge,salemporis bleu et rouge
salemporis ordinaire,salemporis commun
salicore,salicore
salière de cristal,salière de cristal
salins,salin
saloir,saloir
saloirs de bois,saloirs de bois
salpêtre,salpêtre
salpêtre cru,salpêtre crû
salpêtre raffiné,salpêtre raffiné
salsafras,salsafras
salsepareille,salsepareille
sanas,sanas
sanctuaire,sanctuaire
sandale,sandale
sandance,sandance
sandarac,sandarac
sang,sang
sang bouquetin,sang de bouquetin
sang de bouquetin,sang de bouquetin
sang de dragon,sang de dragon
sang de dragon commun,sang de dragon commun
sang dragon,sang dragon
sang dragon fin,sang dragon fin
sangles,sangle
sangles de chanvre,sangles de chanvre
sangles et licols,licols et sangles
sangles pour malets,sangles pour malets
sangliers,sanglier
sangsues,sangsues
sanguine,sanguine
sangunie,sanguine
santal,santal
santal blanc,santal blanc
santal Blanc,santal Blanc
santal citrin,santal citrin
santal moulu,santal moulu
santal rouge,santal rouge
santal sitrin,santal citrin
santnaires,sanitaire
sapeline,sapeline
sapien violet,sapien violet
sapin,sapin
sapin à bâtir,sapin à bâtir
sapin à faire aviron,sapin à faire aviron
sapin à faire chevrons,sapin à faire chevrons
sapin à faire comble,sapin à faire comble
sapin à faire échelle,sapin à faire échelle
sapin à faire gaffes,sapin à faire gaffe
sapin à faire manches de pioches,sapin à faire manches de pioches
sapin à faire pioches,sapin à pioches
sapin à pioches,sapin à pioches
sapin anspects,sapin anspects
sapin comble,sapin comble
sapin en blocs,sapin en bloc
sapin petit,sapin petit
sapin pioche,sapin à pioches
sapin planches,planches de sapin
saquins,saquins
sardes et anchois,anchois et sardes
sardinals,sardinals
sardines,sardines
sardines à l'huile,sardines à l'huile
sardines apprêtées,sardines apprêtées
sardines confites,sardines confites
sardines confites au vinaigre,sardines confites au vinaigre
sardines confites dans l'huile,sardines confites dans l'huile
sardines fraîches,sardines fraîches
sardines pressées,sardines pressées
sardines salées,poisson de mersalé sardine
sareaux de toile,sareaux de toile
sarge,sarge
sarge de Poitou,sarge de poitou
sarge de Saint-Maixant,sarge de Saint-Mexant
sarge de soie,sarge de soie
sarge du Languedoc,sarge du Languedoc
sargette fine,sargette fine
sargue,sargue
sargue fil et laine,sargue de fil et de laine
sarions d'Eparts,sarions d'Eparts
sarrasin,grain sarrasin
sassafras,sassafras
sasses,sasses
satin,satin
satin brodé en or,satin brodé en or
satin de Florence et Gênes,satin de Florence et de Gênes
satin de la Chine,satin de Chine
satin gris,satin gris
satin rayé et uni,satin uni et rayé
satinade,satinade
satissoie,satissoie
Saturne,Saturne
saucisses,saucisses
saucisses de Boulogne,saucisses de Boulogne
saucissons,saucissons
saude,saude
sauge,sauge
sauguine,sanguine
saulx,saulx
saumon,saumon
saumon en daube,saumon en daube
saumon frais,saumon frais
saumon fumé,saumon fumé
saumon madré,saumon madré
saumon mariné,saumon mariné
saumon salé,saumon salé
saumonée,saumonée
saumoule,saumoule
saumure,saumure
sauphas,sauphas
saur,saur
sauvagines,sauvagines
savine,savine
savon,savon
savon blanc,savon blanc
savon blanc et marbré,savon blanc et marbré
savon d'Alicante,savon d'Alicante
savon de Gênes,savon de Gênes
savon de Marseille,savon de Marseille
savon de retour,savon de retour
savon et pruneaux,savon et pruneaux
savon madré,savon madré
savon marbré,savon marbré
savon mol,savon mol
savon noir,savon noir
savon vert,savon vert
savonnettes,savonnette
savonnettes d'odeur,savonnettes de senteur
savonnettes de senteur,savonnettes de senteur
saye blanche,saye blanche
saye blanche sans apprêt,saye blanche sans apprêt
saye de Bruges,saye de Bruges
saye de Liège,saye de Liège
saye mêlée,saye
saye teinte,saye teinte
saye teinte aune,saye teinte aune
sayessa,sayessa
scammonée,scammonée
scammonnée,scammonnée
scaps,scaps
schine,chine
scielle,scielle
scies,scies
scies à moulu,scies à moulu
scies de fer,scies de fer
scille maritime,scille maritime
seamonnée,seamonnée
seau à l'eau de sapin,seau à l'eau de sapin
seau cerclé de fer,seaux cerclés de fer
seau de Martre,seau de Martre
seaux,seaux
seaux à l'eau,seaux à l'eau
seaux cerclés de fer,seaux cerclés de fer
seaux de bois,seaux de bois
seaux de cuir,seaux de cuir
seaux de faïence,seaux de faïence
seaux de fer-blanc,seaux de fer-blanc
seaux de sapin,seaux de sapin
seaux de veau,seaux de veau
seaux de verre,seaux de verre
seaux de vin,seaux de vin
seaux ferrés,seaux ferrés
sebeste,sebeste
secrétaire,secrétaire
secrétaire d'acajou,secrétaire d'acajou
secrétaire de noyer,secrétaire de noyer
sege de Saint-Louis,sege de Saint-Louis
segrin,segrin
seigle,grain seigle
seigle en gerbes,grain seigle en gerbe
seigle et bâtons,marchandises
seigle et blé,grain seigle et blé
seil de grains,seigle de grain
sel,sel
sel ammoniac,sel d'ammoniac
sel ammoniacal,sel d'ammoniac
sel ammoniacal brut ou en poudre,sel d'ammoniac et brut ou en poudre
sel ammoniacal raffiné,sel d'ammoniac raffiné
sel ammonisé,sel ammonisé
sel antartique,sel antarctique
sel artique,sel artique
sel blanc,sel blanc
sel blanc pour la pêche,sel blanc et à pêche
sel chimique,sel chimique
sel chimique de Glauber,sel chimique de Glauber
sel chimique de lait,sel chimique de lait
sel chimique de nitre,sel chimique de nitre
sel chimique de toute sorte,sel chimique
sel chimique divers,sel chimique
sel chimique gemme,sel chimique en gemme
sel chimique réuni,sel chimique
sel d'absinthe,sel d'absinthe (alsem)
sel d'absinthe alsem,sel d'absinthe alsem
sel d'alsem,sel d'alsem
sel d'ammoniac,sel d'ammoniac
sel d'Angleterre,sel d'Angleterre
sel d'Epsom,sel d'Epsom
sel d'Epsom et Glauber,sel d'Epsom et Glauber
sel d'Espagne,sel d'Espagne
sel d'Oléron,sel d'Oléron
sel d'Oléron de Ré,sel d'Oléron de Ré
sel d'Olonne,sel d'Olonne
sel d'opium,sel d'opium
sel d'orseille,sel d'orseille
sel d'oseille,sel d'oseille
sel de,sel de
sel de boue,sel de boue
sel de Bourgneuf,sel de Bourgneuf
sel de Bretagne,sel de Bretagne
sel de carabé,sel de carabé
sel de chimie,sel de chimie
sel de corne de cerf,sel de corne de cerf
sel de Franche-Comté,sel de Franche-Comté
sel de gemme,sel de gemme
sel de Glauber,sel de Glauber
sel de grum,sel de grum
sel de lait,sel de lait
sel de Lorraine,sel de Lorraine
sel de Marennes,sel de Marennes
sel de mer,sel de mer
sel de mer et de salins,sel de mer et de salins
sel de nitre,sel de nitre
sel de Ré,sel de Ré
sel de roche,sel de roche
sel de Rocq,sel de Rocq
sel de Saint-Gilles,sel de Saint-Gilles
sel de Saint-Hubert ou du Portugal,sel de Saint-Hubert ou du Portugal
sel de samoine,sel de samoine
sel de Saturne,sel de Saturne
sel de Saturne et autres,sel de Saturne et sel
sel de sauvene,sel de sauvene
sel de seignette,sel de seignette
sel de seignette policreste et Glauber,sel de seignette policreste et Glauber
