source,nb_occurence_BdCFR,nbr_occurences_source,orthographic,note,obsolete,nbr_occurences_ortho
Citron confits,1,1,citrons confits,,non,117
Citron et oranges,2,2,citrons et orange,,non,3
Citron vert,1,1,citrons verts,,non,18
Citronniers,1,1,citronniers,,non,1
Citrons,636,902,citrons,,non,937
Citrons ; aigres,3,3,citrons aigres,,non,14
Citrons ; confits,10,10,citrons confits,,non,117
Citrons ; frais,1,1,citrons frais,,non,1
Citrons ; verds,1,1,citrons verts,,non,18
Citrons Aigre,1,1,citrons aigres,,non,14
Citrons aigres,10,10,citrons aigres,,non,14
Citrons avarié,0,0,citrons avariés,,oui,0
Citrons Confies,1,1,citrons confits,,non,117
Citrons confis,1,1,citrons confits,,non,117
Citrons confit,2,2,citrons confits,,non,117
Citrons confits,72,87,citrons confits,,non,117
Citrons Confits,13,13,citrons confits,,non,117
Citrons confLit,1,1,citrons confits,,non,117
Citrons conflits,1,1,citrons confits,,non,117
Citrons en saumure,1,1,citrons en saumure,,non,1
Citrons et limons,2,2,citrons et limons,,non,3
Citrons et Limons,1,1,citrons et limons,,non,3
Citrons et orange,6,6,citrons et oranges,,non,323
Citrons et oranges,301,303,citrons et oranges,,non,323
Citrons et Oranges,14,14,citrons et oranges,,non,323
Citrons etranges,2,2,citrons étrangers,,non,2
Citrons limon,1,1,citrons limons,,non,1
Citrons oranges,1,1,citrons oranges,,non,1
Citrons verds,5,5,citrons verts,,non,18
Citrons vert,2,2,citrons verts,,non,18
Citrons verts,9,9,citrons verts,,non,18
"Citrons, oranges et leurs variétés",2,2,citrons oranges et leurs variétés,,non,2
Citroüilles,1,1,citrouilles,,non,1
Ciuirs de chevals tannés,1,1,cuirs de cheval tanné,,non,1
Ciurcuma,1,1,curcuma,,non,119
Civadelle,1,1,civadille,,non,97
Civadille,74,74,civadille,,non,97
Civadilles,20,20,civadille,,non,97
Civaditte,2,2,civadille,,non,97
Civette,5,5,civette,,non,6
Civettes,1,1,civette,,non,6
Cizeaux,17,17,ciseaux,,non,19
Clairons,0,0,clairons,,oui,0
Clairons etc,0,0,clairons etc.,,oui,0
Claphout,0,0,clafou,x,oui,0
Claphout (small oak boards),0,71,,,non,94525
Claphout (small oak boards) in blocks,0,6,,,non,94525
Claphout en blocq,0,0,clafou en blocs,x,oui,0
Clappes ou douves à barils,0,0,clappes ou douves à barils,,oui,0
Clappes ou douves à barils de sapin,0,0,clappes ou douves à barils de sapin,,oui,0
Clarges des prises,0,0,clarges des prises,x,oui,0
Clarifiant,1,1,clarifiant,,non,1
Clarions etc,0,4,,,non,94525
Clavecin,4,4,clavecin,,non,9
"Clavescins, psalterions, epinettes",0,0,clavecin psalterion épinettes,,oui,0
Clavescins. psalterions. epinettes,0,0,clavecin psalterion épinettes,,oui,0
Clavesin,1,1,clavecin,,non,9
Clavesins,1,1,clavecin,,non,9
Clavessin,2,2,clavecin,,non,9
Clavessin vieux,1,1,clavecin vieux,,non,1
Clavessins,1,1,clavecin,,non,9
Clay tiles to pave,0,130,,,non,94525
Clayes à parquer,1,1,clayes à parquer,,non,1
Clefs a uin,1,1,clefs à vin,,non,1
Clefs de fer,1,1,clefs de fer,,non,1
Clinker,0,2,,,non,94525
Clinquant ; d'or faux,1,1,clinquant d'or faux,,non,1
Clinquant en papier,1,1,clinquant en papier,,non,1
Cloche,3,3,cloches,,non,16
Cloche ; de fonte,3,3,cloches de fonte,,non,59
Cloche ; de Fonte,1,1,cloches de fonte,,non,59
Cloche de bronze,1,1,cloches de bronze,,non,1
Cloche de fonte,9,9,cloches de fonte,,non,59
Cloche vieille,1,1,cloches vieilles,,non,1
Cloches,13,13,cloches,,non,16
Cloches ; de fonte,6,6,cloches de fonte,,non,59
Cloches ; de métal,3,3,cloches de métal,,non,3
Cloches ; de verre,1,1,cloches de verre,,non,1
Cloches ; en fonte,1,1,cloches en fonte,,non,2
Cloches de fonte,40,40,cloches de fonte,,non,59
Cloches de fonte vieille,1,1,cloches de fonte vieilles,,non,1
Cloches de verre,0,0,cloches de verre,,oui,1
Cloches en fonte,1,1,cloches en fonte,,non,2
Clochette,2,2,clochettes,,non,12
Clochette de fonte,1,1,clochettes de fonte,,non,4
Clochettes,10,10,clochettes,,non,12
Clochettes de cuivre,2,2,clochettes de cuivre,,non,2
Clochettes de fonte,3,3,clochettes de fonte,,non,4
Clockfaces,0,3,,,non,94525
Clocks and tools for clockwork,0,67,,,non,94525
Clocks. mantle clocks and alarm clocks,0,193,,,non,94525
Cloportes,2,2,cloportes,,non,2
Cloth (devil strong),0,20,,,non,94525
Cloth (drache),0,9,,,non,94525
Cloth (ligatures. crude cloth for packaging.) / el,0,16,,,non,94525
Cloth called poor women,0,18,,,non,94525
Cloth for mittens,0,2,,,non,94525
Cloth for mittens and socks,0,7,,,non,94525
Cloth goods,0,3,,,non,94525
Cloth named 'plawens & coddens',0,11,,,non,94525
Cloth named 'plawens',0,4,,,non,94525
Cloth of yarn and cotton for handkerchiefs,0,11,,,non,94525
Cloth of yarn and cotton for handkerchiefs (per ell),0,6,,,non,94525
Cloth presses,0,5,,,non,94525
Clothing,0,97,,,non,94525
Clothing and small household linen,0,49,,,non,94525
Clothing for women,0,3,,,non,94525
Clou de fer,3,3,clous de fer,,non,1477
Clou de Fer,1,1,clous de fer,,non,1477
Clou doré,1,1,clous dorés,,non,46
Cloud de fer,14,14,clous de fer,,non,1477
Cloud de Fer,6,6,clous de fer,,non,1477
Clouds,6,6,clous,,non,212
Clouds ; de fer,9,9,clous de fer,,non,1477
Clouds ; de leton,1,1,clous de laiton,,non,10
Clouds ; vieux,1,1,clous vieux,,non,2
Clouds de cuivre,1,1,clous de cuivre,,non,8
Clouds de fer,221,221,clous de fer,,non,1477
Clouds de Fer,11,11,clous de fer,,non,1477
Clouds de fer a charrette,1,1,clous de fer à charrettes,,non,1
Clouds de fers,1,1,clous de fer,,non,1477
Clouds de fert,1,1,clous de fer,,non,1477
Clouds de Geroffle,1,1,clous de girofle,,non,10
Clouds de gerofflé,1,1,clous de girofle,,non,10
Clouds dores,1,1,clous dorés,,non,46
Clouds dorés,2,2,clous dorés,,non,46
Clouds en fer,1,1,clous en fer,,non,2
Clouds et caboches de fer,0,0,clous et caboches de fer,,oui,0
Clouds petits à teste de cuivre doré,0,0,clous petits à têtes de cuivre doré,,oui,0
Cloues ; de fer,1,1,clous de fer,,non,1477
Cloues ; de leton,1,1,clous de laiton,,non,10
Clous,2,192,clous,,non,212
Clous ; de cuivre,1,1,clous de cuivre,,non,8
Clous ; de cuivre ; doré,1,1,clous de cuivre doré,,non,4
Clous ; de cuivre doré,1,1,clous de cuivre doré,,non,4
Clous ; de fer,453,453,clous de fer,,non,1477
Clous ; de Fer,13,13,clous de fer,,non,1477
Clous ; de geroffle,1,1,clous de girofle,,non,10
Clous ; de leton,5,5,clous de laiton,,non,10
Clous ; dorés,25,25,clous dorés,,non,46
Clous ; Dorés,1,1,clous dorés,,non,46
Clous ; dorez,3,3,clous dorés,,non,46
Clous ; dotés,2,2,clous dorés,,non,46
Clous d'orés,1,1,clous dorés,,non,46
Clous de cuivre,6,6,clous de cuivre,,non,8
Clous de fer,456,456,clous de fer,,non,1477
Clous de Fer,8,8,clous de fer,,non,1477
Clous de fer ; neufs,1,1,clous de fer neufs,,non,1
Clous de fer ; vieux,2,2,clous de fer vieux,,non,2
Clous de Fer s,1,1,clous de fer,,non,1477
Clous doré,1,1,clous de fer,,non,1477
Clous dores,2,2,clous dorés,,non,46
Clous dorés,7,7,clous dorés,,non,46
Clous en Fer,1,1,clous en fer,,non,2
Clous et acier,0,9,clous et acier,,non,9
Clous;de fer,2,2,clous de fer,,non,1477
Clout,0,1,clous,,non,212
Cloutaille,1,1,cloutaille,,non,1
Cloutiers,0,0,cloutiers,,oui,0
Cloux,1,13,clous,,non,212
Cloux ; de caboche,2,2,clous de caboche,,non,4
Cloux ; de fer,34,34,clous de fer,,non,1477
Cloux ; de fer ; a bariques,1,1,clous de fer à barriques,,non,1
Cloux ; de leton,2,2,clous de laiton,,non,10
Cloux de caboche,2,2,clous de caboche,,non,4
Cloux de cuivre doré,2,2,clous de cuivre doré,,non,4
Cloux de fer,240,240,clous de fer,,non,1477
Cloux de Fer,1,1,clous de fer,,non,1477
Cloux de fer Gouds,1,1,clous de fer gonds,,non,1
Cloux de geroffle,2,2,clous de girofle,,non,10
Cloux de Geroffle,1,1,clous de girofle,,non,10
Cloux de gerofle,1,1,clous de girofle,,non,10
Cloux de giroffle,0,0,clous de girofle,,oui,10
Cloux de leton,1,1,clous de laiton,,non,10
Cloux dorés,1,1,clous dorés,,non,46
Cloux vieux,1,1,clous vieux,,non,2
Clover seeds,0,136,,,non,94525
Cloves,0,106,,,non,94525
Cmphre,2,2,camphre,,non,271
Coack (houille carbonisée),1,1,coak (houille carbonisée),,non,1
Coal,0,226,,,non,94525
Coal (à cuire chaux),0,14,,,non,94525
Coal (bresette),0,10,,,non,94525
Coal (escrabille),0,9,,,non,94525
Coal (terre houille),0,187,,,non,94525
Coal ash,0,97,,,non,94525
Coarse silk thread,0,7,,,non,94525
Coas de soye,1,1,coas de soie,,non,1
Cobalt ; grillé (safre),3,3,cobalt grillé (safre),,non,3
"Cobalt ; grillé, safre",0,0,cobalt grillé (safre),,oui,3
Cobalt ; métal,0,0,cobalt métal,,oui,2
Cobalt ; Métal,2,2,cobalt métal,,non,2
Cobalt ; minerai,0,0,cobalt minerai,,oui,0
Cobalt ; minerai et métal,2,2,cobalt minerai et métal,,non,2
Cobalt ; Minéral,1,1,cobalt minéral,,non,1
Cobalt ; vitrifié ; en poudre (azur),2,2,cobalt vitrifié en poudre (azur),,non,4
Cobalt ; vitrifié en poudre (azur),2,2,cobalt vitrifié en poudre (azur),,non,4
"Cobalt ; vitrifié, en poudre (azur)",0,0,cobalt vitrifié en poudre (azur),,oui,4
"Cobalt, vitrifié, en poudre ou azur",0,0,cobalt vitrifié en poudre (azur),,oui,4
Cocalum,1,1,cocalum,,non,1
Cocax,2,2,cocax,,non,2
Cochelis,18,18,cochelis,,non,19
Cochelline,1,1,cochenille,,non,970
Cochenia,1,1,cochenille,,non,970
Cochenile ; mesteque,1,1,cochenille mestèque,,non,72
Cochenille,953,953,cochenille,,non,970
Cochenille ; campechane,1,1,cochenille Campêchane,,non,1
Cochenille ; campeche,1,1,cochenille Campêche,,non,1
Cochenille ; en grabeau,2,2,cochenille en grabeau,,non,9
Cochenille ; fine,6,6,cochenille fine,,non,23
Cochenille ; mesteque,15,15,cochenille mestèque,,non,72
Cochenille ; silvestre,15,15,cochenille sylvestre,,non,51
Cochenille colorant,0,29,cochenille colorant,,non,29
Cochenille de retour,0,1,cochenille de retour,,non,1
Cochenille en grabeau,7,7,cochenille en grabeau,,non,9
Cochenille et indigo,0,1,cochenille et indigo,,non,1
Cochenille fil verte,1,1,cochenille fil verte,,non,1
Cochenille fine,16,16,cochenille fine,,non,23
Cochenille Mereque,1,1,cochenille mestèque,,non,72
Cochenille messegne,1,1,cochenille mestèque,,non,72
Cochenille mesteck,2,2,cochenille mestèque,,non,72
Cochenille mestek,1,1,cochenille mestèque,,non,72
Cochenille mesteque,43,43,cochenille mestèque,,non,72
Cochenille Mesteque,1,1,cochenille mestèque,,non,72
Cochenille mestoch,2,2,cochenille mestèque,,non,72
Cochenille meteque,1,1,cochenille mestèque,,non,72
Cochenille météque,4,4,cochenille mestèque,,non,72
Cochenille nylvenbre,1,1,cochenille sylvestre,,non,51
Cochenille silustre,1,1,cochenille sylvestre,,non,51
Cochenille silveste,1,1,cochenille sylvestre,,non,51
Cochenille silvestre,32,32,cochenille sylvestre,,non,51
Cochenille Silvestre,1,1,cochenille sylvestre,,non,51
Cochenilles,13,13,cochenille,,non,970
Cochenis,1,1,cochelis,,non,19
Cochenlle fine,1,1,cochenille fine,,non,23
Cochenville,1,1,cochenille,,non,970
Cochineal,0,109,,,non,94525
Cochon,2,2,cochon,,non,12
Cochon ; de lait,4,4,cochon de lait,,non,30
Cochon ; salé,34,34,cochon salé,,non,220
Cochon ; salés,1,1,cochon salé,,non,220
Cochon ; sallé,1,1,cochon salé,,non,220
Cochon confit,6,6,cochon confit,,non,6
Cochon fumé,1,1,cochon fumé,,non,1
Cochon sale,1,1,cochon salé,,non,220
Cochon salé,116,116,cochon salé,,non,220
Cochon salés,1,1,cochon salé,,non,220
Cochon sallé,22,22,cochon salé,,non,220
Cochonille,1,1,cochenille,,non,970
Cochons,9,10,cochon,,non,12
Cochons ; de laie,1,1,cochon de lait,,non,30
Cochons ; de lait,21,21,cochon de lait,,non,30
Cochons ; salé,15,15,cochon salé,,non,220
Cochons ; salés,9,9,cochon salé,,non,220
Cochons ; Salés,1,1,cochon salé,,non,220
Cochons de lait,4,4,cochon de lait,,non,30
Cochons de lait au-dessous de 3 mois,2,2,cochon de lait au-dessous de 3 mois,,non,2
Cochons salé,4,4,cochon salé,,non,220
Cochons salées,1,1,cochon salé,,non,220
Cochons saler,1,1,cochon salé,,non,220
Cochons salés,13,13,cochon salé,,non,220
Cocks,0,3,,,non,94525
Coclaria,4,4,coclearia,,non,10
Coclarin,1,1,coclearia,,non,10
Coclearia,3,3,coclearia,,non,10
Cocléaria,0,0,coclearia,,oui,10
Coclevant,1,1,coclearia,,non,10
Coco,8,8,cocos,,non,78
Coco ; des indes,1,1,cocos des Indes,,non,2
Coco buttons,0,3,,,non,94525
Coco des Indes,1,1,cocos des Indes,,non,2
Coco du Levant,1,1,coco du Levant,,non,1
Coco plate,1,1,coco plate,,non,1
Cocoa,1,120,cacao,,non,2392
Cocoa husks,0,67,,,non,94525
Cocon,2,2,cocons,,non,4
Cocon ; de soye,7,7,cocons de soie,,non,140
Cocon de soie,1,1,cocons de soie,,non,140
Cocon de soye,8,8,cocons de soie,,non,140
Cocons,2,2,cocons,,non,4
Cocons ; de osye,1,1,cocons de soie,,non,140
Cocons ; de soye,44,44,cocons de soie,,non,140
Cocons ; de soyes,3,3,cocons de soie,,non,140
Cocons de soye,54,54,cocons de soie,,non,140
Cocons de Soye,6,6,cocons de soie,,non,140
Cocons en soye,1,1,cocons de soie,,non,140
Coconut buttons,0,11,,,non,94525
Coconuts,0,50,,,non,94525
Coconuts per pound,0,2,,,non,94525
Cocos,70,70,cocos,,non,78
Cocos ; de levant,1,1,cocos du Levant,,non,2
Cocos ; du levant,1,1,cocos du Levant,,non,2
Cocos petits,1,1,cocos petits,,non,1
Cocos verds,2,2,cocos verts,,non,3
Cocos veres,1,1,cocos verts,,non,3
Cocqs,0,0,coqs,,oui,0
Cocqs ; d'inde,1,1,coqs d'Inde,,non,10
Cocqs d'indes,1,1,coqs d'Inde,,non,10
Cocque de Levant,1,1,coqs du Levant,,non,2
Cocque du Levant,1,1,coqs du Levant,,non,2
Coctif,1,1,coctif,,non,1
Cocullus,0,0,cocullus,,oui,0
Coddes blancs,0,0,coddes blancs,,oui,0
Codearia,1,1,coclearia,,non,10
Codfish,0,99,,,non,94525
Coëffe ; de chapeau,2,2,coiffes de chapeaux,,non,13
Coëffe ; de Gaze,1,1,coiffes de gaze,,non,3
Coeffe de gaze,1,1,coiffes de gaze,,non,3
Coëffes ; à perruques,1,1,coiffes à perruques,,non,2
Coëffes ; de blonde,1,1,coiffes de blonde,,non,1
Coëffes ; de chapeaux,5,5,coiffes de chapeaux,,non,13
Coeffes de chapeaux,5,5,coiffes de chapeaux,,non,13
Coeffes de gaze,1,1,coiffes de gaze,,non,3
Coëffure ; de blonde,1,1,coiffures de blonde,,non,5
Coëffure ; de gaze,1,1,coiffures de gaze,,non,7
Coeffures ; de blonde et palatine,1,1,coiffures de blonde et palatine,,non,1
Coëffures ; de blondes,1,1,coiffures de blonde,,non,5
Coëffures ; de gaze,1,1,coiffures de gaze,,non,7
Coeffures custodes pour chapeaux et coeffes de perruques,0,0,coiffures custodes pour chapeaux et coiffes de perruques,,oui,0
Coeffures et palatines,2,2,coiffures et palatines,,non,2
Coëti,1,1,coëtif,,non,11
Coetif,2,2,coëtif,,non,11
Coëtif,5,5,coëtif,,non,11
Coëtil,3,3,coëtif,,non,11
Coeurs de beuf,2,2,cœurs de bœuf,,non,3
Cœurs de beufs,1,1,cœurs de bœuf,,non,3
Coffee,0,148,,,non,94525
Coffee grinders,0,219,,,non,94525
Coffre,2,2,coffres,,non,10
Coffre ; de chirurgie,1,1,coffres de chirurgie,,non,114
Coffre ; de fer,1,1,coffres de fer,,non,21
Coffre ; de noyer,1,1,coffres de noyer,,non,1
Coffre ; fort,1,1,coffres-forts,,non,21
Coffre ; vieux,1,1,coffres vieux,,non,1
Coffre a thé,1,1,coffres à thé,,non,1
Coffre a vin,1,1,coffres à vin,,non,1
Coffre de chimie,1,1,coffres de chimie,,non,1
Coffre de chirugie,8,8,coffres de chirurgie,,non,114
Coffre de chirurgie,5,5,coffres de chirurgie,,non,114
Coffre de chirurgies,8,8,coffres de chirurgie,,non,114
Coffre de commodité,0,0,coffres de commodité,,oui,3
Coffre de fer,5,5,coffres de fer,,non,21
Coffre de Fer,3,3,coffres de fer,,non,21
Coffre de fonte de fer,1,1,coffres de fonte de fer,,non,1
Coffre de sapin,0,0,coffres de sapin,,oui,1
Coffre fort,5,5,coffres-forts,,non,21
Coffre fort de fer,2,2,coffres-forts de fer,,non,10
Coffre forts,1,1,coffres-forts,,non,21
Coffre peint,1,1,coffres peints,,non,2
Coffres,5,8,coffres,,non,10
Coffres ; de bois,16,16,coffres de bois,,non,23
Coffres ; de chirurgie,22,22,coffres de chirurgie,,non,114
Coffres ; de chirurgien,1,1,coffres de chirurgien,,non,1
Coffres ; de sapin,1,1,coffres de sapin,,non,1
Coffres ; forts,6,6,coffres-forts,,non,21
Coffres a etuves,2,2,coffres à étuve,,non,2
Coffres à garniture de peau,0,0,coffres à garniture de peau,,oui,0
Coffres à matelots,0,1,coffres à matelots,,non,1
Coffres à perruques,1,1,coffres à perruque,,non,1
Coffres de bois,7,7,coffres de bois,,non,23
Coffres de chirugie,1,1,coffres de chirurgie,,non,114
Coffres de chirurgie,69,69,coffres de chirurgie,,non,114
Coffres de Chirurgie,0,0,coffres de chirurgie,,oui,114
Coffres de commodité,1,1,coffres de commodité,,non,3
Coffres de comodité,1,1,coffres de commodité,,non,3
Coffres de comodités,1,1,coffres de commodité,,non,3
Coffres de fer,10,10,coffres de fer,,non,21
Coffres de Fer,2,2,coffres de fer,,non,21
Coffres de fer de 300 livres,1,1,coffres de fer de 300 livres,,non,1
Coffres de fer et berses,0,0,coffres de fer et berses,x,oui,0
Coffres de gaz,1,1,coffres de gaz,,non,1
Coffres de sapin peints,1,1,coffres de sapin peints,,non,1
Coffres fort,1,1,coffres-forts,,non,21
Coffres fort de fer,1,1,coffres-forts de fer,,non,10
Coffres forts,7,7,coffres-forts,,non,21
Coffres forts ; de fer,1,1,coffres-forts de fer,,non,10
Coffres forts de fer,6,6,coffres-forts de fer,,non,10
Coffres peints,1,1,coffres peints,,non,2
Coffres vuides,1,1,coffres vides,,non,1
Cognac,0,7,cognac,,non,7
Coife de gaze,1,1,coiffes,,non,1
Coiffe ; de Dentelle ; de soye,1,1,coiffes de dentelle de soie,,non,1
Coiffe de tambou,1,1,coiffes de tambou,,non,1
Coiffes a perruque,1,1,coiffes à perruques,,non,2
Coiffes de chapeaux,1,1,coiffes de chapeaux,,non,13
Coiffure ; de gaze,1,1,coiffures de gaze,,non,7
Coiffure a dentelle,1,1,coiffure à dentelle,,non,1
Coiffure de blonde,1,1,coiffures de blonde,,non,5
Coiffure de gaze et blondes,1,1,coiffures de gaze et blonde,,non,1
Coiffures,1,1,coiffures,,non,1
Coiffures ; de gaze,1,1,coiffures de gaze,,non,7
Coiffures à dantelle,1,1,coiffures à dentelles,,non,4
Coiffures à dentelle,2,2,coiffures à dentelles,,non,4
Coiffures à dentelles,1,1,coiffures à dentelles,,non,4
Coiffures Brodées,1,1,coiffures brodées,,non,1
Coiffures de blonde,2,2,coiffures de blonde,,non,5
Coiffures de gase,1,1,coiffures de gaze,,non,7
Coiffures de gazes,1,1,coiffures de gaze,,non,7
Coiffures de marly,1,1,coiffures de Marly,,non,1
Coiffures pour femme,1,1,coiffures pour femme,,non,2
Coiffures pour femmes,1,1,coiffures pour femme,,non,2
Coifures de gazes,1,1,coiffures de gaze,,non,7
Coignées de bois,1,1,cognées de bois,,non,1
Coined gold and silver,0,51,,,non,94525
Coined silver,0,2,,,non,94525
Coined silver (ecu a palmes),0,6,,,non,94525
Coined silver (en especes coursables),0,3,,,non,94525
Coins fruit,1,1,coing fruit,,non,1
Coique de Levant,0,0,coqs du Levant,,oui,2
Coïtif,1,1,coïtif,,non,1
Coity,1,1,coati,,non,1
Coix d'or,1,1,croix d'or,,non,1
Col à femme,1,1,col à femme,,non,1
Cole de poisson,3,3,colle de poisson,,non,492
Cole forte,5,5,colle forte,,non,647
Cole; de poisson,1,1,colle de poisson,,non,492
Cole;commune,1,1,colle commune,,non,48
Cole;forte,1,1,colle forte,,non,647
Colequinde,1,1,coloquinte,,non,154
Colequinte,5,5,coloquinte,,non,154
Coleseed,0,102,,,non,94525
Colier ; de chevaux,1,1,colliers de chevaux,,non,8
Colier ; de Perles ; fausses,3,3,colliers de perles fausses,,non,19
Coliers ; de cheval,3,3,colliers de chevaux,,non,8
Coliers ; de jaix,1,1,colliers de jais,,non,2
Coliers ; de nacre ; de perles,1,1,colliers de nacre de perles,,non,1
Coliers ; de perles,1,1,colliers de perles,,non,2
Coliers ; de perles ; fausses,1,1,colliers de perles fausses,,non,19
Coliers ; de Perles ; fausses,1,1,colliers de perles fausses,,non,19
Coliers ; de perles fausses,1,1,colliers de perles fausses,,non,19
Coliers de femmes,2,2,colliers de femme,,non,3
Coliers de grena,1,1,colliers de grenat,,non,7
Coliers de grenas,1,1,colliers de grenat,,non,7
Coliers de grenat,1,1,colliers de grenat,,non,7
Coliers de grenat faux,1,1,colliers de grenat faux,,non,1
Coliers de perles fausses,1,1,colliers de perles fausses,,non,19
Colins,1,1,colins,,non,1
Colis,0,0,colis,,oui,0
Colle,16,19,colle,,non,19
Colle ; a papetier,1,1,colle à papetier,,non,12
Colle ; à papetier,1,1,colle à papetier,,non,12
Colle ; à papeties,1,1,colle à papetier,,non,12
Colle ; commune,17,17,colle commune,,non,48
Colle ; de flandre,15,15,colle de Flandre,,non,37
Colle ; de Flandre,6,6,colle de Flandre,,non,37
Colle ; de poisson,222,222,colle de poisson,,non,492
Colle ; de Poisson,5,5,colle de poisson,,non,492
Colle ; De poisson,5,5,colle de poisson,,non,492
Colle ; de poisson ; etc.,1,1,colle de poisson etc.,,non,1
Colle ; des Flandres,1,1,colle de Flandre,,non,37
Colle ; Divers,5,5,colle diverse,,non,21
Colle ; diverse,0,0,colle diverse,,oui,21
Colle ; forte,266,266,colle forte,,non,647
Colle ; Forte,8,8,colle forte,,non,647
Colle ; forte ; de flandre,1,1,colle forte de Flandre,,non,1
Colle ; forte ; de poisson,1,1,colle forte de poisson,,non,2
Colle : forte,1,1,colle forte,,non,647
Colle a papetier,8,8,colle à papetier,,non,12
Colle à papetier,1,1,colle à papetier,,non,12
Colle a papier,3,3,colle à papier,,non,4
Colle à papier,1,1,colle à papier,,non,4
Colle A poison,1,1,colle à poisson,,non,1
Colle claire,1,1,colle claire,,non,1
Colle commnue,1,1,colle commune,,non,48
Colle commnune,1,1,colle commune,,non,48
Colle commun,2,2,colle commune,,non,48
Colle commune,22,22,colle commune,,non,48
Colle Commune,2,2,colle commune,,non,48
Colle Comune,2,2,colle commune,,non,48
Colle de flandre,14,14,colle de Flandre,,non,37
Colle de Flandre,1,1,colle de Flandre,,non,37
Colle de papetier,1,1,colle de papetier,,non,1
Colle de peaux d'asnes,1,1,colle de peau d'âne,,non,1
Colle de poison,9,9,colle de poisson,,non,492
Colle de poisson,205,205,colle de poisson,,non,492
Colle de Poisson,1,1,colle de poisson,,non,492
Colle De Poisson,1,1,colle de poisson,,non,492
Colle de poisson forte,1,1,colle de poisson forte,,non,1
Colle diverse,7,7,colle diverse,,non,21
Colle faible,1,1,colle faible,,non,1
Colle fort,5,5,colle forte,,non,647
Colle forte,330,330,colle forte,,non,647
Colle Forte,29,29,colle forte,,non,647
Colle forte;,1,1,colle forte,,non,647
