marchandises,marchandises_norm_ortho,état_du_travail,nbr_occurences_marchandises
Toile de lin ; batiste,toile de lin batiste,,1
Toile de lin ; blanche,toile de lin blanche,,1
Toile de lin ; Cholet,toile de lin Cholet,,1
Toile de lin ; de Beauvais,toile de lin de Beauvais,,1
Toile de lin ; de Laval,toile de lin de Laval,,1
Toile de lin ; de ménage,toile de lin de ménage,,1
Toile de lin ; de Rouen,toile de lin de Rouen,,1
Toile de lin ; de Saint Quentin,toile de lin de Saint-Quentin,,1
Toile de lin ; divers,toile de lin diverse,,1
Toile de lin ; gingas,toile de lin guingan,,1
Toile de lin ; ouvrée,toile de lin ouvrée,,1
Toile de lin ; Royalle,toile de lin royale,,1
Toile de lin à carreaux,toile de lin à carreaux,,1
Toile de lin à faire draps,toile de lin à faire drap,,1
Toile de lin à matelas,toile de lin à matelas,,1
toile de lin batiste,toile de lin batiste,,1
Toile de lin batiste,toile de lin batiste,,1
Toile de lin Batiste,toile de lin batiste,,1
toile de lin blanche,toile de lin blanche,,1
Toile de lin blanche,toile de lin blanche,,1
Toile de lin Blanche,toile de lin blanche,,1
toile de lin blanche à 10 sols et en dessus / aune,toile de lin blanche à 10 sols et en dessus aune,,1
Toile de lin blanche commune,toile de lin blanche commune,,1
toile de lin blanche damassée pour nappes et serviettes,toile de lin blanche damassée pour nappes et serviettes,,1
toile de lin blanche de 12 sols par aune,toile de lin blanche de 12 sols par aune,,1
toile de lin blanche de 2 sols par aune,toile de lin blanche de 2 sols par aune,,1
toile de lin blanche de 20 sols par aune,toile de lin blanche de 20 sols par aune,,1
toile de lin blanche de 30 sols par aune,toile de lin blanche de 30 sols par aune,,1
toile de lin blanche de 8 sols par aune,toile de lin blanche de 8 sols par aune,,1
toile de lin blanche de bas prix,toile de lin blanche de bas prix,,1
toile de lin blanche en dessous de 10 sols,toile de lin blanche en dessous de 10 sols,,1
toile de lin blanche en dessous de 10 sols / aune,toile de lin blanche en dessous de 10 sols aune,,1
toile de lin blanche pour nappes et serviettes,toile de lin blanche pour nappes et serviettes,,1
Toile de lin bleu et blanche,toile de lin bleue et blanche,,1
Toile de lin commune,toile de lin commune,,1
Toile de lin couti,toile de lin coutil,,1
Toile de lin d'Arras,toile de lin d'Arras,,1
Toile de lin d'emballage,toile de lin d'emballage,,1
Toile de lin de Bauvais,toile de lin de Beauvais,,1
Toile de lin de Beauvais,toile de lin de Beauvais,,1
Toile de Lin de Beauvais,toile de lin de Beauvais,,1
toile de lin de cholet,toile de lin de Cholet,,1
toile de lin de Cholet,toile de lin de Cholet,,1
Toile de lin de Cholet,toile de lin de Cholet,,1
Toile de lin de Flandre,toile de lin de Flandre,,1
toile de lin de Laval,toile de lin de Laval,,1
Toile de lin de laval,toile de lin de Laval,,1
Toile de lin de Laval,toile de lin de Laval,,1
Toile de lin de limon,toile de lin de linon,,1
toile de lin de Rouen,toile de lin de Rouen,,1
Toile de lin de Rouen,toile de lin de Rouen,,1
Toile de Lin de Rouen,toile de lin de Rouen,,1
Toile de lin de Saint Quantin,toile de lin de Saint-Quentin,,1
toile de lin de Saint Quentin,toile de lin de Saint-Quentin,,1
Toile de lin de saint quentin,toile de lin de Saint-Quentin,,1
Toile de lin de Saint Quentin,toile de lin de Saint-Quentin,,1
Toile de lin de Suisse,toile de lin de Suisse,,1
toile de lin de toute sorte,toile de lin de toute sorte,,1
Toile de lin dite limon,toile de lin dite linon,,1
Toile de lin dite platille,toile de lin dite platille,,1
toile de lin diverse,toile de lin diverse,,1
Toile de lin diverse,toile de lin diverse,,1
toile de lin diverses,toile de lin diverse,,1
Toile de lin diverses,toile de lin diverse,,1
Toile de lin du païs,toile de lin du pays,,1
Toile de lin du quanty,,,1
Toile de lin ecrue,toile de lin écrue,,1
Toile de lin écrue,toile de lin écrue,,1
Toile de lin écrus,toile de lin écrue,,1
Toile de lin en batiste,toile de lin en batiste,,1
Toile de lin en claire,toile de lin en claire,,1
Toile de lin en linge de table,toile de lin en linge de tables,,1
Toile de lin en linon,toile de lin en linon,,1
Toile de lin en sacs,toile de lin en sacs,,1
Toile de lin et de chanvre ; à matelas,toile de lin et de chanvre à matelas,,1
Toile de lin et de chanvre ; blanche ; de 13 à 20 fils,toile de lin et de chanvre blanche de 13 à 20 fils,,1
Toile de lin et de chanvre ; blanche ; de 20 fils et au-dessus,toile de lin et de chanvre blanche de 20 fils et au-dessus,,1
Toile de lin et de chanvre ; blanche ; de moins de 13 fils,toile de lin et de chanvre blanche de moins de 13 fils,,1
Toile de lin et de chanvre ; blanche ; sans distinction d'espèce,toile de lin et de chanvre blanche sans distinction d'espèce,,1
Toile de lin et de chanvre ; cirée ; de 13 à 20 fils,toile de lin et de chanvre cirée de 13 à 20 fils,,1
Toile de lin et de chanvre ; cirée ; de 20 fils et au-dessus,toile de lin et de chanvre cirée de 20 fils et au-dessus,,1
Toile de lin et de chanvre ; cirée ; de 8 à 13 fils,toile de lin et de chanvre cirée de 8 à 13 fils,,1
Toile de lin et de chanvre ; cirée ; de moins de 8 fils,toile de lin et de chanvre cirée de moins de 8 fils,,1
"Toile de lin et de chanvre ; croisée, coutil. basin et autres",toile de lin et de chanvre croisée coutil basin et autres,,1
"Toile de lin et de chanvre ; écrue ; à voiles, sans distinction d'espèce",toile de lin et de chanvre écrue à voile sans distinction d'espèce,,1
Toile de lin et de chanvre ; écrue ; apprêtée ; de 13 à 20 fils,toile de lin et de chanvre écrue apprêtée de 13 à 20 fils,,1
Toile de lin et de chanvre ; écrue ; apprêtée ; de 20 fils et au-dessus,toile de lin et de chanvre écrue apprêtée de 20 fils et au-dessus,,1
Toile de lin et de chanvre ; écrue ; apprêtée ; de moins de 8 fils,toile de lin et de chanvre écrue apprêtée de moins de 8 fils,,1
Toile de lin et de chanvre ; écrue ; apprêtée; de 8 à 13 fils,toile de lin et de chanvre écrue apprêtée de 8 à 13 fils,,1
Toile de lin et de chanvre ; écrue ; sans apprêt ; de 13 à 20 fils,toile de lin et de chanvre écrue sans apprêt de 13 à 20 fils,,1
Toile de lin et de chanvre ; écrue ; sans apprêt ; de 20 fils et au-dessus,toile de lin et de chanvre écrue sans apprêt de 20 fils et au-dessus,,1
Toile de lin et de chanvre ; écrue ; sans apprêt ; de 8 à 13 fils,toile de lin et de chanvre écrue sans apprêt de 8 à 13 fils,,1
Toile de lin et de chanvre ; écrue ; sans apprêt ; de moins de 8 fils,toile de lin et de chanvre écrue sans apprêt de moins de 8 fils,,1
Toile de lin et de chanvre ; imprimée ; de 13 à 20 fils,toile de lin et de chanvre imprimée de 13 à 20 fils,,1
Toile de lin et de chanvre ; mi-blanche,toile de lin et de chanvre mi-blanche,,1
Toile de lin et de chanvre ; peinte sur enduit pour tapisserie,toile de lin et de chanvre peinte sur enduit pour tapisserie,,1
Toile de lin et de chanvre ; teinte ; de 13 à 20 fils,toile de lin et de chanvre teinte de 13 à 20 fils,,1
Toile de lin et de chanvre ; teinte ; de 20 fils et au-dessus,toile de lin et de chanvre teinte de 20 fils et au-dessus,,1
Toile de lin et de chanvre ; teinte ; de 8 à 13 fils,toile de lin et de chanvre teinte de 8 à 13 fils,,1
Toile de lin et de chanvre ; teinte ; de moins de 8 fils,toile de lin et de chanvre teinte de moins de 8 fils,,1
Toile de lin et de chanvre blanche,toile de lin et de chanvre blanche,,1
Toile de lin fil d'epreuve,toile de lin fil d'épreuve,,1
Toile de lin fin,toile de lin fin,,1
Toile de lin fine,toile de lin fine,,1
Toile de lin fine à carreaux,toile de lin fine à carreaux,,1
Toile de lin fine à draps,toile de lin fine à drap,,1
Toile de lin gingas,toile de lin guingan,,1
toile de lin grise,toile de lin grise,,1
Toile de lin grise,toile de lin grise,,1
Toile de lin grosse,toile de lin grosse,,1
Toile de lin grosse écrue,toile de lin grosse écrue,,1
toile de lin imprimée,toile de lin imprimée,,1
Toile de lin linon,toile de lin linon,,1
Toile de lin mélangée de couleur,toile de lin mélangée de couleur,,1
Toile de lin ordinaire,toile de lin ordinaire,,1
Toile de lin peinte,toile de lin peinte,,1
Toile de lin peinte et imprimée,toile de lin peinte et imprimée,,1
toile de lin rayée,toile de lin rayée,,1
toile de lin rayée / aune,toile de lin rayée aune,,1
Toile de lin rayée en carreaux,toile de lin rayée en carreaux,,1
toile de lin rayée et teinte,toile de lin rayée et teinte,,1
Toile de lin rayée pour robe,toile de lin rayée pour robes,,1
Toile de lin rayée pour robes,toile de lin rayée pour robes,,1
Toile de lin royale,toile de lin royale,,1
Toile de lin Royale,toile de lin royale,,1
toile de lin teinte,toile de lin teinte,,1
Toile de lin teinte,toile de lin teinte,,1
toile de lin teinte / aune,toile de lin teinte aune,,1
"Toile de lin, blanche",toile de lin blanche,,1
Toile de line de Cholet,toile de lin de Cholet,,1
Toile de linge de table,toile de linge de tables,,1
Toile de linge de table ; napes ouvrées,toile de linge de tables nappes ouvrées,,1
Toile de linge de table ; serviettes communes,toile de linge de tables serviettes communes,,1
Toile de linges de table,toile de linge de tables,,1
Toile de Lion Rouen,toile de lin Rouen,,1
Toile de Lisieux,toile de Lisieux,,1
Toile de llin,toile de lin,,1
Toile de Lucarnan,toile de Locronan,x,1
Toile de lucarnay,toile de Locronan,,1
Toile de marigni,toile de Marigny,,1
Toile de Marigni,toile de Marigny,,1
Toile de marigni blanche,toile de Marigny blanche,,1
Toile de marigni écruë,toile de Marigny écrue,,1
Toile de Marigny,toile de Marigny,,1
Toile de Marigue,toile de Marigny,,1
toile de menage,toile de ménage,,1
toile de Menage,toile de ménage,,1
Toile de menage,toile de ménage,,1
toile de ménage,toile de ménage,,1
Toile de ménage,toile de ménage,,1
Toile de Ménage,toile de ménage,,1
Toile de menage blanche,toile de ménage blanche,,1
Toile de menage; serviettes,toile de ménage serviettes,,1
Toile de Moilaix,toile de Morlaix,,1
toile de montagne,toile de Mortagne,x,1
Toile de montagne,toile de Mortagne,x,1
Toile de Morlais,toile de Morlaix,,1
toile de Morlaix,toile de Morlaix,,1
Toile de morlaix,toile de Morlaix,,1
Toile de Morlaix,toile de Morlaix,,1
Toile de Mortagne,toile de Mortagne,,1
Toile de mousseline,toile de mousseline,,1
toile de nanquin,toile de Nankin,,1
toile de nanquin / aune,toile de Nankin aune,,1
Toile de navale,toile de navale,,1
Toile de paille,toile de paille,x,1
Toile de Paille,toile de paille,x,1
Toile de pais,toile de pays,,1
Toile de peinte,toile de peinte,,1
Toile de piemon,toile du Piémont,,1
Toile de piemons,toile du Piémont,,1
toile de piemont,toile du Piémont,,1
toile de Piemont,toile du Piémont,,1
Toile de Piemont,toile du Piémont,,1
Toile de poil de chevre,toile de poil de chèvre,,1
toile de Poldavie,toile de Poldavie,x,1
Toile de pontivi,toile de Pontivy,,1
toile de Pontivy,toile de Pontivy,,1
Toile de pontivy,toile de Pontivy,,1
Toile de Pontivy,toile de Pontivy,,1
Toile de Pontorson,toile de Pontorson,,1
toile de Pouldavie,toile de Poldavie,x,1
toile de Pouldavy,toile de Poldavie,x,1
toile de quintin,toile de Quintin,,1
Toile de quintin,toile de Quintin,,1
Toile de Quintin,toile de Quintin,,1
Toile de reforme,toile de réforme,,1
Toile de retour,toile de retour,,1
toile de rite,toile de rite,x,1
Toile de rosconne,toile de rosconne,,1
Toile de Roscoune,toile de rosconne,,1
toile de Rouen,toile de Rouen,,1
Toile de rouen,toile de Rouen,,1
Toile de Rouen,toile de Rouen,,1
Toile de Rouën,toile de Rouen,,1
Toile de Roüen,toile de Rouen,,1
Toile de Rouen a Carreau,toile de Rouen à carreaux,,1
Toile de Rouen a carreaux,toile de Rouen à carreaux,,1
Toile de Saint ange,toile de Saintonge,,1
Toile de Saint anges,toile de Saintonge,,1
Toile de Saint Geordges,toile de Saint-Georges,,1
Toile de Saint jean,toile de Saint-Jean,,1
Toile de Saint Jean,toile de Saint-Jean,,1
Toile de saint onge,toile de Saintonge,,1
Toile de Saint Quentin,toile de Saint-Quentin,,1
Toile de Saint-Georges,toile de Saint-Georges,x,1
Toile de Saintange,toile de Saintonge,,1
Toile de saintonge,toile de Saintonge,,1
Toile de Saintonge,toile de Saintonge,,1
Toile de Saintonges,toile de Saintonge,,1
Toile de senigat,toile de senigat,x,1
Toile de serpillere,toile de serpillière,,1
Toile de serpillière,toile de serpillière,,1
Toile de serviettes,toile de serviette,,1
toile de Silesie,toile de Silésie,,1
Toile de silésie,toile de Silésie,,1
toile de Silesie / aune,toile de Silésie aune,,1
Toile de St Gal,toile de Saint-Gal,,1
Toile de St George,toile de Saint-Georges,,1
Toile de St Jean,toile de Saint-Jean,,1
Toile de St Quentin,toile de Saint-Quentin,,1
toile de suisse,toile de Suisse,,1
Toile de suisse,toile de Suisse,,1
Toile de Suisse,toile de Suisse,,1
Toile de toupe,toile d'étoupes,x,1
Toile de toute espece,toile de toute espèce,,1
Toile de toutes especes,toile de toute espèce,,1
Toile de trielli,toile de treillis,,1
toile de troye,toile de Troyes,,1
Toile de Troye,toile de Troyes,,1
Toile de troyes,toile de Troyes,,1
Toile de Troyes,toile de Troyes,,1
Toile de valenciennes,toile de Valenciennes,,1
Toile de Valenciennes,toile de Valenciennes,,1
Toile de Vimoutiers,toile de Vimoutiers,,1
toile de Vitré,toile de Vitrée,,1
Toile de voile,toile de voile,,1
Toile de Voile,toile de voile,,1
Toile de Xaintonge,toile de Saintonge,,1
Toile dembalage,toile d'emballage,,1
Toile demballage,toile d'emballage,,1
Toile demitte,toile demitte,,1
Toile des indes,toile des Indes,,1
Toile des Indes,toile des Indes,,1
Toile des Indes bala ? hala ? illisible,toile des Indes bala ? hala ? illisible,,1
Toile des Indes k...chaya illisible,toile des Indes k...chaya illisible,,1
Toile des Indes perle,toile des Indes perles,x,1
toile des prises,toile des prises,,1
Toile des Taupe,toile d'étoupes,x,1
Toile dholande,toile de Hollande,,1
toile dite drol et drouel,toile dite drol et drouel,x,1
Toile divers,toile diverse,,1
toile diverse,toile diverse,,1
Toile diverse,toile diverse,,1
Toile diverse de chanvre,toile diverse de chanvre,,1
toile diverses,toile diverse,,1
Toile diverses,toile diverse,,1
toile diverses à carreaux,toile diverse à carreaux,,1
toile diverses à voile,toile diverse à voile,,1
toile diverses d'embalage,toile diverse d'emballage,,1
toile diverses de crin,toile diverse de crin,,1
toile diverses de Laval,toile diverse de Laval,,1
toile diverses de ménage,toile diverse de ménage,,1
Toile du Levant,toile du Levant,,1
Toile du Mans,toile du Mans,,1
Toile du pais,toile du pays,,1
Toile du païs,toile du pays,,1
toile écru. grise et ardoisée,toile écrue grise et ardoisée,,1
toile ecrue,toile écrue,,1
Toile ecrue,toile écrue,,1
toile ecrüe,toile écrue,,1
Toile ecrüe,toile écrue,,1
Toile écrue,toile écrue,,1
Toile écruë,toile écrue,,1
Toile écruë de langeneau,toile écrue de Languenan,,1
Toile ecrue diverse,toile écrue diverse,,1
"Toile écrues, de lin et de chanvre",toile écrue de lin et de chanvre,,1
Toile embabi,toile embabi,x,1
toile embabis,toile embabi,x,1
Toile embabis,toile embabi,x,1
Toile embaby,toile embabi,x,1
Toile embalis,toile embabi,,1
Toile emballage,toile emballage,,1
Toile Emballage,toile emballage,,1
Toile en chanvre blanche,toile en chanvre blanche,,1
Toile en sacs,toile en sacs,,1
Toile en sucre,toile en sacs,x,1
toile entre large,toile entre large,,1
Toile entre large,toile entre large,,1
Toile entrelaye,,,1
Toile escamite,toile escamitte,,1
toile et coton en balles,toile et coton en balles,,1
Toile et toile tissée,toile et toile tissée,,1
toile etoile,toile étoilée,,1
Toile Etoupe,toile étoupes,,1
Toile etoupe de chanvre,toile étoupes de chanvre,,1
toile etoupiere,toile étoupière,x,1
Toile etoupiere,toile étoupière,,1
Toile etrangere,toile étrangère,,1
Toile etrangère,toile étrangère,,1
Toile étrangère,toile étrangère,,1
toile etroite,toile étroite,,1
toile étroite,toile étroite,,1
Toile étroite,toile étroite,,1
toile étroites,toile étroite,,1
toile façon d'hollande,toile façon de Hollande,,1
toile façon d'Hollande,toile façon de Hollande,,1
Toile façon d'hollande,toile façon de Hollande,,1
Toile façon de Silésie,toile façon de Silésie,,1
"Toile façonnée, chemises",toile façonnée chemises,,1
"Toile façonnée, serviette",toile façonnée serviettes,,1
Toile fil en coton,toile fil en coton,,1
Toile fil en coton rayé,toile fil en coton rayé,,1
Toile fil en laine,toile fil en laine,,1
toile fil et coton,toile fil et coton,,1
Toile fil et coton,toile fil et coton,,1
Toile fil et coton à fleurs,toile fil et coton à fleurs,,1
Toile fil et coton claire,toile fil et coton claire,,1
Toile fil et coton imprimée,toile fil et coton imprimée,,1
Toile fil et coton imprimée siamoise,toile fil et coton imprimée siamoise,,1
Toile fil et coton imprimée unie siamoise,toile fil et coton imprimée unie siamoise,,1
Toile fil et coton siamoise a bouquets de laine,toile fil et coton siamoise à bouquets de laine,,1
