marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,Classification produits médicinaux,Répétition,remarques_marchandises,Column1,Wallis List,EXCLUSION, not medical primarily,Nom Wallis,Large,Narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,,,,,,,,,,,,,
Limaille ; de cuivre,Limaille,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Limaille ; de laiton,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Lin,Lin,2,2,0,,,,0,,,0,0,,,113,,,,,,,,,,,,,,,,,
Lin ; cru,Lin,2,2,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Lin ; en Pierre,Lin,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Lin ; en rames,Lin,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Lin ; peigné,Lin,2,2,0,,,,0,,,0,0,,,66,,,,,,,,,,,,,,,,,
Lin ; pour paillasson,Lin,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Lin ; sans paille et en potasse,Lin,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Lin ; sec ; non roui,Lin,2,2,0,,,,0,,,0,0,2,2,0,,,,,,,,,,,,,,,,,
Lin ; tressé,Lin,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Lin ; vert ; roui et non roui,Lin,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Liège,Liège,2,2,0,,,,0,,,0,0,,,29,,,,,,,,,,,,,,,,,
Liège ; planche,Liège,2,2,0,,,,0,,,0,0,,,53,,,,,,,,,,,,,,,,,
Lycopode,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Manganèse,Manganèse,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Marbre,Marbre,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Marbre ; blanc,Marbre,2,2,0,,,,0,,,0,0,2,2,1,,,,,,,,,,,,,,,,,
Marbre ; brun,Marbre,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Marbre ; brut,Marbre,2,2,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Marbre ; divers,Marbre,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Marbre ; en Pierre,Marbre,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Marbre ; en bloc,Marbre,2,2,0,,marbre en bloc ou brut,,0,,,0,0,2,2,1,,,,,,,,,,,,,,,,,
Marcassite,Marcassite,2,2,0,,Sulfure de fer,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Marne,Marne,2,2,0,,,,0,,,0,0,2,2,4,,,,,,,,,,,,,,,,,
Masses ; de bois,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Massicot,Massicot,2,2,0,,Protoxyde naturel du plomb pour teintures,,0,,,0,0,,,84,,,,,,,,,,,,,,,,,
Matières premières,,2,2,0,,,,0,,,0,0,,,37,,,,,,,,,,,,,,,,,
Matériaux,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Matériaux ; de bois,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Merrain,,2,2,0,,,,0,,,0,0,,,300,,,,,,,,,,,,,,,,,
Mine ; de cuivre,Mine,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Mine ; de cuivre rouge,Mine,2,2,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Mine ; de fer,Mine,2,2,0,,minne de fer/mine de fer à 1600 livres la charée,,0,,,0,0,2,2,77,,,,,,,,,,,,,,,,,
Mine ; de plomb,Mine,2,2,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Mine ; de roche,Mine,2,2,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Minerai ; de plomb,Mine,2,2,0,,,,0,,,0,0,2,2,6,,,,,,,,,,,,,,,,,
Mine ; d'asphalte,Mine,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Minéraux,,2,2,0,,,,0,,,0,0,,,120,,,,,,,,,,,,,,,,,
Mitraille ; de cuivre,Mitraille ; de cuivre,2,2,0,,vieux cuivre mitraille,,0,,,0,0,6,6,0,,,,,,,,,,,,,,,,,
Moulons,Moulons,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Moulons ; à faire chaux,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Moulons et kibbelinck,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Mousse,Mousse,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Mousse ; de bois,Mousse,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Mousse ; de roche,Mousseline,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Mûriers,Mûriers,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Noix ; venimeux,,2,2,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Noyaux,Noyaux,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Noyaux ; de pêche,Noyaux,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Noyer et cerisier,Arbre,2,2,0,,,,0,,,0,0,2,2,0,,,,,,,,,,,,,,,,,
Oignons ; de fleurs,Oignons ; de fleurs,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Oreillons,Oreillons,2,2,0,,Oreillons ou orillons : chute de peaux et cuirs pour faire de la colle,,0,,,0,0,,,23,,,,,,,,,,,,,,,,,
Oreillons ; à faire colle,Oreillons,2,2,0,,Oreillons ou orillons : chute de peaux et cuirs pour faire de la colle,,0,,,0,0,,,47,,,,,,,,,,,,,,,,,
Os ; de baleine,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Os ; de bœuf,Os ; de bœuf,2,2,0,,,,0,,,0,0,,,23,,,,,,,,,,,,,,,,,
Os ; de cœur ; de bœuf,Os ; de bœuf,2,2,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Os ; de sèche,Os ; de sèche,2,2,0,,,,0,,,0,0,,,27,,,,,,,,,,,,,,,,,
Osier,Osier,2,2,0,,,,0,,,0,0,,,87,,,,,,,,,,,,,,,,,
Paille,Paille,2,2,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Paille ; hachée,Paille,2,2,0,,paille hachée d'avoine et de chanvre pour alumettes,,0,,,0,0,2,2,1,,,,,,,,,,,,,,,,,
Paille ; à couvrir toits,,2,2,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Palmes,Palmes,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Palmes ; en feuilles,Palmes ; en feuilles,2,2,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Pavés,Pavés,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux,Peaux,2,2,0,,,,0,,,0,0,,,241,,,,,,,,,,,,,,,,,
Peaux ;  apprêtées ; de cerf et daim,Peaux,2,2,0,,,,0,,,0,0,,,6,,,,,,,,,,,,,,,,,
Peaux ;  apprêtées ; de lièvres et lapins,Peaux,2,2,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
"Peaux ;  apprêtées ; de loups, d'ours, de tigres, de chiens de mer, etc.",Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ;  corroyé ; de veau,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ;  non apprêtées ; de cerf et daim,Peaux,2,2,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Peaux ;  non apprêtées ; de lièvres et lapins,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; apprêtées,Peaux,2,2,0,,,,0,,,0,0,,,73,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; d'agneau,Peaux,2,2,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; d'agneau ; en mesquis,Peaux,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; d'ours,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de bouc,Peaux,2,2,0,,,,0,,,0,0,,,22,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de buffle,Peaux,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de chamois,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de chevreuil,Peaux,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de chèvre et chevreau,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de chèvres,Peaux,2,2,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de daim,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de lièvre,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de loup,Peaux,2,2,0,,,,0,,,0,0,,,22,,,,,,,,,,,,,,,,,
"Peaux ; apprêtées ; de loups, d'ours, de tigres",Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de maroquin,Peaux,2,2,0,,,,0,,,0,0,,,20,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de mouton,Peaux,2,2,0,,,,0,,,0,0,,,16,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de mouton ; en mesquis,Peaux,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de petit gris,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de renard,Peaux,2,2,0,,,,0,,,0,0,,,20,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de roussette,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de vache,Peaux,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de veau,Peaux,2,2,0,,,,0,,,0,0,,,55,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; de veau ; teintées,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; apprêtées ; fine,Peaux,2,2,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Peaux ; blanches,Peaux,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; bronzées,Peaux,2,2,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Peaux ; cervier,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; corroyées,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; corroyées ; de chèvres,Peaux,2,2,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Peaux ; corroyées ; de maroquin,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; corroyées ; de veau,,2,2,0,,,,0,,,0,0,,,245,,,,,,,,,,,,,,,,,
Peaux ; corroyées ; de veau ; en noir,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; crue ; de figues,,2,2,0,,,,0,,,0,0,,,161,,,,,,,,,,,,,,,,,
Peaux ; crues,,2,2,0,,,,0,,,0,0,,,14,,,,,,,,,,,,,,,,,
Peaux ; d'agneau,Peaux,2,2,0,,,,0,,,0,0,,,45,,,,,,,,,,,,,,,,,
Peaux ; d'agneau ; en laine,Peaux ; crue,2,2,0,,,,0,,,0,0,,,54,,,,,,,,,,,,,,,,,
Peaux ; d'angora,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; d'anguilles,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; d'augnittes,Peaux,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; d'hayes,Peaux ; d'hayes,2,2,0,,[idem] appretés,,0,,,0,0,2,2,8,,,,,,,,,,,,,,,,,
Peaux ; d'hermines,Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,154,,,,,,,,,,,,,,,,,
Peaux ; d'orignal,,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; d'orignaux,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; d'ours,Peaux,2,2,0,,,,0,,,0,0,,,53,,,,,,,,,,,,,,,,,
Peaux ; d'ânes,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; d'écureuil,,2,2,0,,,,0,,,0,0,,,16,,,,,,,,,,,,,,,,,
Peaux ; d'élan,,2,2,0,,,,0,,,0,0,,,8,,,,,,,,,,,,,,,,,
Peaux ; d'éventails,Peaux ; d'éventails,2,2,0,,,,0,,,0,0,,,19,,,,,,,,,,,,,,,,,
Peaux ; de biche,Peaux,2,2,0,,,,0,,,0,0,,,72,,,,,,,,,,,,,,,,,
Peaux ; de blaireaux,Peaux,2,2,0,,,,0,,,0,0,,,20,,,,,,,,,,,,,,,,,
Peaux ; de boucs,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de boucs et chèvres,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de buffle ; chamoisées,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de buffles,,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; de bœuf,,2,2,0,,,,0,,,0,0,,,18,,,,,,,,,,,,,,,,,
Peaux ; de cabris,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de carcajou,Peaux,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de carcasson,Peaux,2,2,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Peaux ; de castor,Peaux,2,2,0,,,,0,,,0,0,,,102,,,,,,,,,,,,,,,,,
Peaux ; de cazeaux,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de cerf,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; de cerf et daim,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de cerfs,Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,232,,,,,,,,,,,,,,,,,
Peaux ; de cerfs et chevreuils,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; de cervier,,2,2,0,,,,0,,,0,0,,,31,,,,,,,,,,,,,,,,,
Peaux ; de chagrin,Peaux ; de chagrin,2,2,0,,,,0,,,0,0,,,36,,,,,,,,,,,,,,,,,
Peaux ; de chagrin et romagne,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; de chameau,Peaux,2,2,0,,,,0,,,0,0,,,139,,,,,,,,,,,,,,,,,
Peaux ; de chamois,Peaux,2,2,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Peaux ; de chat ; cervier,Peaux,2,2,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Peaux ; de chat ; sauvage,Peaux,2,2,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Peaux ; de chats,Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,10,,,,,,,,,,,,,,,,,
Peaux ; de chats sans apprets,Peaux ; crue,2,2,0,,[idem] sans apprêt,,0,,,0,0,2,2,1,,,,,,,,,,,,,,,,,
Peaux ; de chats sauvages,,2,2,0,,,,0,,,0,0,,,5,,,,,,,,,,,,,,,,,
Peaux ; de cheval,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de chevaux,Peaux,2,2,0,,,,0,,,0,0,,,47,,,,,,,,,,,,,,,,,
Peaux ; de chevreaux,Peaux,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de chevreuils,,2,2,0,,,,0,,,0,0,,,44,,,,,,,,,,,,,,,,,
Peaux ; de chevrotin,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de chiens,,2,2,0,,,,0,,,0,0,,,45,,,,,,,,,,,,,,,,,
Peaux ; de chiens de mer,,2,2,0,,,,0,,,0,0,,,35,,,,,,,,,,,,,,,,,
Peaux ; de chèvre,,2,2,0,,,,0,,,0,0,,,137,,,,,,,,,,,,,,,,,
Peaux ; de chèvre ; teinte,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
"Peaux ; de chèvre, fine",,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de cribles,Peaux,2,2,0,,,,0,,,0,0,,,19,,,,,,,,,,,,,,,,,
Peaux ; de cygnes,,2,2,0,,,,0,,,0,0,,,12,,,,,,,,,,,,,,,,,
Peaux ; de daim,Peaux,2,2,0,,,,0,,,0,0,,,23,,,,,,,,,,,,,,,,,
Peaux ; de daim ; chamoisées,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de daims en chamois,Peaux ; Apprêtées,2,2,0,,[idem] appretés,,0,,,0,0,2,2,9,,,,,,,,,,,,,,,,,
Peaux ; de fauves,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de fouines,Peaux,2,2,0,,,,0,,,0,0,,,113,,,,,,,,,,,,,,,,,
Peaux ; de fourrure,Peaux,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; de glouton,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de grébes,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de hermine,,2,2,0,,,,0,,,0,0,,,11,,,,,,,,,,,,,,,,,
Peaux ; de la Louisiane,Peaux,2,2,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Peaux ; de lapin,,2,2,0,,,,0,,,0,0,,,131,,,,,,,,,,,,,,,,,
Peaux ; de lièvre,Peaux,2,2,0,,,,0,,,0,0,,,61,,,,,,,,,,,,,,,,,
Peaux ; de lièvres ; sans poil,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de lièvres et lapins,Peaux,2,2,0,,[idem] sans apprêt,,0,,,0,0,2,2,16,,,,,,,,,,,,,,,,,
Peaux ; de loup ; de Moscou,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de loup ; du Canada,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; de loup ; marin,Peaux,2,2,0,,,,0,,,0,0,,,45,,,,,,,,,,,,,,,,,
Peaux ; de loups,Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,129,,,,,,,,,,,,,,,,,
Peaux ; de loups des bois,,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
"Peaux ; de loups, d'ours, de tigres",Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,1,,,,,,,,,,,,,,,,,
"Peaux ; de loups, d'ours, de tigres, de chiens de mer, etc.",,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de loutres,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de léopard,Peaux,2,2,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Peaux ; de marmotte,Peaux,2,2,0,,,,0,,,0,0,,,18,,,,,,,,,,,,,,,,,
Peaux ; de maroquin,Peaux,2,2,0,,,,0,,,0,0,,,10,,,,,,,,,,,,,,,,,
Peaux ; de martres,Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,14,,,,,,,,,,,,,,,,,
Peaux ; de martres ; commune et en pointe,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; de martres et d'hermines,,2,2,0,,,,0,,,0,0,,,25,,,,,,,,,,,,,,,,,
Peaux ; de moke,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de mouton,,2,2,0,,,,0,,,0,0,,,164,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; basanes,,2,2,0,,,,0,,,0,0,,,18,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; blanc,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; chamoisées,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; en blanc,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; en blanc ou en gris,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; en gris,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; en laine,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de mouton ; teinte,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de mouton apprêtées et en couleur,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de moutons et chamois,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; de panthère,Peaux,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; de parchemin,,2,2,0,,,,0,,,0,0,,,22,,,,,,,,,,,,,,,,,
Peaux ; de pecans,,2,2,0,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,
Peaux ; de pelisse,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de petit gris,Peaux,2,2,0,,,,0,,,0,0,,,9,,,,,,,,,,,,,,,,,
Peaux ; de plongeon,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de putois,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de pécaudes,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de rat musqué,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de rats,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de renard,Peaux,2,2,0,,,,0,,,0,0,,,14,,,,,,,,,,,,,,,,,
"Peaux ; de renards, loutres",Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,0,,,,,,,,,,,,,,,,,
"Peaux ; de renards, loutres, fouines etc.",Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,1,,,,,,,,,,,,,,,,,
"Peaux ; de renards, loutres, fouines etc. ; apprêtées",Peaux,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
"Peaux ; de renards, loutres, fouines etc. ; sans apprêt",Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de rennes,,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; de requins,Peaux,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de roussette,Peaux,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; de sanglier,Peaux,2,2,0,,,,0,,,0,0,,,46,,,,,,,,,,,,,,,,,
Peaux ; de sauvagine,,2,2,0,,,,0,,,0,0,,,23,,,,,,,,,,,,,,,,,
Peaux ; de tambours,Peaux,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de taupe,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de taureaux,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de tigres,Peaux,2,2,0,,[idem] appretés,,0,,,0,0,2,2,91,,,,,,,,,,,,,,,,,
Peaux ; de vache,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de veau ; bronzées,,2,2,0,,,,0,,,0,0,,,188,,,,,,,,,,,,,,,,,
Peaux ; de veau ; chamoisées,,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de veau ; en chamois,Peaux ; Apprêtées,2,2,0,,,,0,,,0,0,,,1,,,,,,,,,,,,,,,,,
Peaux ; de veau ; en grain,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veau ; marin,Peaux,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veau ; pour emballage,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de veau ; teinte,,2,2,0,,,,0,,,0,0,,,26,,,,,,,,,,,,,,,,,
Peaux ; de veau apprêtés en buffle,,2,2,0,,,,0,,,0,0,,,32,,,,,,,,,,,,,,,,,
Peaux ; de veau apprêtés en maroquin,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de veau apprêtés pour cuir doré,,2,2,0,,,,0,,,0,0,,,7,,,,,,,,,,,,,,,,,
Peaux ; de veau en blanc,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veau pour cordonniers,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veau secs et à poil,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veaux,,2,2,0,,,,0,,,0,0,,,42,,,,,,,,,,,,,,,,,
Peaux ; de veaux ; basane,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veaux ; dit roussette,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veaux ; en croûte,,2,2,0,,,,0,,,0,0,,,0,,,,,,,,,,,,,,,,,
Peaux ; de veaux ; en magie,,2,2,0,,,,0,,,0,0,,,4,,,,,,,,,,,,,,,,,
Peaux ; de veaux ; en poil,Peaux ; crues,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de veaux ; marins,,2,2,0,,,,0,,,0,0,,,2,,,,,,,,,,,,,,,,,
Peaux ; de vison,,2,2,0,,,,0,,,0,0,,,3,,,,,,,,,,,,,,,,,
Peaux ; de vélin,Peaux,2,2,0,,,,0,,,0,0,,,27,,,,,,,,,,,,,,,,,
