marchandises_normalisees	marchandises_pour_graphe_RG	SITC_rev1	SITC_18th	remarks_marchandises	_merge
Ouvrages ; De tableterrie	...	6	6		matched (3)
Ouvrages ; De taillaudier	...	6	6		matched (3)
Ouvrages ; De terre ; cuite	...	6	6		matched (3)
Ouvrages ; De terre cuite ; Briques	...	6	6		matched (3)
Ouvrages ; De terre cuite ; Carreaux	...	6	6		matched (3)
Ouvrages ; De terre cuite ; Chuiles	...	6	6		matched (3)
Ouvrages ; De terre cuite ; Creusets	...	6	6		matched (3)
Ouvrages ; De terre cuite ; Divers	...	6	6		matched (3)
Ouvrages ; De terre cuite ; Moules	...	6	6		matched (3)
Ouvrages ; De terre cuite ; Pipes à fumer	...	6	6		matched (3)
Ouvrages ; De tonnellerie	...	6	6		matched (3)
Ouvrages ; De tourneur	...	6	6		matched (3)
Ouvrages ; De vanier	...	6	6		matched (3)
Ouvrages ; De verre	...	6	6		matched (3)
Ouvrages ; De verre ; en bossades	...	6	6		matched (3)
Ouvrages ; De verre ; en rassades	...	6	6		matched (3)
Ouvrages ; De verts	...	6	6		matched (3)
Ouvrages ; Divers	...	6	6		matched (3)
Ouvrages ; Divers ; en bois et futailles vides	...	6	6		matched (3)
Ouvrages ; En dorure ; Fausse	...	6	6		matched (3)
Ouvrages ; En dorure ; Fine	...	6	6		matched (3)
Ouvrages ; En esparballe	...	6	6		matched (3)
Ouvrages ; En ivoire et ecailles	...	6	6		matched (3)
Ouvrages ; En nacre de perle	...	6	6		matched (3)
Ouvrages ; Passementerie	...	6	6		matched (3)
Ouvrages de spa	...	6	6		matched (3)
Ozier	...	2	2		matched (3)
Padoue	silk fabrics	6	6c	Padoue ou Padou: Sorte de ruban, ordinairement composé de soie et de fleuret, et même quelquefois de fleuret et de fil.	matched (3)
Padoue ; de fil	...	6	6a		matched (3)
Padoue ; de fleurs et soie	...	6	6c		matched (3)
Padoux ; de fil	…	6	6		matched (3)
Pagne	...	6	6		matched (3)
Paillasses	…	8	8		matched (3)
Paille	...	2	2		matched (3)
Paille ; divere	...	2	2		matched (3)
Paillettes ; d'or	...	2	2		matched (3)
Paillettes ; d'or et d'argent	...	2	2		matched (3)
Paillettes d'	...	2	2		matched (3)
Pains ; à cachetter	...	2	2		matched (3)
Pains ; d'épice	...	0	0a		matched (3)
Pains ; de graines de lim et de navelle	...	2	2		matched (3)
Pains ; de navette	...	2	2		matched (3)
Pains ; divers	...	0	0a		matched (3)
Pains ; Graine de lime et de morelle	...	2	2		matched (3)
Palacques	...	...	...	Peut-être Pataque (monnaie portuguaise)	matched (3)
Palangres	...	6	6	Technique de pêche, désigne le type de filet utilisé.	matched (3)
Palatine	...	6	6	ornement à base de plumes d'oiseau	matched (3)
Palatine ; de soie	...	6	6c		matched (3)
Palins	...	...	...		matched (3)
Palmes	...	2	2		matched (3)
Palmes ; en feuilles	...	2	2		matched (3)
Palun	...	...	...		matched (3)
Paniers	...	6	6		matched (3)
Paniers  ; de coudre	...	6	6		master only (1)
Paniers ; d'habit	...	6	6		matched (3)
Paniers ; d'ozier	...	6	6		matched (3)
Paniers ; de caudré	...	6	6		matched (3)
Paniers ; de coudre	...	6	6		using only (2)
Paniers ; de coudre	...	6	6		master only (1)
Paniers ; de jongs	...	6	6		matched (3)
Panne	silk fabrics	6	6c		matched (3)
Panne ; écarlatte	silk fabrics	6	6c		matched (3)
Panne ; ordinaire	silk fabrics	6	6c		matched (3)
Panneaux	silk fabrics	6	6c		matched (3)
Pannine	silk fabrics	6	6c		matched (3)
Pannine ; en soie	silk fabrics	6	6c		matched (3)
Pantalons	…	6	6		matched (3)
Papeline	silk fabrics	6	6c	La papeline est une étoffe très légère, dont la chaîne est de soie et la trème de fleuret ou de filoselle. Synonyme de Grisettes.	matched (3)
Papetteries ; diverses	...	6	6		matched (3)
Papier	...	6	6		matched (3)
Papier  ; à l'ecu	...	6	6		master only (1)
Papier  ; batard  ; comun	...	6	6		master only (1)
Papier  ; de pliage	...	6	6		master only (1)
Papier ; ?	...	6	6		matched (3)
Papier ; à bulle	...	6	6		matched (3)
Papier ; à bulle blanc	...	6	6		matched (3)
Papier ; à donblage	...	6	6		matched (3)
Papier ; à doublage	...	6	6		matched (3)
Papier ; à ecrire	...	6	6		matched (3)
Papier ; à écrire	...	6	6		matched (3)
Papier ; à gargousse	...	6	6		matched (3)
Papier ; à images	...	6	6		matched (3)
Papier ; à l'ecu	...	6	6		using only (2)
Papier ; à l'ecu	...	6	6		master only (1)
Papier ; à l'écu	...	6	6		matched (3)
Papier ; à l'écu ; commun	...	6	6		matched (3)
Papier ; à l'écu ; fin	...	6	6		matched (3)
Papier ; à l'étoile	...	6	6		matched (3)
Papier ; à l'étoile ; commun	...	6	6		matched (3)
Papier ; à l'étoile ; fin	...	6	6		matched (3)
Papier ; à lettre	...	6	6		matched (3)
Papier ; à leure	...	6	6		matched (3)
Papier ; à plans	...	6	6		matched (3)
Papier ; à sucre	...	6	6		matched (3)
Papier ; à teinture	...	6	6		matched (3)
Papier ; batard	...	6	6		matched (3)
Papier ; batard ; commun	...	6	6		matched (3)
Papier ; batard ; comun	...	6	6		using only (2)
Papier ; batard ; comun	...	6	6		master only (1)
Papier ; batard ; fin	...	6	6		matched (3)
Papier ; blanc	...	6	6		matched (3)
Papier ; bleu	...	6	6		matched (3)
Papier ; brouillard	...	6	6		matched (3)
Papier ; brun	...	6	6		matched (3)
Papier ; buvard ; commun	...	6	6		matched (3)
Papier ; buvard ; fin	...	6	6		matched (3)
papier ; buvard ; fin	...	6	6		matched (3)
Papier ; commun	...	6	6		matched (3)
Papier ; contisse	...	6	6		matched (3)
Papier ; d'emballage	...	6	6		matched (3)
Papier ; d'etrasse	...	6	6		matched (3)
Papier ; d'éventail	...	6	6		matched (3)
Papier ; de Hollande	...	6	6		matched (3)
Papier ; de Lamballe	...	6	6		matched (3)
Papier ; de musique	...	6	6		matched (3)
Papier ; de pliage	...	6	6		matched (3)
Papier ; de pliage	...	6	6		master only (1)
Papier ; de tapisserie	...	6	6		matched (3)
Papier ; des Indes	...	6	6		matched (3)
Papier ; divers	...	6	6		matched (3)
Papier ; doré	...	6	6		matched (3)
Papier ; gauffré	...	6	6		matched (3)
Papier ; gene ; commun	...	6	6		matched (3)
Papier ; gene ; fin	...	6	6		matched (3)
Papier ; gene ; peint	...	6	6		matched (3)
Papier ; grande rame	...	6	6		matched (3)
Papier ; gris	...	6	6		matched (3)
Papier ; intissé	...	6	6		matched (3)
Papier ; métalisé	...	6	6		matched (3)
Papier ; noir	...	6	6		matched (3)
Papier ; paint et de couleurs	...	6	6		matched (3)
Papier ; paints et de foulars	...	6	6		matched (3)
Papier ; papéterie ; diverse	...	6	6		matched (3)
Papier ; peint	...	6	6		matched (3)
Papier ; pot ; fin	...	6	6		matched (3)
Papier ; pour teinture	...	6	6		matched (3)
Papier ; tontisse	...	6	6		matched (3)
Papier ; violet	...	6	6		matched (3)
Papillons ; secs	...	6	6		matched (3)
Parapluies	...	8	8		matched (3)
Parasols	...	8	8		matched (3)
Paravents	...	8	8		matched (3)
Parchemin	...	6	6		matched (3)
parchemin	…	6	6		matched (3)
Parfum	...	5	5		matched (3)
Parfumerie	...	5	5		matched (3)
Parfumerie ; Diverse	...	5	5		matched (3)
Parfumerie ; Musc	...	5	5		matched (3)
Parfumerie ; Pâte d'amande	...	5	5		matched (3)
Parfumerie ; Pomade	...	5	5		master only (1)
Parfumerie ; pommade	...	5	5		matched (3)
Parfumerie ; Poudres à poudrer	...	5	5		matched (3)
Parfumerie ; Savonette	...	5	5		matched (3)
Pariaca	...	6	6c	Mouchoirs de pariaca (de soie « indienne ») BD	matched (3)
Pariarabrava	...	2	2		matched (3)
Pariera Brava	...	2	2	Plante utilisée en pharmacopée	matched (3)
Paruns	...	2	2	Marchandise employe_e dans le tarif de la Douane de Lyon de 1632 (Savary) Partie blanche de la peau de chamois qui se détache après travail des peaux passées (revendue aux cordonniers) BD	matched (3)
Passemens	…	6	6		matched (3)
Passementerie	…	6	6		matched (3)
Passements	…	6	6		matched (3)
Passepierre	...	0	0a	Aliment, sorte de salade.	matched (3)
Pastel	...	2	2		matched (3)
Pastilles	...	5	5		matched (3)
Pataques	…	9	9	Monnaie d'argent qui vaut environ l'écu de France de soixante (Savary)	matched (3)
Patates	...	0	0a		matched (3)
Pâte ; à papier	...	6	6		matched (3)
Pâte ; aux vieux chiffons	...	0	0a		matched (3)
Pâte ; d'amande	...	0	0a		matched (3)
Pâte ; d'orgeat	...	0	0a		matched (3)
Pâte ; de guimauve	...	0	0a		matched (3)
Pâte ; diverse	...	0	0a		matched (3)
Pâte ; diverse ; d'talie	...	0	0a		matched (3)
Pâte ; semouille	...	6	6		matched (3)
Pâte ; vermichel	...	6	6		matched (3)
Patés	…	0	0a		matched (3)
Patés ; de canards	…	0	0a		matched (3)
Patins	…	8	8		matched (3)
Patissoie	silk fabrics	6	6c		matched (3)
Pattes ou vieux chiffons	...	2	2		matched (3)
Paumelle	...	2	2		matched (3)
Paumelle ; germée	...	2	2	Il s'agit d'une variété d'orge, germée elle est semble-t-il utilisée pour la nourriture pour les animaux.	matched (3)
Pavés	…	2	2		matched (3)
Pavots	…	2	2	Plante d'où l'on tire l'Opium (Savary)	matched (3)
Peaux  ; blanche	...	2	2		master only (1)
Peaux  ; d'anguilles	...	2	2		master only (1)
Peaux  ; d'écureuil	...	2	2		master only (1)
Peaux  ; de carcasson	...	2	2		master only (1)
Peaux  ; de cazeaux	...	2	2		master only (1)
Peaux  ; de chat  ; cervier	...	2	2		master only (1)
Peaux  ; de chat  ; sauvage	...	2	2		master only (1)
Peaux  ; de chien	...	2	2		master only (1)
Peaux  ; de pécaudes	...	2	2		master only (1)
Peaux  ; de pelisse	...	2	2		master only (1)
Peaux  ; de rat musqué	...	2	2		master only (1)
Peaux  ; de roussette	...	2	2		master only (1)
Peaux  ; en poil	...	2	2		master only (1)
Peaux  ; pelleterie  ; crue	...	2	2		master only (1)
Peaux  ; pelleterie  ; du Canada	...	2	2		master only (1)
Peaux  ; queues de martre	...	2	2		master only (1)
Peaux ; Apprêtées ; D'agneaux	...	2	2		matched (3)
Peaux ; Apprêtées ; De bouc	...	2	2		matched (3)
Peaux ; Apprêtées ; De buffles	...	2	2		matched (3)
Peaux ; Apprêtées ; De chamois	...	2	2		matched (3)
Peaux ; Apprêtées ; De chevres et chevraux	...	2	2		matched (3)
Peaux ; Apprêtées ; De chevreuils	...	2	2		matched (3)
Peaux ; Apprêtées ; De daims	...	2	2		matched (3)
Peaux ; Apprêtées ; De maroquins	...	2	2		matched (3)
Peaux ; Apprêtées ; De moutons	...	2	2		matched (3)
Peaux ; Apprêtées ; De roussette	...	2	2		matched (3)
Peaux ; Apprêtées ; De veaux	...	2	2		matched (3)
Peaux ; Apprêtées ; Diverses	...	2	2		matched (3)
Peaux ; blanche	...	2	2		using only (2)
Peaux ; blanche	...	2	2		master only (1)
Peaux ; blanches	...	2	2		matched (3)
Peaux ; bronzées	...	2	2		matched (3)
Peaux ; Corroyées ; De chevres	...	2	2		matched (3)
Peaux ; Corroyées ; De maroquins	...	2	2		matched (3)
Peaux ; Corroyées ; De veaux	...	2	2		matched (3)
Peaux ; Corroyées ; Diverses	...	2	2		matched (3)
Peaux ; crue	...	2	2		matched (3)
Peaux ; d'agneau	...	2	2		matched (3)
Peaux ; d'agneau ; en laine	...	2	2		matched (3)
Peaux ; d'agneau en laine	...	2	2		matched (3)
Peaux ; d'agneaux	...	2	2		matched (3)
Peaux ; d'anguilles	...	2	2		using only (2)
Peaux ; d'arigneau	...	2	2		master only (1)
Peaux ; d'augnittes	...	2	2		matched (3)
Peaux ; d'écureuil	...	2	2		using only (2)
Peaux ; d'écureuil	...	2	2		master only (1)
Peaux ; d'Elan	...	2	2		matched (3)
Peaux ; d'éventails	...	2	2		matched (3)
Peaux ; d'hermine	...	2	2		matched (3)
Peaux ; d'origneaux	...	2	2		matched (3)
Peaux ; d'ours	...	2	2		matched (3)
Peaux ; de biche	...	2	2		matched (3)
Peaux ; de biches	...	2	2		matched (3)
Peaux ; de blaireaux	...	2	2		matched (3)
Peaux ; de blereau	...	2	2		matched (3)
Peaux ; de bouc	...	2	2		matched (3)
Peaux ; de Bouc ; aprestées	...	2	2		master only (1)
Peaux ; de Bouc ; aprêtées	...	2	2		matched (3)
Peaux ; de Bouc ; en poil	...	2	2		matched (3)
Peaux ; de braveau	...	2	2		matched (3)
Peaux ; de buffle	...	2	2		matched (3)
Peaux ; de cabris	...	2	2		matched (3)
Peaux ; de cacao	...	2	2		matched (3)
Peaux ; de carcajou	...	2	2		matched (3)
Peaux ; de carcasson	...	2	2		using only (2)
Peaux ; de carcasson	...	2	2		master only (1)
Peaux ; de castor	...	2	2		matched (3)
Peaux ; de cazeaux	...	2	2		matched (3)
Peaux ; de cazeaux	...	2	2		master only (1)
Peaux ; de cerf	...	2	2		matched (3)
Peaux ; de chagrin	...	2	2		matched (3)
Peaux ; de chameau	...	2	2		matched (3)
Peaux ; de chamois	...	2	2		matched (3)
Peaux ; de chat	...	2	2		matched (3)
Peaux ; de chat ; cervier	...	2	2		using only (2)
Peaux ; de chat ; sauvage	...	2	2		matched (3)
Peaux ; de chevaux	...	2	2		matched (3)
Peaux ; de chevre	...	2	2		matched (3)
Peaux ; de chevre ; apprestées	...	2	2		matched (3)
Peaux ; de chevre ; aprestées	...	2	2		master only (1)
Peaux ; de chevre ; aprêtées	...	2	2		matched (3)
Peaux ; de chevre ; en poil	...	2	2		matched (3)
Peaux ; de chevre ; passée	...	2	2		matched (3)
Peaux ; de chevre ; passées	...	2	2		matched (3)
Peaux ; de chevreau	...	2	2		matched (3)
Peaux ; de chevreaux	...	2	2		matched (3)
Peaux ; de chevreuil	...	2	2		matched (3)
Peaux ; de chevreuil ; à pelleterie	...	2	2		matched (3)
Peaux ; de chevrotin	...	2	2		matched (3)
Peaux ; de chien	...	2	2		using only (2)
Peaux ; de chien	...	2	2		master only (1)
Peaux ; de chien ; de mer	...	2	2		matched (3)
Peaux ; de chien de mer	...	2	2		matched (3)
Peaux ; de cignes	...	2	2		matched (3)
Peaux ; de cribles	...	2	2		matched (3)
Peaux ; de daim	...	2	2		matched (3)
Peaux ; de dain	...	2	2		matched (3)
Peaux ; de dain ; à pelleterie	...	2	2		matched (3)
Peaux ; de fouine	...	2	2		matched (3)
Peaux ; de fouines	...	2	2		matched (3)
peaux ; de fouines	…	2	2		matched (3)
Peaux ; de fourrure	...	2	2		matched (3)
Peaux ; de grébes	...	2	2		matched (3)
Peaux ; de la louisianne	...	2	2		matched (3)
Peaux ; de lapin	...	2	2		matched (3)
Peaux ; de lapin ; à pelleterie	...	2	2		matched (3)
Peaux ; de léopard	...	2	2		matched (3)
Peaux ; de lievre	...	2	2		matched (3)
Peaux ; de lièvre	...	2	2		matched (3)
Peaux ; de loup	...	2	2		matched (3)
Peaux ; de loup ; cervier	...	2	2		matched (3)
Peaux ; de loup ; de bois	...	2	2		matched (3)
Peaux ; de loup ; de Moscevik	...	2	2		matched (3)
Peaux ; de loup ; marin	...	2	2		matched (3)
Peaux ; de loutre	...	2	2		matched (3)
Peaux ; de marbre	...	2	2		matched (3)
Peaux ; de marmotte	...	2	2		matched (3)
Peaux ; de maroquin	...	2	2		matched (3)
Peaux ; de martre	...	2	2		matched (3)
Peaux ; de mouton  ; en laine	...	2	2		master only (1)
Peaux ; de mouton ; aprestées	...	2	2		master only (1)
Peaux ; de mouton ; aprêtées	...	2	2		matched (3)
Peaux ; de mouton ; en bazannes	...	2	2		matched (3)
Peaux ; de mouton ; en laine	...	2	2		matched (3)
Peaux ; de mouton ; en laine	...	2	2		master only (1)
Peaux ; de mouton ; passées	...	2	2		matched (3)
Peaux ; de mouton ; tannées	...	2	2		matched (3)
Peaux ; de mouton apretées	...	2	2		matched (3)
Peaux ; de panthère	...	2	2		matched (3)
Peaux ; de pécaudes	...	2	2		using only (2)
Peaux ; de pécaudes	...	2	2		master only (1)
Peaux ; de pelisse	...	2	2		using only (2)
Peaux ; de pelisse	...	2	2		master only (1)
Peaux ; de petit gris	...	2	2		matched (3)
Peaux ; de pitois	...	2	2		matched (3)
Peaux ; de plongeon	...	2	2		matched (3)
Peaux ; de rat musqué	...	2	2		using only (2)
Peaux ; de renard	...	2	2		matched (3)
Peaux ; de rennes	...	2	2		matched (3)
Peaux ; de requins	...	2	2		matched (3)
Peaux ; de riche	...	2	2		matched (3)
Peaux ; de roussette	...	2	2		matched (3)
Peaux ; de roussette	...	2	2		master only (1)
Peaux ; de sanglier	...	2	2		matched (3)
Peaux ; de tambourg	...	2	2		matched (3)
Peaux ; de tigre	...	2	2		matched (3)
Peaux ; de tigres	...	2	2		matched (3)
Peaux ; de veau  ; en poil	...	2	2		master only (1)
Peaux ; de veau  ; tannées	...	2	2		master only (1)
Peaux ; de veau ; aprestées	...	2	2		master only (1)
Peaux ; de veau ; aprêtées	...	2	2		matched (3)
Peaux ; de veau ; bronzés	...	2	2		matched (3)
Peaux ; de veau ; corroïées	...	2	2		matched (3)
Peaux ; de veau ; en chamois	...	2	2		matched (3)
Peaux ; de veau ; en couleurs	...	2	2		matched (3)
Peaux ; de veau ; en poil	...	2	2		matched (3)
Peaux ; de veau ; en poil	...	2	2		master only (1)
Peaux ; de veau ; marin	...	2	2		matched (3)
Peaux ; de veau ; passées	...	2	2		matched (3)
Peaux ; de veau ; tannées	...	2	2		matched (3)
Peaux ; de veau ; tannées	...	2	2		master only (1)
Peaux ; de veaux ; apressées	...	2	2		matched (3)
Peaux ; de veaux ; bronzées	...	2	2		matched (3)
Peaux ; de veaux ; corroyées	...	2	2		matched (3)
Peaux ; de veaux ; en poil	...	2	2		matched (3)
Peaux ; de veaux ; tannées	...	2	2		matched (3)
Peaux ; de veslin	...	2	2		matched (3)
Peaux ; divine	...	2	2		matched (3)
Peaux ; en couleur	...	2	2		matched (3)
Peaux ; en poil	...	2	2		using only (2)
Peaux ; en poil	...	2	2		master only (1)
Peaux ; en poil ; De bouc	...	2	2		matched (3)
Peaux ; façon de chagrin	...	2	2		matched (3)
Peaux ; gueires de martre	...	2	2		matched (3)
Peaux ; mêlées ; d'agneaux	...	2	2		matched (3)
Peaux ; mêlées ; d'ânes	...	2	2		matched (3)
Peaux ; mêlées ; de buffles	...	2	2		matched (3)
Peaux ; mêlées ; de chèvres	...	2	2		matched (3)
Peaux ; mêlées ; de chevreuils	...	2	2		matched (3)
Peaux ; mêlées ; de chiens de mer	...	2	2		matched (3)
Peaux ; mêlées ; de dains	...	2	2		matched (3)
Peaux ; mêlées ; de moutons	...	2	2		matched (3)
Peaux ; mêlées ; de veaux	...	2	2		matched (3)
Peaux ; mêlées ; diverses	...	2	2		matched (3)
Peaux ; pelisse	...	2	2		matched (3)
Peaux ; Pelleterie	...	2	2		matched (3)
Peaux ; pelleterie ; aprestée	...	2	2		master only (1)
Peaux ; pelleterie ; aprêtée	...	2	2		matched (3)
Peaux ; pelleterie ; crue	...	2	2		matched (3)
Peaux ; pelleterie ; crue	...	2	2		master only (1)
Peaux ; pelleterie ; d'ours	...	2	2		matched (3)
Peaux ; pelleterie ; de canada	...	2	2		matched (3)
Peaux ; pelleterie ; de castor	...	2	2		matched (3)
Peaux ; pelleterie ; de lièvres et lapins	...	2	2		matched (3)
Peaux ; pelleterie ; de loutres	...	2	2		matched (3)
Peaux ; pelleterie ; de renard	...	2	2		matched (3)
Peaux ; pelleterie ; diverses	...	2	2		matched (3)
Peaux ; Pelleterie ; du Canada	...	2	2		matched (3)
Peaux ; pelleterie ; du Canada	...	2	2		matched (3)
Peaux ; pelleterie ; du Canada	...	2	2		master only (1)
Peaux ; pelleterie ; fine	...	2	2		matched (3)
Peaux ; Pelleterie apprêtées ; Diverses	...	2	2		matched (3)
Peaux ; Pelleterie apprêtées ; Fine	...	2	2		matched (3)
Peaux ; Pelleterie diverses ; apprêtées	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; ?	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; D'angora	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; D'orignaux	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; D'ours	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De biches	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De blaireaux	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De castor	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De chats	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De chiens	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De fauves	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De lièvres et lapin	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De loups cervier	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De loups des bois	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De loutre	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De marmotte	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De martre	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De moke	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De petit gris	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; de rats	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De renard	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De roussette	...	2	2		matched (3)
Peaux ; Pelleterie en Peaux ; De sauvaignes	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De taupe	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; De vison	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; Defouines	...	2	2		matched (3)
Peaux ; Pelleterie en peaux ; Diverses	...	2	2		matched (3)
Peaux ; queues de martre	...	2	2		using only (2)
Peaux ; queues de martre	...	2	2		master only (1)
Peaux ; sauvagines	...	2	2		matched (3)
Peaux ; Tannées	...	2	2		matched (3)
Peaux ; Tannées ; De moutons	...	2	2		matched (3)
Peaux ; Tannées ; De veaux	...	2	2		matched (3)
Peaux ; Tannées ; Diverses	...	2	2		matched (3)
Peaux et pelleteries	...	2	2		matched (3)
Peaux melées ; D'agneaux	...	2	2		matched (3)
Peaux melées ; De boucs	...	2	2		matched (3)
Peaux melées ; De cerfs	...	2	2		matched (3)
Peaux melées ; De chamois	...	2	2		matched (3)
Peaux melées ; De chevreaux	...	2	2		matched (3)
Peaux melées ; De chevres	...	2	2		matched (3)
Peaux melées ; De chevreuil	...	2	2		matched (3)
Peaux melées ; De chien de mer	...	2	2		matched (3)
Peaux melées ; De cigues	...	2	2		matched (3)
Peaux melées ; De Daims	...	2	2		matched (3)
Peaux melées ; De dains	...	2	2		matched (3)
Peaux melées ; De maroquins	...	2	2		matched (3)
Peaux melées ; De moutons	...	2	2		matched (3)
Peaux melées ; De veaux	...	2	2		matched (3)
