marchandises	marchandises_norm_ortho		source_bdc	nbr_bdc_marchandises	nbr_bdc_marchandises_norm_ortho
Planches ; de sapin ; de X pieds	Planches de sapin de X pieds		1	1	1
Planches ; de sapin ; demies	Planches de sapin demies		1	4	6
Planches ; de sapin ; demy planches	Planches de sapin demy planches		1	1	1
Planches ; de Sapin ; fendues	Planches de Sapin fendues		1	1	1
Planches ; de sapin ; grandes	Planches de sapin grandes		1	2	4
Planches ; de sapin ; ordinaires	Planches de sapin ordinaires		1	11	17
Planches ; de sapin ; petites	Planches de sapin petites		1	3	4
Planches ; de sapin ; refendues	Planches de sapin refendues		1	4	4
Planches ; de Sapin commune	Planches de Sapin commune		1	1	66
planches ; de Sapin communes	planches de Sapin communes		1	1	66
Planches ; de Sapin de 10 pieds	Planches de Sapin de 10 pieds		1	1	9
Planches ; de sapin diverses	Planches de sapin diverses		1	1	1
planches ; de Sapin grandes	planches de Sapin grandes		1	1	4
Planches ; de Sapin; de 30 pieds	Planches de Sapin de 30 pieds		1	2	9
Planches ; de Sapin; de 8 pieds	Planches de Sapin de 8 pieds		1	1	4
Planches ; de sapin; demies	Planches de sapin demies		1	1	1
Planches ; de Sapin; ordinaire	Planches de Sapin ordinaire		1	1	17
Planches ; de Sapin;ordinaires	Planches de Sapinordinaires		1	1	17
Planches ; de sapon	Planches de sapon		1	3	1074
Planches ; de spain	Planches de spain		1	1	1074
Planches ; demies	Planches demies		1	1	3
Planches ; diverses	Planches diverses		1	2	2
Planches ; en chesne	Planches en chesne		1	1	1
Planches ; en sapin	Planches en sapin		1	1	1
Planches ; ordinaires	Planches ordinaires		1	4	4
Planches ; p grenier	Planches p grenier		1	1	1
Planches ; petites	Planches petites		1	1	3
Planches ; reciées	Planches reciées		1	1	1
Planches ; refendues	Planches refendues		1	2	2
Planches ;de Prusse	Planches de Prusse		1	1	136
Planches ;de Sapin; de 10 pieds	Planches de Sapin de 10 pieds		1	1	9
Planches ;de Sapin; de 11 pieds	Planches de Sapin de 11 pieds		1	1	1
Planches ;de Sapin; de 7 a 8 pieds	Planches de Sapin de 7 à 8 pieds		1	1	4
Planches ;de Sapin; ordinaires	Planches de Sapin ordinaires		1	1	17
Planches ;de Sapin;demies	Planches de Sapindemies		1	1	6
Planches ;de Sapin;Planches	Planches de SapinPlanches		1	1	1074
Planches à sapin	Planches à sapin		1	1	136
Planches Chêne Bordage	Planches Chêne Bordage		1	1	196
planches communes d'hêtre	planches communes d'hêtre		0	0	0
planches communes d'hêtre et chêne	planches communes d'hêtre et chêne		0	0	0
planches communes et bois	planches communes et bois		0	0	0
Planches d'Acajou	Planches d'Acajou		1	5	17
Planches d'acajou	Planches d'acajou				
Planches d'acajou de 9 pieds	Planches d'acajou de 9 pieds				
Planches d'aunis	Planches d'aunis				
planches d'orme	planches d'orme		0	0	0
planches d'orme de 80 pieds de longueur sur 3 pouces d'epaisseur	planches d'orme de 80 pieds de longueur sur 3 pouces d'epaisseur		0	0	0
planches de 12 à 18 pieds	planches de 12 à 18 pieds		0	0	0
planches de 20 pied sur 1 pouce	planches de 20 pied sur 1 pouce		0	0	0
planches de 3 pied dites 'pakdragers'	planches de 3 pied dites 'pakdragers'		0	0	0
planches de 3 pieds dit pakdragers	planches de 3 pieds dit pakdragers		0	0	0
Planches de 6 aulnes	Planches de 6 aulnes		0	0	0
Planches de 7 aulnes	Planches de 7 aulnes		0	0	0
Planches de 8 aulnes	Planches de 8 aulnes		0	0	0
planches de bois blanc	planches de bois blanc				
Planches de Bois d'Acajou	Planches de Bois d'Acajou		1	5	17
Planches de Bois d'acajou	Planches de Bois d'acajou		1	2	17
Planches de bois d'acajou	Planches de bois d'acajou				
Planches de bois dacajou	Planches de bois dacajou				
Planches de bois de futeau	Planches de bois de futeau				
planches de chaine	planches de chaine				
Planches de Chataigne	Planches de Chataigne		1	1	4
Planches de chataigne	Planches de chataigne		1	1	4
Planches de chataignier	Planches de chataignier		1	1	4
planches de chataignier	planches de chataignier				
Planches de Chene	Planches de Chene		1	2	196
Planches de Chêne	Planches de Chêne		1	1	196
Planches de chêne	Planches de chêne		0	0	0
Planches de chêne ; de 12 pieds	Planches de chêne de 12 pieds				
Planches de chêne ; de 9 a 10 pieds	Planches de chêne de 9 à 10 pieds				
Planches de chêne ; de 9 a 12 pieds	Planches de chêne de 9 à 12 pieds				
Planches de chêne 24 pieds	Planches de chêne 24 pieds				
Planches de chêne 26 pieds	Planches de chêne 26 pieds				
Planches de chêne 6 pieds	Planches de chêne 6 pieds				
Planches de Chene commune	Planches de Chene commune		1	1	14
Planches de Chêne commune	Planches de Chêne commune		1	8	14
planches de chene d'un pouce et en dessous	planches de chene d'un pouce et en dessous		0	0	0
planches de chene de 1,25 pouces d'epaisseur	planches de chene de 1,25 pouces d'epaisseur		0	0	0
planches de chene de 1,5 pouces d'epaisseur	planches de chene de 1,5 pouces d'epaisseur		0	0	0
planches de chene de 1/2 pouce d'epaisseur	planches de chene de 1/2 pouce d'epaisseur		0	0	0
planches de chene de 1/4 pouce d'epaisseur	planches de chene de 1/4 pouce d'epaisseur		0	0	0
planches de chene de 10 pied de longueur	planches de chene de 10 pied de longueur		0	0	0
Planches de chêne de 10 pieds	Planches de chêne de 10 pieds				
Planches de chene de 12 pieds	Planches de chene de 12 pieds				
Planches de chêne de 12 pieds	Planches de chêne de 12 pieds				
Planches de chêne de 14 pieds	Planches de chêne de 14 pieds				
planches de chene de 2 pouces et en dessus	planches de chene de 2 pouces et en dessus		0	0	0
planches de chene de 2,5 pouces d'epaisseur	planches de chene de 2,5 pouces d'epaisseur		0	0	0
planches de chene de 3 pouces et en dessus	planches de chene de 3 pouces et en dessus		0	0	0
planches de chene de 4 pouces d'epaisseur	planches de chene de 4 pouces d'epaisseur		0	0	0
Planches de chêne de 42 pieds	Planches de chêne de 42 pieds				
planches de chene de 5 pouces d'epaisseur	planches de chene de 5 pouces d'epaisseur		0	0	0
planches de chene de 6 pied de longueur	planches de chene de 6 pied de longueur		0	0	0
Planches de chene de 8 pieds	Planches de chene de 8 pieds				
Planches de chêne de 9 a 10 pieds	Planches de chêne de 9 à 10 pieds				
planches de chene dont la longueur et epaisseur n'a pas été declaré	planches de chene dont la longueur et epaisseur n'a pas été declaré		0	0	0
Planches de Chêne pour Bordage	Planches de Chêne pour Bordage		1	3	6
Planches de chênes de 20 pieds	Planches de chênes de 20 pieds				
Planches de Chesne	Planches de Chesne		1	3	196
Planches de chesne	Planches de chesne		1	6	196
planches de chesne	planches de chesne				
planches de chésne	planches de chésne		1	1	196
Planches de chesne ;	Planches de chesne 				
planches de chesne ; de 28 pieds	planches de chesne de 28 pieds				
Planches de chesne commune	Planches de chesne commune		1	2	14
Planches de chesne de 10 a 11 pieds	Planches de chesne de 10 à 11 pieds				
Planches de chesne de 10 a 12 pieds	Planches de chesne de 10 à 12 pieds				
Planches de chesne de 10 pieds	Planches de chesne de 10 pieds				
Planches de chesne de 11 pieds	Planches de chesne de 11 pieds				
Planches de chesne de 12 pieds	Planches de chesne de 12 pieds				
Planches de chesne de 13 pieds	Planches de chesne de 13 pieds				
Planches de chesne de 25 pieds	Planches de chesne de 25 pieds				
Planches de chesne de 36 pieds	Planches de chesne de 36 pieds				
Planches de chesne de 4 pieds	Planches de chesne de 4 pieds				
Planches de chesne de 40 pieds	Planches de chesne de 40 pieds				
Planches de chesne de 7 a 8 pieds	Planches de chesne de 7 à 8 pieds				
Planches de chesne de 7pieds	Planches de chesne de 7pieds				
Planches de chesne de 8 pieds et demi	Planches de chesne de 8 pieds et demi				
planches de chesne diverses	planches de chesne diverses				
Planches de Chesne pour Bordage	Planches de Chesne pour Bordage		1	1	6
Planches de Chesnes	Planches de Chesnes		1	1	196
Planches de chesnes	Planches de chesnes		1	4	196
Planches de chesnes commune	Planches de chesnes commune		1	1	14
Planches de chesnes de 20 pieds	Planches de chesnes de 20 pieds				
Planches de chesnes de 25 pieds	Planches de chesnes de 25 pieds				
Planches de chesnes de 9 a 10 pieds	Planches de chesnes de 9 à 10 pieds				
Planches de ciprés	Planches de ciprés		1	1	2
Planches de copernic	Planches de copernic		1	1	1
planches de Danemark	planches de Danemark		0	0	0
planches de Dannemarc, Prusse et Pomeranie	planches de Dannemarc Prusse et Pomeranie		0	0	0
planches de jaraconda	planches de jaraconda				
Planches de meRizie	Planches de meRizie		1	1	1
Planches de navire	Planches de navire		0	0	0
Planches de Noyer	Planches de Noyer		1	4	10
Planches de noyer	Planches de noyer		1	1	10
planches de noyer	planches de noyer		0	0	0
Planches de noyer de 6 pieds	Planches de noyer de 6 pieds				
planches de poirier, cerisier etc	planches de poirier cerisier etc		0	0	0
Planches de Pruse	Planches de Pruse		1	10	136
Planches de Pruses	Planches de Pruses		1	8	136
Planches de Prusse	Planches de Prusse		1	14	136
Planches de prusse	Planches de prusse		1	17	136
planches de Prusse	planches de Prusse				
planches de prusse	planches de prusse		1	8	136
Planches de Prusse ;	Planches de Prusse 				
Planches de Prusse ; de 10 pieds	Planches de Prusse de 10 pieds				
Planches de Prusse ; de 20 pieds	Planches de Prusse de 20 pieds				
planches de Prusse ; de 21 a 22 pieds	planches de Prusse de 21 à 22 pieds				
Planches de Prusse ; de 25 pieds	Planches de Prusse de 25 pieds				
planches de Prusse ; de 26 a 27 pieds	planches de Prusse de 26 à 27 pieds				
Planches de Prusse ; de 28 à 30 pieds	Planches de Prusse de 28 à 30 pieds				
Planches de Prusse ; de 28 pieds	Planches de Prusse de 28 pieds				
Planches de Prusse ; de 30 pieds	Planches de Prusse de 30 pieds				
planches de Prusse ; de 33 a 35 pieds	planches de Prusse de 33 à 35 pieds				
Planches de Prusse ; de 33 pieds	Planches de Prusse de 33 pieds				
planches de Prusse ; de 8 a 9 pieds	planches de Prusse de 8 à 9 pieds				
Planches de Prusse ; de 9 pieds	Planches de Prusse de 9 pieds				
Planches de prusse 28 pieds	Planches de prusse 28 pieds				
Planches de Prusse communes	Planches de Prusse communes				
Planches de prusse de 11 a 12 pieds	Planches de prusse de 11 à 12 pieds				
Planches de prusse de 12 pieds	Planches de prusse de 12 pieds				
Planches de Prusse de 13 pieds	Planches de Prusse de 13 pieds				
Planches de prusse de 18 pieds	Planches de prusse de 18 pieds				
Planches de prusse de 22 pieds	Planches de prusse de 22 pieds				
Planches de prusse de 24 pieds	Planches de prusse de 24 pieds				
Planches de prusse de 27 a 28 pieds	Planches de prusse de 27 à 28 pieds				
Planches de Prusse de 27 pieds	Planches de Prusse de 27 pieds				
Planches de prusse de 27 pieds	Planches de prusse de 27 pieds				
Planches de prusse de 28 pieds	Planches de prusse de 28 pieds				
Planches de Prusse de 30 pieds	Planches de Prusse de 30 pieds				
Planches de prusse de 30 pieds	Planches de prusse de 30 pieds				
Planches de Prusse de 33 pieds	Planches de Prusse de 33 pieds				
Planches de prusse de 35 pieds	Planches de prusse de 35 pieds				
Planches de Prusse de 36 pieds	Planches de Prusse de 36 pieds				
Planches de prusse de 36 pieds	Planches de prusse de 36 pieds				
Planches de Sapin	Planches de Sapin		1	374	1074
Planches de sapin	Planches de sapin		1	25	1074
planches de Sapin	planches de Sapin		1	2	1074
planches de sapin	planches de sapin				
Planches de sapin ;	Planches de sapin 				
Planches de sapin ; : de 17 pieds	Planches de sapin de 17 pieds				
Planches de Sapin ; 10 a 11 pieds	Planches de Sapin 10 à 11 pieds		1	2	2
Planches de sapin ; 10 a 11 pieds	Planches de sapin 10 à 11 pieds				
Planches de sapin ; 10 a 13 pieds	Planches de sapin 10 à 13 pieds				
Planches de sapin ; 11 a 12 pieds	Planches de sapin 11 à 12 pieds				
Planches de Sapin ; 12 a 14 pieds	Planches de Sapin 12 à 14 pieds		1	1	1
Planches de sapin ; 12 a 15 pieds	Planches de sapin 12 à 15 pieds				
Planches de Sapin ; 12 pieds	Planches de Sapin 12 pieds		1	1	9
Planches de sapin ; 13 a 14 pieds	Planches de sapin 13 à 14 pieds				
Planches de sapin ; 15 a 18 pieds	Planches de sapin 15 à 18 pieds				
Planches de Sapin ; 15 pieds	Planches de Sapin 15 pieds		1	1	3
Planches de Sapin ; 18 pieds	Planches de Sapin 18 pieds		1	1	15
Planches de sapin ; 19 a 20 pieds	Planches de sapin 19 à 20 pieds				
Planches de sapin ; 26 a 27 pieds	Planches de sapin 26 à 27 pieds				
Planches de sapin ; 26 a 29 pieds	Planches de sapin 26 à 29 pieds				
Planches de sapin ; 32 a 33 pieds	Planches de sapin 32 à 33 pieds				
Planches de sapin ; 32 a 34 pieds	Planches de sapin 32 à 34 pieds				
Planches de sapin ; 4 pieds	Planches de sapin 4 pieds				
Planches de sapin ; 7 a 11 pieds	Planches de sapin 7 à 11 pieds				
Planches de Sapin ; 7 a8 pieds	Planches de Sapin 7 a8 pieds		1	1	1
Planches de sapin ; 8 a 12 pieds	Planches de sapin 8 à 12 pieds				
Planches de Sapin ; 9 a 10 pieds	Planches de Sapin 9 à 10 pieds		1	1	1
Planches de sapin ; 9 a 10 pieds	Planches de sapin 9 à 10 pieds				
Planches de sapin ; 9 a 10 pieds a 15 sous	Planches de sapin 9 à 10 pieds à 15 sous				
planches de sapin ; boistes	planches de sapin boistes				
Planches de sapin ; bouts	Planches de sapin bouts				
planches de sapin ; bouts	planches de sapin bouts				
Planches de sapin ; communes	Planches de sapin communes				
planches de sapin ; communes	planches de sapin communes				
Planches de sapin ; de 10 a 11 pieds	Planches de sapin de 10 à 11 pieds				
planches de sapin ; de 10 a 11 pieds	planches de sapin de 10 à 11 pieds				
Planches de sapin ; de 10 a 11 pieds a 20 sous	Planches de sapin de 10 à 11 pieds à 20 sous				
Planches de sapin ; de 10 a 11 piés	Planches de sapin de 10 à 11 piés				
Planches de sapin ; de 10 a 12 pieds	Planches de sapin de 10 à 12 pieds				
Planches de sapin ; de 10 a 12 pieds a 30 sous	Planches de sapin de 10 à 12 pieds à 30 sous				
Planches de sapin ; de 10 a 13 pieds	Planches de sapin de 10 à 13 pieds				
Planches de sapin ; de 10 a 14 pieds	Planches de sapin de 10 à 14 pieds				
Planches de sapin ; de 10 a 15 pieds	Planches de sapin de 10 à 15 pieds				
Planches de sapin ; de 10 a 20 pieds	Planches de sapin de 10 à 20 pieds				
Planches de sapin ; de 10 pieds	Planches de sapin de 10 pieds				
planches de sapin ; de 10 pieds	planches de sapin de 10 pieds				
Planches de sapin ; de 10 pieds a 20 sous	Planches de sapin de 10 pieds à 20 sous				
Planches de sapin ; de 10 piés	Planches de sapin de 10 piés				
Planches de sapin ; de 11 a 12	Planches de sapin de 11 à 12				
Planches de sapin ; de 11 a 12 pieds	Planches de sapin de 11 à 12 pieds				
planches de sapin ; de 11 a 12 pieds	planches de sapin de 11 à 12 pieds				
planches de sapin ; de 11 a 14 pieds	planches de sapin de 11 à 14 pieds				
Planches de sapin ; de 11 pieds	Planches de sapin de 11 pieds				
planches de sapin ; de 11 pieds	planches de sapin de 11 pieds				
Planches de sapin ; de 12 a 13 piés	Planches de sapin de 12 à 13 piés				
Planches de sapin ; de 12 a 14 pieds	Planches de sapin de 12 à 14 pieds				
Planches de sapin ; de 12 a 15 pieds	Planches de sapin de 12 à 15 pieds				
Planches de sapin ; de 12 a 16 pieds	Planches de sapin de 12 à 16 pieds				
Planches de sapin ; de 12 a 20 pieds	Planches de sapin de 12 à 20 pieds				
Planches de sapin ; de 12 pieds	Planches de sapin de 12 pieds				
planches de sapin ; de 12 pieds	planches de sapin de 12 pieds				
Planches de sapin ; de 13 a 14 pieds	Planches de sapin de 13 à 14 pieds				
planches de sapin ; de 13 a 14 pieds	planches de sapin de 13 à 14 pieds				
Planches de sapin ; de 13 a 14 piés	Planches de sapin de 13 à 14 piés				
Planches de sapin ; de 13 pieds	Planches de sapin de 13 pieds				
planches de sapin ; de 14 a 15 pieds	planches de sapin de 14 à 15 pieds				
Planches de sapin ; de 14 a 16 pieds	Planches de sapin de 14 à 16 pieds				
planches de sapin ; de 15 a 16 pieds	planches de sapin de 15 à 16 pieds				
Planches de sapin ; de 15 pieds	Planches de sapin de 15 pieds				
Planches de sapin ; de 16 a 17 pieds	Planches de sapin de 16 à 17 pieds				
Planches de sapin ; de 16 a 18 pieds	Planches de sapin de 16 à 18 pieds				
Planches de sapin ; de 16 pieds	Planches de sapin de 16 pieds				
planches de sapin ; de 16 pieds	planches de sapin de 16 pieds				
Planches de sapin ; de 17 a 18 pieds	Planches de sapin de 17 à 18 pieds				
Planches de sapin ; de 17 a 20 pieds	Planches de sapin de 17 à 20 pieds				
Planches de sapin ; de 18 a 20 pieds	Planches de sapin de 18 à 20 pieds				
Planches de sapin ; de 18 a 22 pieds	Planches de sapin de 18 à 22 pieds				
Planches de sapin ; de 18 pieds	Planches de sapin de 18 pieds				
Planches de sapin ; de 20 a 22 pieds	Planches de sapin de 20 à 22 pieds				
Planches de sapin ; de 20 a 25 pieds	Planches de sapin de 20 à 25 pieds				
planches de sapin ; de 20 a 26 pieds	planches de sapin de 20 à 26 pieds				
Planches de sapin ; de 20 a 27 pieds	Planches de sapin de 20 à 27 pieds				
Planches de sapin ; de 20 a 30 ieds	Planches de sapin de 20 à 30 ieds				
Planches de sapin ; de 20 a 30 pieds	Planches de sapin de 20 à 30 pieds				
Planches de sapin ; de 20 pieds	Planches de sapin de 20 pieds				
planches de sapin ; de 20 pieds	planches de sapin de 20 pieds				
Planches de sapin ; de 21 a 22 pieds	Planches de sapin de 21 à 22 pieds				
Planches de sapin ; de 21 a 24 pieds	Planches de sapin de 21 à 24 pieds				
Planches de sapin ; de 22 a 23 pieds	Planches de sapin de 22 à 23 pieds				
Planches de sapin ; de 22 pieds	Planches de sapin de 22 pieds				
planches de sapin ; de 22 pieds	planches de sapin de 22 pieds				
Planches de sapin ; de 23 pieds	Planches de sapin de 23 pieds				
planches de sapin ; de 23 pieds	planches de sapin de 23 pieds				
Planches de sapin ; de 24 a 26 pieds	Planches de sapin de 24 à 26 pieds				
Planches de sapin ; de 24 a 27 pieds	Planches de sapin de 24 à 27 pieds				
Planches de sapin ; de 24 pieds	Planches de sapin de 24 pieds				
Planches de sapin ; de 25 a 26 pieds	Planches de sapin de 25 à 26 pieds				
Planches de sapin ; de 25 pieds	Planches de sapin de 25 pieds				
Planches de sapin ; de 26 a 27 pieds	Planches de sapin de 26 à 27 pieds				
planches de sapin ; de 26 a 27 pieds	planches de sapin de 26 à 27 pieds				
planches de sapin ; de 26 a 30 pieds	planches de sapin de 26 à 30 pieds				
Planches de sapin ; de 26 pieds	Planches de sapin de 26 pieds				
planches de sapin ; de 26 pieds	planches de sapin de 26 pieds				
Planches de sapin ; de 27 a 28 pieds	Planches de sapin de 27 à 28 pieds				
Planches de sapin ; de 27 a 28 piés	Planches de sapin de 27 à 28 piés				
Planches de sapin ; de 27 a 30 pieds	Planches de sapin de 27 à 30 pieds				
planches de sapin ; de 27 a 30 pieds	planches de sapin de 27 à 30 pieds				
Planches de sapin ; de 27 a 30 piés	Planches de sapin de 27 à 30 piés				
Planches de sapin ; de 27 pieds	Planches de sapin de 27 pieds				
Planches de sapin ; de 27 piés	Planches de sapin de 27 piés				
Planches de sapin ; de 28 a 30 pieds	Planches de sapin de 28 à 30 pieds				
Planches de sapin ; de 28 a 30 piés	Planches de sapin de 28 à 30 piés				
Planches de sapin ; de 28 pieds	Planches de sapin de 28 pieds				
Planches de sapin ; de 29 a 30 pieds	Planches de sapin de 29 à 30 pieds				
Planches de sapin ; de 29 pieds	Planches de sapin de 29 pieds				
Planches de sapin ; de 3 a 4	Planches de sapin de 3 à 4				
planches de sapin ; de 3 a 4 pieds	planches de sapin de 3 à 4 pieds				
Planches de sapin ; de 3 pieds	Planches de sapin de 3 pieds				
Planches de sapin ; de 30 à 30 pieds	Planches de sapin de 30 à 30 pieds				
