item,group,,,afterItems,obsolete,imprimatur
toile de coton et de fil de Cholet à robes,6i,,,[planches de sapin grand] [Planches ; de sapin ; grandes] [planches ; de Sapin grandes] [Planches de sapin grandes],no,
toile de coton et de fil imprimée,6h,,,[Planches ; de Sapin ; fendues],no,
toile de coton et de fil pour mouchoirs,6h,,,[planche de sapin ; demi planches] [Planches ; de sapin ; demy planches] [planches de sapin ; demi planches] [Planches de sapin ; demies planches] [planches de sapin ; demiplanches] [Planches de sapin ; demy planches] [Planches ; de sapin ; demies] [Planches ; de sapin; demies] [Planches ;de Sapin;demies] [Planches de sapin ; demie] [Planches de Sapin ; demies],no,
toile de coton et de fil teinte,6h,,,[planches de sapin de pomeranie],no,
toile de coton et de fil teinté,6h,,,[planches de sapin de norwegue],no,
toile de coton et de lin,6h,,,[Panches de sapin ; de 9 pieds] [Planches ; de sapin ; de 9 pieds] [planches de sapin ; de 9 pieds] [Planches de sapin ; de 9 pieds] [Planches de sapin de 9 pieds],no,
toile de coton et Nankin,6g,,,[Planches de sapin ; de 9 a 15 pieds],no,
toile de coton et soie,6f,,,[Planches de sapin ; de 9 a 13 pieds],no,
toile de coton étranger,6g,,,[Planches de sapin ; de 9 a 12 pieds],no,
toile de coton étranger et des Indes,6g,,,[Planches ; de sapin ; de 9 a 11 pieds] [planches de sapin ; de 9 a 11 pieds] [Planches de sapin ; de 9 a 11 pieds],no,
toile de coton étrangère,6g,,,[Planches de sapin ; de 9 a 10 pieds a 15 sous],no,
toile de coton façon de Nankin,6g,,,[planches de sapin ; de 9 a 10 pieds] [Planches de sapin ; de 9 a 10 pieds],no,
toile de coton fine,6g,,,[Planches de sapin ; de 9 a 10],no,
toile de coton forte,6g,,,"[Planches de sapin ; de 8,5 pieds]",no,
toile de coton haut prix et teinte,6g,,,[Planches de sapin ; de 8 pieds a 12 sous],no,
toile de coton imprimée,6g,,,[Planches ; de sapin ; de 8 pieds] [Planches ; de Sapin; de 8 pieds] [planches de sapin ; de 8 pieds] [Planches de sapin ; de 8 pieds] [Planches de sapin de 8 pieds] [Planches de Sapin de 8 pieds],no,
toile de coton imprimée aune,6g,,,[Planches de sapin ; de 8 a 9 pieds a 12 sous],no,
toile de coton imprimée et bas prix,6g,,,[Planches de sapin ; de 8 a 9 pieds a 10 sous],no,
toile de coton imprimée et haut prix,6g,,,[Planches de sapin ; de 8 a 9] [planches de sapin ; de 8 a 9 pieds] [Planches de sapin ; de 8 a 9 pieds] [Planches de sapin de 8 a 9 pieds] [Planches de Sapin de 8 A 9 pieds],no,
toile de coton imprimée et peigne et peinte,6g,,,[Planches de Sapin de 8 A 7 pieds],no,
toile de coton imprimée et peinte,6g,,,[Planches de sapin ; de 8 a 13 pieds],no,
toile de coton indienne,6g,,,[Planches de sapin ; de 8 a 10 pieds a 10 sous],no,
toile de coton indienne et peinte,6g,,,[Planches de sapin ; de 8 a 10 pieds],no,
toile de coton large,6g,,,"[Planches de sapin ; de 7,5 pieds]",no,
toile de coton mousseline,6g,,,[Planches ; de sapin ; de 7 pieds] [Planches de sapin ; de 7 pieds],no,
toile de coton mousselines Nankin et des Indes,6g,,,[Planches de sapin ; de 7 a 9 pieds],no,
toile de coton nationale,6g,,,[Planches de sapin ; de 7 a 8 pieds a 6 sous],no,
toile de coton nationale et peinte,6g,,,[Planches ; de sapin ; de 7 a 8 pieds] [Planches ;de Sapin; de 7 a 8 pieds] [planches de sapin ; de 7 a 8 pieds] [Planches de sapin ; de 7 a 8 pieds],no,
toile de coton non ???,6g,,,[Planches de sapin ; de 7 a 10 pieds],no,
toile de coton peinte,6g,,,[Planches de sapin ; de 6 pieds] [Planchhes de sapin ; de 6 pieds],no,
toile de coton persiste,6g,,,[planches de sapin ; de 6 a 8 pieds],no,
toile de coton piquée,6g,,,[Planches de sapin ; de 6 a 7] [Planches de sapin ; de 6 a 7 pieds] [Planches de sapin ; de 6 a 7 piés],no,
toile de coton pointe,6g,,,[Planches ; de sapin ; de 50 pieds],no,
toile de coton pour mouchoirs,6g,,,[planches de sapin ; de 5 pieds] [Planches de sapin ; de 5 pieds],no,
toile de coton pour nègre,6g,,,[Planches de sapin ; de 5 a 7 pieds],no,
toile de coton quadrillée,6g,,,[Planches de sapin ; de 5 a 6 pieds a 4 sous],no,
toile de coton rayée,6g,,,[Planches de sapin ; de 5 a 6] [Planches ; de sapin ; de 5 a 6 pieds] [planches de sapin ; de 5 a 6 pieds] [Planches de sapin ; de 5 a 6 pieds],no,
toile de coton rousse,6g,,,[Planches de sapin ; de 45 pieds],no,
toile de coton saisie,6g,,,[Planches ; de sapin ; de 40 pieds] [Planches de sapin ; de 40 pieds],no,
toile de coton teinte,6g,,,[planches de sapin ; de 4 pieds] [Planches de sapin ; de 4 pieds],no,
toile de coton teinte et bas prix,6g,,,[Planches de sapin ; de 4 a 5 pieds a 4 sous],no,
toile de coton vieux,6g,,,[Planche de sapin de 4 a 5 pieds] [planches de sapin ; de 4 a 5 pieds] [Planches de sapin ; de 4 a 5 pieds],no,
toile de cottray,,,,[Planches de sapin ; de 38 pieds],no,
toile de couleur,6h,,,[Planches de sapin ; de 36 pieds],no,
toile de coutil,6d,,,[Planches ; de sapin ; de 35 pieds] [Planches de sapin ; de 35 pieds] [Planches de sapin ; de 35 piés],no,
toile de crin,6e,,,[Planches de sapin ; de 33 pieds],no,
toile de crin cirée,6e,,,[Planches de sapin ; de 33 a 34 pieds],no,
toile de demi large,,,,[Planches ; de sapin ; de 32 pieds] [planches de sapin ; de 32 pieds] [Planches de sapin ; de 32 pieds] [planches de sapin; de 32 pieds],no,
toile de Dinan,6h,,,[Planches de sapin ; de 32 a 33 pieds] [Planches de sapin ; de 32 a 33 piés],no,
toile de façon de Hambourg et de Hollande,,,,[Planches de sapin ; de 31 pieds],no,
toile de fil,6h,,,[Planches de sapin ; de 30 à 30 pieds] [Planches ; de sapin ; de 30 pieds] [Planches ; de Sapin; de 30 pieds] [Planches de sapin ; de 30 pieds] [Planches de Sapin de 30 pieds],no,
toile de fil à carreaux,,,,[planches de sapin ; de 30 a 38 pieds],no,
toile de fil blanche,6h,,,[Planches ; de sapin ; de 30 a 36 pieds] [Planches de sapin ; de 30 a 36 pieds],no,
toile de fil commune,6h,,,[Planches de sapin ; de 30 a 34 pieds],no,
toile de fil coutil,6d,,,[Planches de sapin ; de 30 a 33 pieds],no,
toile de fil de ???,6h,,,[Planches de sapin ; de 30 a 32 pieds],no,
toile de fil de coton,6g,,,[planches de sapin de 3/4 pouce],no,
toile de fil de coton siamoise,6g,,,[Planches de sapin ; de 3 pieds],no,
toile de fil en coutil,6d,,,[planches de sapin de 3 à 6 pieds],no,
toile de fil et coton,6h,,,[Planches de sapin ; de 3 a 4] [planches de sapin ; de 3 a 4 pieds],no,
toile de fil et de laine et de Lille,6i,,,[Planches de sapin ; de 29 pieds],no,
toile de fil peinte,6h,,,[Planches de sapin ; de 29 a 30 pieds],no,
toile de fil peinte et teinte,6h,,,[Planches ; de sapin ; de 28 pieds] [Planches de sapin ; de 28 pieds],no,
toile de fil teinte,6h,,,[Planches ; de sapin ; de 28 a 30 pieds] [Planches de sapin ; de 28 a 30 pieds] [Planches de sapin ; de 28 a 30 piés],no,
toile de filezie,6h,,,[Planches ; de sapin ; de 27 pieds] [Planches de sapin ; de 27 pieds] [Planches de sapin ; de 27 piés],no,
toile de Flandre,6h,,,[planches de sapin ; de 27 a 30 pieds] [Planches de sapin ; de 27 a 30 pieds] [Planches de sapin ; de 27 a 30 piés],no,
toile de fleuret de Rouen,6i,,,[Planches de sapin ; de 27 a 28 pieds] [Planches de sapin ; de 27 a 28 piés],no,
toile de fleuret et blancard,6i,,,[Planches ; de sapin ; de 26 pieds] [planches de sapin ; de 26 pieds] [Planches de sapin ; de 26 pieds],no,
toile de Fougères,6h,,,[planches de sapin ; de 26 a 30 pieds],no,
toile de frame,,,,[planches de sapin ; de 26 a 27 pieds] [Planches de sapin ; de 26 a 27 pieds],no,
toile de France,6h,,,[Planches ; de sapin ; de 25 pieds] [Planches de sapin ; de 25 pieds],no,
toile de Frise,6h,,,[Planches de sapin ; de 25 a 26 pieds],no,
toile de Gand,6h,,,[Planches ; de sapin ; de 24 pieds] [Planches de sapin ; de 24 pieds] [Planches de Sapin de 24 pieds],no,
toile de Grandville,6h,,,[Planches ; de sapin ; de 24 a 30 pieds],no,
toile de Grenade,6h,,,[Planches de sapin ; de 24 a 27 pieds],no,
toile de Grenade de lin,6h,,,[Planches de sapin ; de 24 a 26 pieds],no,
toile de Grenoble,6h,,,[planches de sapin ; de 23 pieds] [Planches de sapin ; de 23 pieds],no,
toile de gris,6h,,,[Planches ; de sapin ; de 22 pieds] [planches de sapin ; de 22 pieds] [Planches de sapin ; de 22 pieds],no,
toile de halle,,,,[Planches de sapin ; de 22 a 23 pieds],no,
toile de Hanovre,6h,,,[Planches de sapin ; de 21 a 24 pieds],no,
toile de Hollande,6h,,,[Planches de sapin ; de 21 a 22 pieds],no,
toile de Hollande pièces de 15 aunes,6h,,,[Planches ; de sapin ; de 20 pieds] [planches de sapin ; de 20 pieds] [Planches de sapin ; de 20 pieds],no,
toile de Hollande pièces de 30 aunes,6h,,,[Planches de sapin ; de 20 a 30 ieds] [Planches de sapin ; de 20 a 30 pieds],no,
toile de killis,6h,,,[Planches de sapin ; de 20 a 27 pieds],no,
toile de laine dite herbage,6e,,,[planches de sapin ; de 20 a 26 pieds],no,
toile de Landerneau,6h,,,[Planches de sapin ; de 20 a 25 pieds],no,
toile de Langenau,,,,[Planches ; de sapin ; de 20 a 24 pieds],no,
toile de Languenan,,,,[Planches de sapin ; de 20 a 22 pieds],no,
toile de Languenaud,6h,,,[Palanches de sapin ; de 18 pieds] [Planches ; de sapin ; de 18 pieds] [Planches ; de Sapin ; de 18 pieds] [Planches de sapin ; de 18 pieds] [planches de sapin de 18 pieds] [Planches de sapin de 18 pieds],no,
toile de Lauderne,,,,[Planches de sapin ; de 18 a 22 pieds],no,
toile de Laval,6h,,,[Planches de sapin ; de 18 a 20 pieds],no,
toile de Laval de renvoi,,,,[Planches de sapin ; : de 17 pieds],no,
toile de Léon,6h,,,[Planches de sapin ; de 17 a 20 pieds],no,
toile de Levant,6h,,,[Planches de sapin ; de 17 a 18 pieds],no,
toile de Levant diverse,6h,,,[Planches ; de sapin ; de 16 pieds] [Planches ; de Sapin ; de 16 pieds] [planches de sapin ; de 16 pieds] [Planches de sapin ; de 16 pieds],no,
toile de Lille,6h,,,[Planches de sapin ; de 16 a 18 pieds],no,
toile de Lille à serviettes,,,,[Planches de sapin ; de 16 a 17 pieds],no,
toile de lin,6d,,,[Planches ; de sapin ; de 15 pieds] [Planches de sapin ; de 15 pieds],no,
toile de lin à doubler,6d,,,[Planches ; de sapin ; de 15 a 30 pieds],no,
toile de lin à matelas,6d,,,[Planches ; de sapin ; de 15 a 20 pieds] [Planches de Sapin de 15 A 20 pieds],no,
toile de lin au lait,6d,,,[planches de sapin ; de 15 a 16 pieds],no,
toile de lin bas prix et teinte,6d,,,[Planches de sapin ; de 14 a 16 pieds],no,
toile de lin blanche,6d,,,[planches de sapin ; de 14 a 15 pieds],no,
toile de lin blanche ??? à la frontière,6d,,,[Planches de sapin ; de 13 pieds],no,
toile de lin blanche damassée pour nappes et serviettes,6h,,,[planches de sapin ; de 13 a 14 pieds] [Planches de sapin ; de 13 a 14 pieds] [Planches de sapin ; de 13 a 14 piés],no,
toile de lin brochée,6d,,,[Planches ; de sapin ; de 12 pieds] [planches de sapin ; de 12 pieds] [Planches de sapin ; de 12 pieds] [Planches de Sapin de 12 pieds],no,
toile de lin Cambrai,6d,,,[Planches de sapin ; de 12 a 20 pieds],no,
toile de lin cirée,6d,,,[Planches ; de sapin ; de 12 a 18 pieds],no,
toile de lin claire,6d,,,[Planches de sapin ; de 12 a 16 pieds],no,
toile de lin claire et gaze,6i,,,[Planches de sapin ; de 12 a 15 pieds],no,
toile de lin coutel,6d,,,[Planches de sapin ; de 12 a 14 pieds],no,
toile de lin coutil,6d,,,[Planches de sapin ; de 12 a 13 piés],no,
toile de lin crue,6d,,,[Planches ;de Sapin; de 11 pieds] [planches de sapin ; de 11 pieds] [Planches de sapin ; de 11 pieds],no,
toile de lin d'Abbeville,6d,,,[planches de sapin ; de 11 a 14 pieds],no,
toile de lin d'Alençon,6d,,,[planches de sapin ; de 11 a 12 pieds] [Planches de sapin ; de 11 a 12 pieds],no,
toile de lin d'Amiens,6d,,,[Planches de sapin ; de 11 a 12],no,
toile de lin d'Anvers,,,,[planches de sapin de 1 1/2 pouce d'epaisseur sur 10 pieds de longueur],no,
toile de lin de 13 aunes,6d,,,[Planches de sapin ; de 10 pieds a 20 sous],no,
toile de lin de 15 aunes,6d,,,[Planches ; de sapin ; de 10 pieds] [Planches ; de Sapin ; de 10 pieds] [Planches ; de Sapin de 10 pieds] [Planches ;de Sapin; de 10 pieds] [planches de sapin ; de 10 pieds] [Planches de sapin ; de 10 pieds] [Planches de sapin ; de 10 piés] [Planches de sapin de 10 pieds] [Planches de Sapin de 10 pieds],no,
toile de lin de Beaujolais,6d,,,[Planches de sapin ; de 10 a 20 pieds],no,
toile de lin de Beauvais,6d,,,[Planches de sapin ; de 10 a 15 pieds],no,
toile de lin de Bernay,6d,,,[Planches ; de sapin ; de 10 a 14 pieds] [Planches de sapin ; de 10 a 14 pieds],no,
toile de lin de Cholet,6d,,,[Planches de sapin ; de 10 a 13 pieds],no,
toile de lin de Flandre,6d,,,[Planches de sapin ; de 10 a 12 pieds a 30 sous],no,
toile de lin de Frise,6d,,,[Planches ; de sapin ; de 10 a 12 pieds] [Planches de sapin ; de 10 a 12 pieds] [planches de sapin de 10 à 12 pieds de longueur],no,
toile de lin de Gand,6d,,,[Planches de sapin ; de 10 a 11 pieds a 20 sous],no,
toile de lin de Hollande,6d,,,[planches de sapin ; de 10 a 11 pieds] [Planches de sapin ; de 10 a 11 pieds] [Planches de sapin ; de 10 a 11 piés],no,
toile de lin de Laval,6d,,,[planches de sapin de 1/2 pouce],no,
toile de lin de Lille,6d,,,[planches de sapin de 1 pouce],no,
toile de lin de linge de tables,6d,,,[planches de sapin de 1 1/4 pouce],no,
toile de lin de linon,6d,,,[Planches ; de sapin ; de X pieds],no,
toile de lin de Marigny,6d,,,[Planche de Sapin commun] [Planches de Sapin commun] [Planches ; de Sapin commune] [Planches ; de sapin ; communes] [Planches ; de sapin ; comunes] [planches ; de Sapin communes] [planches de sapin ; communes] [Planches de sapin ; communes] [planches de sapin commune] [Planches de sapin commune] [Planches de Sapin commune] [Planches de sapin communes] [Planches de Sapin communes] [Planches de Sapin comune] [Planches de sapin comunes],no,
toile de lin de Rouen,6d,,,[Planches de sapin ; 9 a 10 pieds a 15 sous],no,
toile de lin de Russie,6d,,,[Planches de sapin ; 9 a 10 pieds] [Planches de Sapin ; 9 a 10 pieds],no,
toile de lin de Saint-Quentin,6d,,,[Planches; de Sapin; 8 pieds],no,
toile de lin de Senlis,6d,,,[Planches de sapin ; 8 a 12 pieds],no,
toile de lin de Servins,6d,,,[Planches de Sapin ; 7 a8 pieds],no,
toile de lin de St. Malo,6d,,,[Planches de sapin ; 7 a 11 pieds],no,
toile de lin de Troyes,6d,,,[Planches de Sapin 6 pieds],no,
toile de lin de Valenciennes,6d,,,[Planches de sapin ; 4 pieds],no,
toile de lin du pays,6d,,,[Planches ; de sapin ; 36 pieds],no,
toile de lin écrue,6d,,,[Planches ; de sapin ; 35 pieds],no,
toile de lin et de batiste et linon,6d,,,[Planches de sapin ; 32 a 34 pieds],no,
toile de lin et de chanvre,6h,,,[Planches de sapin ; 32 a 33 pieds],no,
toile de lin et mélangée et de couleur,6d,,,[Planches ; de sapin ; 30 pieds] [Planches de Sapin 30 pieds],no,
toile de lin façon de Hollande,6d,,,[Planches ; de sapin ; 27 pieds],no,
toile de lin fil d'épreuve,6i,,,[Planches de sapin ; 26 a 29 pieds],no,
toile de lin fine à drap,6d,,,[Planches de sapin ; 26 a 27 pieds],no,
toile de lin fine de ???,6d,,,[Planches de sapin ; 19 a 20 pieds],no,
toile de lin fine de Hollande,6d,,,[Planches ; de sapin ; 18 pieds] [Planches de Sapin ; 18 pieds],no,
toile de lin grosse,6d,,,[Planches de Sapin ; 15 pieds],no,
toile de lin grosse pointe,6d,,,[Planches de sapin ; 15 a 18 pieds],no,
toile de lin haut prix et teinte,6d,,,[Planches de sapin ; 13 a 14 pieds],no,
toile de lin imprimée,6d,,,[Planches ; de sapin ; 12 pieds] [Planches de Sapin ; 12 pieds],no,
toile de lin indigo,9b,,,[Planches de sapin ; 12 a 15 pieds],no,
toile de lin lingerie,6i,,,[Planches de Sapin ; 12 a 14 pieds],no,
toile de lin linon,6d,,,[Planches de sapin ; 11 a 12 pieds],no,
toile de lin linon brodée,6d,,,[Planches de sapin ; 10 a 13 pieds],no,
toile de lin linon et Cambrai,6d,,,[Planches de sapin ; 10 a 11 pieds] [Planches de Sapin ; 10 a 11 pieds],no,
toile de lin ouvrée,6d,,,[Planches ; de sapin ; 1/2 planches],no,
toile de lin peinte,6d,,,[Bois de construction; Planches sapin] [Bois ; de passementerie ; en planches ; de sapin] [Bois ; de sapin ; en planches] [Bois ; de sapin en planches] [Bois ; de sapins ; en planches] [Bois de sapin en planche] [Bois de sapin en planches] [Bois de sapin planches] [Bois du sapin en planches] [Bois de sapin en planches communes] [Bois ; de sapin ; en planches ; petites] [Bois ; en planches ; de sapin] [Bois en planche de sapin] [Bois ; planches ; de sapin] [Bois planches de sapin] [Bois sapin en planches] [Planches à sapin] [Palnches ; de sapin] [Pklanches de sapin] [plamches de Sapin] [Planche ; de sapin] [planche de sapin] [Planche de sapin] [Planche de Sapin] [planches ; de sapin] [Planches ; de sapin] [Planches ; de Sapin] [Planches ; de sapin ;] [Planches ; de sapon] [Planches ; de spain] [planches de sapin] [planches de Sapin] [Planches de sapin] [Planches de Sapin] [Planches de sapin ;] [Planches; de sapin] [Planches; de Sapin] [Planches ; de sapin ; bouts] [planches de sapin ; bouts] [Planches de sapin ; bouts] [Planches ; de sapin ; de diférentes longueurs] [Planches ; de sapin ; de différentes longueurs] [Planches de sapin ; de différentes longueurs] [Planches de Sapin de différentes longueurs] [Planches de Sapin de tout pieds de longueurs] [Planches ; de sapin diverses] [planches de sapin ; diverses] [Planches ;de Sapin;Planches] [Planches ; en sapin] [Planches Sapin] [Sapin planches],no,
toile de lin pour emballage,,,,[Planches ; de prusse ; petites],no,
toile de lin pour mouchoirs et teinte,6d,,,[Planches ; de prusse ; ordinaires],no,
toile de lin pour robes et rayée,6d,,,[Planches demie prusse],no,
toile de lin rayée,6d,,,[Planches de Prusse ; de 9 pieds],no,
toile de lin rayée en carreaux,6h,,,[planches de Prusse ; de 8 a 9 pieds],no,
toile de lin rayée et teinte,6d,,,[Planches de prusse de 36 pieds] [Planches de Prusse de 36 pieds],no,
toile de lin royale,6d,,,[planche de prusse ; de 35 pieds] [Planches de prusse de 35 pieds],no,
toile de lin teinte,6d,,,[Planches de Prusse ; de 33 pieds] [Planches de Prusse de 33 pieds],no,
toile de lin toilette,6d,,,[planches de Prusse ; de 33 a 35 pieds],no,
toile de linet,6h,,,[Planches de Prusse ; de 30 pieds] [Planches de prusse de 30 pieds] [Planches de Prusse de 30 pieds],no,
toile de linge de tables,6h,,,[Planches de Prusse ; de 28 pieds] [Planches de prusse de 28 pieds],no,
toile de linge de tables et à serviettes,6h,,,[Planches de Prusse ; de 28 à 30 pieds],no,
toile de lingerie,,,,[Planches de prusse de 27 pieds] [Planches de Prusse de 27 pieds],no,
toile de linon,6d,,,[Planches de prusse de 27 a 28 pieds],no,
toile de linon de Saint-Quentin,6h,,,[planches de Prusse ; de 26 a 27 pieds],no,
toile de Locronan,,,,[Planches de Prusse ; de 25 pieds],no,
toile de Lombourg,6h,,,[Planches de prusse de 24 pieds],no,
toile de Lucarnon,,,,[Planches de prusse de 22 pieds],no,
toile de Lyon,6h,,,[planches de Prusse ; de 21 a 22 pieds],no,
toile de Lyon teinte,,,,[Planches de Prusse ; de 20 pieds],no,
toile de Marigny,6h,,,[Planches de prusse de 18 pieds],no,
toile de Mayenne,6h,,,[planche de prusse ; de 15 pieds],no,
toile de ménages,,,,[Planches de Prusse de 13 pieds],no,
toile de ménages blanche,,,,[Planches de prusse de 12 pieds],no,
toile de Moncontour,6h,,,[Planches de prusse de 11 a 12 pieds],no,
toile de Morlaix,,,,[Planches de Prusse ; de 10 pieds],no,
toile de Mortagne,6h,,,[Planches de Prusse communes],no,
toile de Mortagne ???,,,,[Planches de prusse 28 pieds],no,
toile de Moutiers,6h,,,[Palnches ; de Prusse] [Placnche de Pruse] [Planche ; de Prusse] [Planche de Prusse] [Planches ; de Brusse] [Planches ; de pausse] [Planches ; de prusse] [Planches ; de Prusse] [Planches ;de Prusse] [Planches de Pruse] [Planches de Pruses] [planches de prusse] [planches de Prusse] [Planches de prusse] [Planches de Prusse] [Planches de Prusse ;] [Planches; de Prusse],no,
toile de paille,6d,,,"[planches de poirier, cerisier etc]",no,
toile de peinte,6h,,,[Bois de pin en planche] [Bois de pin en planches] [Bois ; en planches ; de pin] [Planches ; de pin] [Planches de pin],no,
toile de Piémont,6f,,,[Planches ; de penpliers],no,
toile de ploc,6e,,,[Planches de noyer de 6 pieds],no,
